idu,tier_v2,commune,surface_m2,road_len_m,classe
97409000AB0438,a_creuser,Saint-André,2116,241,pm_privee
97409000AB0489,a_creuser,Saint-André,3428,376,pm_privee
97409000AC1080,a_creuser,Saint-André,1102,121,pm_privee
97409000AD0393,a_creuser,Saint-André,1657,142,pm_privee
97409000AD0578,a_creuser,Saint-André,487,69,pm_privee
97409000AH0275,a_creuser,Saint-André,587,112,pm_privee
97409000AH0312,a_creuser,Saint-André,418,50,pm_privee
97409000AI1389,a_creuser,Saint-André,110,32,pm_privee
97409000AK0838,a_creuser,Saint-André,1783,155,pm_privee
97409000AK1265,a_creuser,Saint-André,294,36,pm_privee
97409000AL1479,a_creuser,Saint-André,572,87,pm_privee
97409000AL2355,a_creuser,Saint-André,5517,553,pm_privee
97409000AP0391,reserve_fonciere,Saint-André,2779,243,pm_privee
97409000AR1233,a_creuser,Saint-André,2674,273,pm_privee
97409000AR1675,reserve_fonciere,Saint-André,5639,605,pm_privee
97409000AR1804,a_creuser,Saint-André,1689,302,pm_privee
97409000AR2612,chaude,Saint-André,2555,264,pm_privee
97409000AS0410,a_creuser,Saint-André,2252,226,pm_privee
97409000AS0428,a_creuser,Saint-André,1055,96,pm_privee
97409000AS0715,reserve_fonciere,Saint-André,4076,365,pm_privee
97409000AS0920,a_creuser,Saint-André,1620,166,pm_privee
97409000AS1166,a_creuser,Saint-André,4225,492,pm_privee
97409000AS1172,a_creuser,Saint-André,4213,401,pm_privee
97409000AV0914,a_creuser,Saint-André,787,76,pm_privee
97409000AW0190,a_creuser,Saint-André,1470,134,pm_privee
97409000AW0230,a_creuser,Saint-André,703,91,pm_privee
97409000AW0275,a_creuser,Saint-André,887,94,pm_privee
97409000AW0482,a_creuser,Saint-André,1589,192,pm_privee
97409000AW0656,a_creuser,Saint-André,1493,160,pm_privee
97409000AY0924,a_creuser,Saint-André,1090,187,pm_privee
97409000AY1427,a_creuser,Saint-André,651,116,pm_privee
97409000BD1575,a_creuser,Saint-André,451,64,pm_privee
97409000BD1829,reserve_fonciere,Saint-André,18324,1588,pm_privee
97409000BE0759,a_creuser,Saint-André,1185,168,pm_privee
97409000BE0794,a_creuser,Saint-André,384,39,pm_privee
97409000BE0797,a_creuser,Saint-André,377,36,pm_privee
97409000BE0842,a_creuser,Saint-André,1245,131,pm_privee
97409000BE0877,a_creuser,Saint-André,275,34,pm_privee
97409000BE0951,a_creuser,Saint-André,283,51,pm_privee
97409000BE1178,a_creuser,Saint-André,1054,148,pm_privee
97409000BE1181,a_creuser,Saint-André,911,176,pm_privee
97409000BE1457,a_creuser,Saint-André,383,45,pm_privee
97409000BE1484,a_creuser,Saint-André,3575,397,pm_privee
97409000BE1516,a_creuser,Saint-André,484,71,pm_privee
97409000BE1593,a_creuser,Saint-André,1111,96,pm_privee
97409000BE1621,a_creuser,Saint-André,480,59,pm_privee
97409000BE1911,a_creuser,Saint-André,10924,963,pm_privee
97409000BE1945,a_creuser,Saint-André,442,47,pm_privee
97409000BE2099,a_creuser,Saint-André,487,68,pm_privee
97409000BE2100,a_creuser,Saint-André,300,34,pm_privee
97409000BE2129,a_creuser,Saint-André,306,57,pm_privee
97409000BE2194,a_creuser,Saint-André,566,67,pm_privee
97409000BE2255,a_creuser,Saint-André,1499,134,pm_privee
97409000BE2271,a_creuser,Saint-André,610,51,pm_privee
97409000BL0213,chaude,Saint-André,864,127,pm_privee
97409000BM0428,a_creuser,Saint-André,1033,175,pm_privee
97409000BM1161,a_creuser,Saint-André,432,48,pm_privee
97409000BM1168,a_creuser,Saint-André,579,50,pm_privee
97409000BM1285,a_creuser,Saint-André,1741,235,pm_privee
97409000BM1457,a_creuser,Saint-André,905,114,pm_privee
97409000BM1472,a_creuser,Saint-André,1284,172,pm_privee
97410000AC0502,a_creuser,Saint-Benoît,987,94,pm_privee
97410000AD0164,a_creuser,Saint-Benoît,689,75,pm_privee
97410000AD0716,a_creuser,Saint-Benoît,576,66,pm_privee
97410000AE0459,a_creuser,Saint-Benoît,1631,180,pm_privee
97410000AE1346,a_creuser,Saint-Benoît,1158,104,pm_privee
97410000AI0780,a_creuser,Saint-Benoît,566,57,pm_privee
97410000AI0794,a_creuser,Saint-Benoît,2177,245,pm_privee
97410000AI0806,a_creuser,Saint-Benoît,1004,116,pm_privee
97410000AI1063,a_creuser,Saint-Benoît,1116,118,pm_privee
97410000AI1065,a_creuser,Saint-Benoît,3002,251,pm_privee
97410000AI1201,a_creuser,Saint-Benoît,1999,192,pm_privee
97410000AI1329,a_creuser,Saint-Benoît,414,37,pm_privee
97410000AI1330,a_creuser,Saint-Benoît,1284,113,pm_privee
97410000AL0227,a_creuser,Saint-Benoît,1242,149,pm_privee
97410000AL0252,a_creuser,Saint-Benoît,268,43,pm_privee
97410000AL0265,a_creuser,Saint-Benoît,1287,140,pm_privee
97410000AL0384,a_creuser,Saint-Benoît,293,56,pm_privee
97410000AL0430,a_creuser,Saint-Benoît,637,97,pm_privee
97410000AL0549,a_creuser,Saint-Benoît,666,76,pm_privee
97410000AM0344,a_creuser,Saint-Benoît,403,71,pm_privee
97410000AM0377,a_creuser,Saint-Benoît,120,42,pm_privee
97410000AM0439,a_creuser,Saint-Benoît,350,50,pm_privee
97410000AM0440,a_creuser,Saint-Benoît,235,30,pm_privee
97410000AM0499,a_creuser,Saint-Benoît,275,42,pm_privee
97410000AN0655,a_creuser,Saint-Benoît,2113,212,pm_privee
97410000AP0335,a_creuser,Saint-Benoît,429,36,pm_privee
97410000AP0471,a_creuser,Saint-Benoît,624,110,pm_privee
97410000AP0603,a_creuser,Saint-Benoît,745,109,pm_privee
97410000AR0608,a_creuser,Saint-Benoît,660,77,pm_privee
97410000AR0721,reserve_fonciere,Saint-Benoît,4595,588,pm_privee
97410000AR0838,reserve_fonciere,Saint-Benoît,4180,370,pm_privee
97410000AS0469,a_creuser,Saint-Benoît,1520,309,pm_privee
97410000AX0895,a_creuser,Saint-Benoît,792,89,pm_privee
97410000AX0926,a_creuser,Saint-Benoît,354,71,pm_privee
97410000AX0928,a_creuser,Saint-Benoît,248,44,pm_privee
97410000AX0935,a_creuser,Saint-Benoît,851,81,pm_privee
97410000BE0668,a_creuser,Saint-Benoît,8964,899,pm_privee
97410000BE0893,a_creuser,Saint-Benoît,3557,360,pm_privee
97410000BK0139,a_creuser,Saint-Benoît,957,139,pm_privee
97410000BK0482,a_creuser,Saint-Benoît,379,37,pm_privee
97410000BM0325,a_creuser,Saint-Benoît,321,81,pm_privee
97410000BM0712,a_creuser,Saint-Benoît,1129,110,pm_privee
97410000BN0857,a_creuser,Saint-Benoît,1006,139,pm_privee
97410000BV0551,a_creuser,Saint-Benoît,1137,103,pm_privee
97410000BW0819,a_creuser,Saint-Benoît,812,94,pm_privee
97410000BX1228,a_creuser,Saint-Benoît,1987,226,pm_privee
97410000BX1445,a_creuser,Saint-Benoît,899,123,pm_privee
97410000BX1470,a_creuser,Saint-Benoît,2116,287,pm_privee
97410000BX1474,a_creuser,Saint-Benoît,402,46,pm_privee
97410000CD0584,a_creuser,Saint-Benoît,1323,132,pm_privee
97411000AB0798,reserve_fonciere,Saint-Denis,10708,1037,pm_privee
97411000AI0193,a_creuser,Saint-Denis,593,72,pm_privee
97411000AN0126,a_creuser,Saint-Denis,396,58,pm_privee
97411000AP0495,a_creuser,Saint-Denis,517,52,pm_privee
97411000AR0285,a_creuser,Saint-Denis,470,74,pm_privee
97411000AS0233,a_creuser,Saint-Denis,217,42,pm_privee
97411000AS0537,a_creuser,Saint-Denis,1538,156,pm_privee
97411000AS0747,a_creuser,Saint-Denis,437,42,pm_privee
97411000AT0586,a_creuser,Saint-Denis,313,32,pm_privee
97411000AW0698,a_creuser,Saint-Denis,484,52,pm_privee
97411000AW0857,a_creuser,Saint-Denis,517,92,pm_privee
97411000AY0564,a_creuser,Saint-Denis,735,86,pm_privee
97411000AZ0424,a_creuser,Saint-Denis,172,33,pm_privee
97411000AZ0679,a_creuser,Saint-Denis,385,35,pm_privee
97411000BE0150,a_creuser,Saint-Denis,486,78,pm_privee
97411000BE0156,a_creuser,Saint-Denis,587,102,pm_privee
97411000BE0646,a_creuser,Saint-Denis,765,82,pm_privee
97411000BH0319,a_creuser,Saint-Denis,338,66,pm_privee
97411000BH0656,a_creuser,Saint-Denis,215,31,pm_privee
97411000BH0724,a_creuser,Saint-Denis,1240,109,pm_privee
97411000BK0008,a_creuser,Saint-Denis,198,40,pm_privee
97411000BK0234,a_creuser,Saint-Denis,1295,129,pm_privee
97411000BK0327,a_creuser,Saint-Denis,460,90,pm_privee
97411000BL0312,a_creuser,Saint-Denis,616,83,pm_privee
97411000BP0702,a_creuser,Saint-Denis,262,38,pm_privee
97411000BP0708,a_creuser,Saint-Denis,2704,229,pm_privee
97411000BX0153,a_creuser,Saint-Denis,1291,142,pm_privee
97411000BZ1183,a_creuser,Saint-Denis,246,59,pm_privee
97411000BZ1280,a_creuser,Saint-Denis,349,40,pm_privee
97411000BZ1638,a_creuser,Saint-Denis,306,33,pm_privee
97411000CE1278,a_creuser,Saint-Denis,973,82,pm_privee
97411000CM0594,a_creuser,Saint-Denis,547,46,pm_privee
97411000CM0898,a_creuser,Saint-Denis,421,58,pm_privee
97411000CR0341,a_creuser,Saint-Denis,1278,139,pm_privee
97411000DH0084,a_creuser,Saint-Denis,173,32,pm_privee
97411000DH0216,a_creuser,Saint-Denis,2228,295,pm_privee
97411000DL0133,a_creuser,Saint-Denis,1240,135,pm_privee
97411000DL0138,a_creuser,Saint-Denis,440,64,pm_privee
97411000DN0041,a_creuser,Saint-Denis,3115,510,pm_privee
97411000DN0107,reserve_fonciere,Saint-Denis,4928,454,pm_privee
97411000DN0139,a_creuser,Saint-Denis,761,104,pm_privee
97411000DP0496,a_creuser,Saint-Denis,3182,322,pm_privee
97411000DP0506,a_creuser,Saint-Denis,215,41,pm_privee
97411000DR0559,a_creuser,Saint-Denis,3042,313,pm_privee
97411000DR0668,a_creuser,Saint-Denis,2277,264,pm_privee
97411000DR0775,a_creuser,Saint-Denis,1981,295,pm_privee
97411000DS0201,a_creuser,Saint-Denis,4479,459,pm_privee
97411000DS0222,a_creuser,Saint-Denis,186,32,pm_privee
97411000DS0643,a_creuser,Saint-Denis,1926,177,pm_privee
97411000DS0823,reserve_fonciere,Saint-Denis,2960,265,pm_privee
97411000DT0238,a_creuser,Saint-Denis,886,106,pm_privee
97411000DW0187,a_creuser,Saint-Denis,1076,115,pm_privee
97411000DY0005,a_creuser,Saint-Denis,204,53,pm_privee
97411000DY0135,a_creuser,Saint-Denis,520,58,pm_privee
97411000DZ0058,a_creuser,Saint-Denis,1304,179,pm_privee
97411000DZ0186,a_creuser,Saint-Denis,1809,244,pm_privee
97411000EI0241,a_creuser,Saint-Denis,465,60,pm_privee
97411000EI0245,chaude,Saint-Denis,3125,341,pm_privee
97411000EK0102,a_creuser,Saint-Denis,504,122,pm_privee
97411000EK0147,a_creuser,Saint-Denis,1303,165,pm_privee
97411000EK0167,a_creuser,Saint-Denis,3665,390,pm_privee
97411000EL0370,a_creuser,Saint-Denis,663,103,pm_privee
97411000EL0652,a_creuser,Saint-Denis,878,106,pm_privee
97411000EL0669,a_creuser,Saint-Denis,876,136,pm_privee
97411000EM0294,a_creuser,Saint-Denis,238,49,pm_privee
97411000EN0169,a_creuser,Saint-Denis,472,74,pm_privee
97411000EN0613,a_creuser,Saint-Denis,1810,157,pm_privee
97411000EO0174,a_creuser,Saint-Denis,267,33,pm_privee
97411000EP0243,a_creuser,Saint-Denis,393,60,pm_privee
97411000ER0032,a_creuser,Saint-Denis,2042,270,pm_privee
97411000ER0059,a_creuser,Saint-Denis,891,117,pm_privee
97411000ER0070,a_creuser,Saint-Denis,1139,149,pm_privee
97411000ER0096,a_creuser,Saint-Denis,389,52,pm_privee
97411000ER0138,a_creuser,Saint-Denis,1689,188,pm_privee
97411000ER0139,a_creuser,Saint-Denis,419,68,pm_privee
97411000ER0185,a_creuser,Saint-Denis,2321,237,pm_privee
97411000ES0035,a_creuser,Saint-Denis,837,126,pm_privee
97411000ET0039,a_creuser,Saint-Denis,1647,154,pm_privee
97411000EY0112,a_creuser,Saint-Denis,2658,226,pm_privee
97411000EZ0067,a_creuser,Saint-Denis,797,90,pm_privee
97411000EZ0075,a_creuser,Saint-Denis,659,85,pm_privee
97411000EZ0171,a_creuser,Saint-Denis,1826,219,pm_privee
97411000HA0097,a_creuser,Saint-Denis,6254,657,pm_privee
97411000HA0140,a_creuser,Saint-Denis,2246,362,pm_privee
97411000HB0191,a_creuser,Saint-Denis,423,58,pm_privee
97411000HC0105,a_creuser,Saint-Denis,333,30,pm_privee
97411000HC0221,a_creuser,Saint-Denis,480,52,pm_privee
97411000HD0056,a_creuser,Saint-Denis,566,56,pm_privee
97411000HE0054,a_creuser,Saint-Denis,200,44,pm_privee
97411000HK0015,a_creuser,Saint-Denis,8062,687,pm_privee
97411000HK0044,a_creuser,Saint-Denis,490,54,pm_privee
97411000HK0128,a_creuser,Saint-Denis,739,109,pm_privee
97411000HM0082,a_creuser,Saint-Denis,429,63,pm_privee
97411000HM0234,a_creuser,Saint-Denis,279,32,pm_privee
97411000HM0283,a_creuser,Saint-Denis,1191,112,pm_privee
97411000HN0343,a_creuser,Saint-Denis,349,41,pm_privee
97411000HO0032,a_creuser,Saint-Denis,1697,167,pm_privee
97411000HO0211,a_creuser,Saint-Denis,984,89,pm_privee
97411000HO0223,a_creuser,Saint-Denis,1609,155,pm_privee
97411000HO0240,a_creuser,Saint-Denis,2100,182,pm_privee
97411000HP0289,a_creuser,Saint-Denis,567,86,pm_privee
97411000HP0527,a_creuser,Saint-Denis,841,125,pm_privee
97411000HR0054,a_creuser,Saint-Denis,1781,167,pm_privee
97411000HS0343,a_creuser,Saint-Denis,568,116,pm_privee
97411000HV0164,a_creuser,Saint-Denis,6177,575,pm_privee
97411000HW0305,a_creuser,Saint-Denis,314,48,pm_privee
97411000HX0280,a_creuser,Saint-Denis,447,47,pm_privee
97411000HX0283,a_creuser,Saint-Denis,444,84,pm_privee
97411000HX0354,a_creuser,Saint-Denis,506,52,pm_privee
97411000HY0090,a_creuser,Saint-Denis,931,78,pm_privee
97411000IE0321,a_creuser,Saint-Denis,797,110,pm_privee
97411000IH0433,a_creuser,Saint-Denis,336,81,pm_privee
97411000IK0108,a_creuser,Saint-Denis,835,88,pm_privee
97411000IK0122,a_creuser,Saint-Denis,1044,121,pm_privee
97411000IK0202,a_creuser,Saint-Denis,330,46,pm_privee
97411000IR0393,a_creuser,Saint-Denis,1287,176,pm_privee
97411000IS0038,a_creuser,Saint-Denis,561,93,pm_privee
97411000IS0454,a_creuser,Saint-Denis,878,81,pm_privee
97411000IW0019,a_creuser,Saint-Denis,853,163,pm_privee
97411000KA0233,a_creuser,Saint-Denis,556,65,pm_privee
97411000KA0234,a_creuser,Saint-Denis,215,35,pm_privee
97411000KA0235,a_creuser,Saint-Denis,198,32,pm_privee
97411000KA0236,a_creuser,Saint-Denis,220,34,pm_privee
97411000KA0271,a_creuser,Saint-Denis,302,42,pm_privee
97411000KA0272,a_creuser,Saint-Denis,209,34,pm_privee
97411000KA0273,a_creuser,Saint-Denis,272,41,pm_privee
97411000KC0006,a_creuser,Saint-Denis,604,82,pm_privee
97411000KE0299,a_creuser,Saint-Denis,2280,326,pm_privee
97412000AM0734,a_creuser,Saint-Joseph,300,38,pm_privee
97412000AM1001,a_creuser,Saint-Joseph,450,43,pm_privee
97412000AM1106,a_creuser,Saint-Joseph,565,50,pm_privee
97412000AM1115,a_creuser,Saint-Joseph,303,80,pm_privee
97412000AM1246,a_creuser,Saint-Joseph,1071,162,pm_privee
97412000AM1259,a_creuser,Saint-Joseph,1155,115,pm_privee
97412000AO0741,a_creuser,Saint-Joseph,384,69,pm_privee
97412000AV0967,a_creuser,Saint-Joseph,112,33,pm_privee
97412000AZ0558,a_creuser,Saint-Joseph,296,56,pm_privee
97412000AZ0559,a_creuser,Saint-Joseph,204,47,pm_privee
97412000AZ0587,a_creuser,Saint-Joseph,217,40,pm_privee
97412000AZ0589,a_creuser,Saint-Joseph,192,37,pm_privee
97412000AZ0721,a_creuser,Saint-Joseph,2140,302,pm_privee
97412000AZ0942,a_creuser,Saint-Joseph,962,80,pm_privee
97412000AZ0953,a_creuser,Saint-Joseph,543,90,pm_privee
97412000BC0726,a_creuser,Saint-Joseph,570,63,pm_privee
97412000BK1010,a_creuser,Saint-Joseph,2067,174,pm_privee
97412000BK1185,a_creuser,Saint-Joseph,585,90,pm_privee
97412000BK1265,a_creuser,Saint-Joseph,629,105,pm_privee
97412000BK1715,chaude,Saint-Joseph,757,75,pm_privee
97412000BM0926,a_creuser,Saint-Joseph,1784,249,pm_privee
97412000BM1267,reserve_fonciere,Saint-Joseph,5769,678,pm_privee
97412000BN1209,a_creuser,Saint-Joseph,344,34,pm_privee
97412000BT0111,a_creuser,Saint-Joseph,323,46,pm_privee
97412000BT0612,a_creuser,Saint-Joseph,947,88,pm_privee
97412000BT0625,a_creuser,Saint-Joseph,462,76,pm_privee
97412000CE2291,a_creuser,Saint-Joseph,1430,222,pm_privee
97412000CW0563,a_creuser,Saint-Joseph,1517,211,pm_privee
97412000CX0672,a_creuser,Saint-Joseph,4331,424,pm_privee
97413000AV1716,a_creuser,Saint-Leu,539,48,pm_privee
97413000AV1918,a_creuser,Saint-Leu,335,50,pm_privee
97413000AV2046,a_creuser,Saint-Leu,549,71,pm_privee
97413000AV2070,a_creuser,Saint-Leu,189,47,pm_privee
97413000AV2169,a_creuser,Saint-Leu,248,40,pm_privee
97413000AV2173,a_creuser,Saint-Leu,490,47,pm_privee
97413000AV2181,a_creuser,Saint-Leu,363,61,pm_privee
97413000AV2290,a_creuser,Saint-Leu,1329,136,pm_privee
97413000BD0196,a_creuser,Saint-Leu,2077,371,pm_privee
97413000BH0519,a_creuser,Saint-Leu,2102,406,pm_privee
97413000BH0544,a_creuser,Saint-Leu,574,60,pm_privee
97413000BH1006,a_creuser,Saint-Leu,581,74,pm_privee
97413000BM0916,a_creuser,Saint-Leu,5110,649,pm_privee
97413000BW0262,a_creuser,Saint-Leu,471,81,pm_privee
97413000CC0443,reserve_fonciere,Saint-Leu,6627,694,pm_privee
97413000CD0403,a_creuser,Saint-Leu,413,44,pm_privee
97413000CG0520,reserve_fonciere,Saint-Leu,2028,209,pm_privee
97413000CG0553,a_creuser,Saint-Leu,1596,169,pm_privee
97413000CM0526,a_creuser,Saint-Leu,390,81,pm_privee
97413000CM0787,a_creuser,Saint-Leu,234,34,pm_privee
97413000CN0742,a_creuser,Saint-Leu,2536,296,pm_privee
97413000CO0452,a_creuser,Saint-Leu,1126,128,pm_privee
97413000CO0632,a_creuser,Saint-Leu,158,37,pm_privee
97413000CQ0451,a_creuser,Saint-Leu,1094,131,pm_privee
97413000CQ0810,a_creuser,Saint-Leu,444,73,pm_privee
97413000CU0884,a_creuser,Saint-Leu,1219,158,pm_privee
97413000CU1031,a_creuser,Saint-Leu,7273,622,pm_privee
97413000CX0605,a_creuser,Saint-Leu,1594,182,pm_privee
97413000CX1837,a_creuser,Saint-Leu,279,42,pm_privee
97413000CX1845,a_creuser,Saint-Leu,375,40,pm_privee
97413000CX1869,a_creuser,Saint-Leu,209,47,pm_privee
97413000CX1920,a_creuser,Saint-Leu,598,66,pm_privee
97413000CX1966,a_creuser,Saint-Leu,831,123,pm_privee
97413000CX2121,a_creuser,Saint-Leu,1659,212,pm_privee
97413000CX2179,chaude,Saint-Leu,949,143,pm_privee
97413000CX2297,a_creuser,Saint-Leu,1297,211,pm_privee
97413000CX2538,chaude,Saint-Leu,2409,248,pm_privee
97413000CX2539,a_creuser,Saint-Leu,247,33,pm_privee
97413000CX2640,a_creuser,Saint-Leu,805,128,pm_privee
97413000CX2665,chaude,Saint-Leu,1657,176,pm_privee
97413000CY0489,a_creuser,Saint-Leu,1724,187,pm_privee
97413000CY0531,a_creuser,Saint-Leu,412,78,pm_privee
97413000CY0761,a_creuser,Saint-Leu,2357,324,pm_privee
97413000CY0993,a_creuser,Saint-Leu,688,103,pm_privee
97413000CY1039,a_creuser,Saint-Leu,586,102,pm_privee
97413000CY1079,a_creuser,Saint-Leu,1663,177,pm_privee
97413000CY1080,a_creuser,Saint-Leu,766,85,pm_privee
97413000CY1358,a_creuser,Saint-Leu,2089,375,pm_privee
97413000CY1413,a_creuser,Saint-Leu,214,34,pm_privee
97413000CY1414,a_creuser,Saint-Leu,511,56,pm_privee
97413000CY1465,a_creuser,Saint-Leu,2040,239,pm_privee
97413000DA0495,a_creuser,Saint-Leu,535,63,pm_privee
97413000DB0427,a_creuser,Saint-Leu,476,66,pm_privee
97413000DB0435,a_creuser,Saint-Leu,1892,217,pm_privee
97413000DB0466,a_creuser,Saint-Leu,436,40,pm_privee
97413000DC0561,chaude,Saint-Leu,4266,463,pm_privee
97413000DC1597,a_creuser,Saint-Leu,2420,337,pm_privee
97413000DC1598,a_creuser,Saint-Leu,283,38,pm_privee
97413000DC1681,a_creuser,Saint-Leu,257,35,pm_privee
97413000DC1706,a_creuser,Saint-Leu,980,84,pm_privee
97413000DD1464,a_creuser,Saint-Leu,1316,133,pm_privee
97413000DE1238,a_creuser,Saint-Leu,1963,329,pm_privee
97413000DE1427,a_creuser,Saint-Leu,960,197,pm_privee
97413000DE1428,a_creuser,Saint-Leu,601,70,pm_privee
97413000DE1861,a_creuser,Saint-Leu,234,42,pm_privee
97413000DG0936,a_creuser,Saint-Leu,504,63,pm_privee
97413000DG1036,a_creuser,Saint-Leu,1128,183,pm_privee
97413000DG1041,a_creuser,Saint-Leu,398,43,pm_privee
97413000DG1060,a_creuser,Saint-Leu,911,112,pm_privee
97413000DG1076,a_creuser,Saint-Leu,783,81,pm_privee
97413000DG1087,a_creuser,Saint-Leu,1135,147,pm_privee
97413000DK0371,a_creuser,Saint-Leu,2835,399,pm_privee
97413000DL0261,reserve_fonciere,Saint-Leu,14801,1737,pm_privee
97413000DM0013,a_creuser,Saint-Leu,4865,630,pm_privee
97413000DM0138,a_creuser,Saint-Leu,728,83,pm_privee
97413000DM0149,a_creuser,Saint-Leu,295,44,pm_privee
97413000DM0159,a_creuser,Saint-Leu,460,74,pm_privee
97413000DM0175,a_creuser,Saint-Leu,3833,485,pm_privee
97413000DM0228,a_creuser,Saint-Leu,3114,290,pm_privee
97413000DM0374,a_creuser,Saint-Leu,817,81,pm_privee
97414000CI0691,a_creuser,Saint-Louis,1872,234,pm_privee
97414000CV0912,a_creuser,Saint-Louis,472,123,pm_privee
97414000DH0571,a_creuser,Saint-Louis,794,66,pm_privee
97414000DH0615,a_creuser,Saint-Louis,1049,180,pm_privee
97414000DH1238,reserve_fonciere,Saint-Louis,1775,152,pm_privee
97414000DI0561,a_creuser,Saint-Louis,409,49,pm_privee
97414000DK0631,a_creuser,Saint-Louis,371,47,pm_privee
97414000DK0651,a_creuser,Saint-Louis,353,36,pm_privee
97414000DK0771,a_creuser,Saint-Louis,455,63,pm_privee
97414000DM0433,a_creuser,Saint-Louis,330,31,pm_privee
97414000DR0654,a_creuser,Saint-Louis,280,53,pm_privee
97414000DT0635,a_creuser,Saint-Louis,1676,181,pm_privee
97414000DT0788,a_creuser,Saint-Louis,1857,296,pm_privee
97414000EK0391,a_creuser,Saint-Louis,550,51,pm_privee
97414000EK0653,a_creuser,Saint-Louis,3411,375,pm_privee
97414000EL0689,a_creuser,Saint-Louis,1115,136,pm_privee
97414000EL0691,a_creuser,Saint-Louis,712,86,pm_privee
97414000EL1188,reserve_fonciere,Saint-Louis,4721,471,pm_privee
97414000EL1469,a_creuser,Saint-Louis,367,38,pm_privee
97414000EL1573,a_creuser,Saint-Louis,382,41,pm_privee
97414000EL1607,a_creuser,Saint-Louis,609,83,pm_privee
97414000EL1610,a_creuser,Saint-Louis,446,66,pm_privee
97414000EL1682,reserve_fonciere,Saint-Louis,5850,553,pm_privee
97414000EL1684,a_creuser,Saint-Louis,806,85,pm_privee
97414000EL1692,a_creuser,Saint-Louis,824,75,pm_privee
97414000EL1767,a_creuser,Saint-Louis,1296,137,pm_privee
97414000EL1769,a_creuser,Saint-Louis,1443,152,pm_privee
97414000EL1967,a_creuser,Saint-Louis,329,38,pm_privee
97414000EL2024,a_creuser,Saint-Louis,296,41,pm_privee
97414000EL2203,a_creuser,Saint-Louis,224,35,pm_privee
97414000EL2204,a_creuser,Saint-Louis,578,78,pm_privee
97414000EL2240,a_creuser,Saint-Louis,924,101,pm_privee
97414000EM0767,a_creuser,Saint-Louis,556,76,pm_privee
97414000EM0801,a_creuser,Saint-Louis,330,57,pm_privee
97414000EN2589,a_creuser,Saint-Louis,307,38,pm_privee
97414000EN2688,a_creuser,Saint-Louis,716,94,pm_privee
97414000EN3351,a_creuser,Saint-Louis,287,43,pm_privee
97414000EN3672,a_creuser,Saint-Louis,385,63,pm_privee
97414000EN3944,chaude,Saint-Louis,453,50,pm_privee
97414000ER0716,a_creuser,Saint-Louis,187,40,pm_privee
97414000ER0730,a_creuser,Saint-Louis,784,121,pm_privee
97414000ER0740,a_creuser,Saint-Louis,678,72,pm_privee
97414000ET0570,a_creuser,Saint-Louis,229,46,pm_privee
97414000ET1328,a_creuser,Saint-Louis,426,86,pm_privee
97414000ET1337,a_creuser,Saint-Louis,791,121,pm_privee
97414000ET1344,a_creuser,Saint-Louis,392,37,pm_privee
97414000ET2251,a_creuser,Saint-Louis,300,75,pm_privee
97414000ET2257,a_creuser,Saint-Louis,334,55,pm_privee
97414000EV0726,a_creuser,Saint-Louis,676,74,pm_privee
97414000EV0731,a_creuser,Saint-Louis,276,49,pm_privee
97414000EV0749,a_creuser,Saint-Louis,257,49,pm_privee
97414000EV0771,a_creuser,Saint-Louis,369,38,pm_privee
97414000EX0687,a_creuser,Saint-Louis,1463,173,pm_privee
97414000EY0227,a_creuser,Saint-Louis,472,71,pm_privee
97414000HA0440,chaude,Saint-Louis,1497,135,pm_privee
97414000HA0476,a_creuser,Saint-Louis,250,36,pm_privee
97414000HC0239,a_creuser,Saint-Louis,319,31,pm_privee
97414000HE0391,a_creuser,Saint-Louis,998,130,pm_privee
97414000HH0330,a_creuser,Saint-Louis,431,61,pm_privee
97414000HH0332,a_creuser,Saint-Louis,143,32,pm_privee
97414000HH0453,a_creuser,Saint-Louis,469,52,pm_privee
97414000HH0477,a_creuser,Saint-Louis,1078,154,pm_privee
97414000HH0490,a_creuser,Saint-Louis,186,39,pm_privee
97414000HH0518,a_creuser,Saint-Louis,658,61,pm_privee
97414000HK0425,a_creuser,Saint-Louis,363,99,pm_privee
97415000AB0325,a_creuser,Saint-Paul,1363,142,pm_privee
97415000AB0421,a_creuser,Saint-Paul,3672,367,pm_privee
97415000AB0464,a_creuser,Saint-Paul,2986,293,pm_privee
97415000AB0639,a_creuser,Saint-Paul,2653,259,pm_privee
97415000AB0779,a_creuser,Saint-Paul,131,31,pm_privee
97415000AD0241,a_creuser,Saint-Paul,6931,683,pm_privee
97415000AD0302,a_creuser,Saint-Paul,2018,252,pm_privee
97415000AH1335,a_creuser,Saint-Paul,534,49,pm_privee
97415000AS1153,a_creuser,Saint-Paul,316,39,pm_privee
97415000AW0295,a_creuser,Saint-Paul,902,106,pm_privee
97415000AX0319,a_creuser,Saint-Paul,369,35,pm_privee
97415000AX0323,a_creuser,Saint-Paul,531,66,pm_privee
97415000AX0485,a_creuser,Saint-Paul,567,64,pm_privee
97415000AX0945,a_creuser,Saint-Paul,1246,175,pm_privee
97415000AX0990,chaude,Saint-Paul,2114,222,pm_privee
97415000AX1099,a_creuser,Saint-Paul,253,34,pm_privee
97415000AY0329,a_creuser,Saint-Paul,683,87,pm_privee
97415000AY0612,a_creuser,Saint-Paul,701,136,pm_privee
