commune,zone,typezone,n_polygones,surface_ha,vocation_reglement,habitat_autorise,verdict_moteur,usages_moteur,faisabilite_moteur,ecart,anomalie_rattachement,source,verif
Sainte-Marie,Ncu,N,1,11,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,Nli,N,3,5,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,Npnr,N,2,2786,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,Npv,N,1,15,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,Nr,N,15,185,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,UA,U,9,175,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UAb,U,4,20,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UAz,U,2,1,"Secteur de UA (centre-ville) — dispositions spécifiques quartier Beauséjour, zone résidentielle mixte",oui (>2500 m2 SdP habitation : min 20 % logement social),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",conforme (usage habitat admis),,"97418_reglement_20251126.pdf, p.16, Art. U1/U2/U3 p.16-17, Art. U8 8.2 p.22 (30 m)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,UB,U,14,179,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UC,U,12,137,"Quartiers résidentiels (La Convenance, Les Cafés, La Grande-Montée, Bois-Rouge)",oui (secteurs UC1/UC2 loi ELAN : très restreint — amélioration/réhabilitation sans extension du périmètre bâti),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",conforme (usage habitat admis),,"97418_reglement_20251126.pdf, p.16, Art. U1.2/U2 pt 6-7 p.16-17 (13 m)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,UC1,U,3,14,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UC2,U,2,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UD,U,30,296,"Écarts des hauts — poches d'habitat peu denses, résidentielle",oui (secteur UD1 : restrictions ELAN),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",conforme (usage habitat admis),,"97418_reglement_20251126.pdf, p.16, Art. U1.2/U2 pt 6 p.16-17 (11 m)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,UD1,U,20,79,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UEa,U,1,32,Zone dédiée aux activités aéroportuaires (aéroport Roland Garros),conditionnel (uniquement logement des personnes indispensables au fonctionnement/gardiennage des activités),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97418_reglement_20251126.pdf, p.29, Art. U2 « activités » pt 4-5 p.30, Art. U8 8.2 p.35 (24 m)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,UEc,U,5,52,"Zones de développement commercial, de services et/ou tertiaire",conditionnel (logement de gardiennage/fonctionnement uniquement),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97418_reglement_20251126.pdf, p.29, Art. U2 pt 4 et 6 p.30 (14 m)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,UEm,U,3,74,"Espaces d'activités mixtes (production, commerciales et services)",conditionnel (logement de gardiennage/fonctionnement uniquement),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97418_reglement_20251126.pdf, p.29, Art. U2 pt 4 et 7 p.30 (16 m)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,UEp,U,3,33,Espaces d'activités économiques de production/transformation/réparation/conditionnement/distribution,"non (interdit strictement — l'exception gardiennage EXCLUT expressément UEp, Art. U2 pt 4)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97418_reglement_20251126.pdf, p.29, Art. U2 pt 4 et 8 p.30 (16 m)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,UR,U,1,272,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UT,U,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,UTp,U,1,7,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,1AUa,AUc,5,26,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,1AUc,AUc,6,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,1AUe,AUc,1,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Sainte-Rose,1AUto,AUc,2,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,2AUa,AUs,4,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Rose,2AUb,AUs,3,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Rose,2AUc,AUs,5,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Rose,2AUd,AUs,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Rose,A,A,30,2198,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Acu,A,9,298,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Ai,A,7,6,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,N,N,20,857,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Nec,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Nli,N,2,524,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Npnr,N,1,13381,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Nrev,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Ntvb,N,10,168,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Rose,Ua,U,2,84,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,Ub,U,1,52,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,Uc,U,12,122,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,Ud,U,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Rose,Ue,U,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Sainte-Suzanne,1AUa,AUc,5,9,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Suzanne,1AUac,AUc,1,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Suzanne,1AUb,AUc,7,13,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Suzanne,1AUc,AUc,2,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Suzanne,1AUe,AUc,3,9,"Zone à urbaniser indicée « e » — indice NON défini au règlement écrit (seuls indices a/b/c, 30/20/10 lgts/ha) ; mention unique p.30 (« l'ouverture de la zone 2AUe… une fois l'aménagement de l'ensemble des zones 1AUe entrepris ») — vocation économique probable, défaut de définition réglementaire",indéterminé (indice « e » non réglementé au règlement écrit ; par analogie UE : habitat interdit),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : règlement en renvoi (OAP) — moteur = constructible logement,,"97420_reglement_20250929.pdf, Art. 3.2 p.6, chap. AU indicée p.29-31 (mention 1AUe/2AUe p.30)",règlement lu (97420_reglement_20250929.pdf)
Sainte-Suzanne,2AUa,AUs,4,10,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Suzanne,2AUb,AUs,2,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Suzanne,A,A,46,2363,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Acu,A,2,545,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Aenr,A,5,20,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,N,N,36,764,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Ndé,N,1,44,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Nenr,N,2,3,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Nlit,N,1,130,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Npnr,N,1,801,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Nr,N,5,441,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,Nt,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Suzanne,UA,U,10,201,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Suzanne,UAc,U,2,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
