idu,p_arene,p_raw,ponderee_au,ecart
97414000DV0126,0.006572420634920635,0.006572,False,4.2063492063527247e-07
97410000AR1511,0.041367351994054995,0.041367,False,3.519940549936984e-07
97410000BT0142,0.007278472085084773,0.007278,False,4.720850847730537e-07
97405000AI0294,0.006731287022078621,0.006731,False,2.870220786209063e-07
97411000AD0560,0.041367351994054995,0.041367,False,3.519940549936984e-07
97415000HP0382,0.013878849212086165,0.013879,False,1.5078791383571488e-07
97414000CL0642,0.010748560460652593,0.010749,False,4.3953934740666167e-07
97401000AO0454,0.006731287022078621,0.006731,False,2.870220786209063e-07
97420000BC0159,0.020465278992478575,0.020465,False,2.78992478574408e-07
97422000BV1744,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97420000BC1009,0.008840227088402269,0.00884,False,2.270884022683578e-07
97405000AR1908,0.013754472403073493,0.013754,False,4.72403073492611e-07
97409000BE1605,0.009404388714733543,0.009404,False,3.887147335436547e-07
97414000DR0194,0.010575332927147707,0.010575,False,3.329271477080231e-07
97415000DV0236,0.041367351994054995,0.041367,False,3.519940549936984e-07
97409000AY0894,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97407000AM0174,0.011601693517347555,0.011602,False,3.064826524443176e-07
97416000CS1301,0.018904958677685952,0.018905,False,4.132231404968545e-08
97409000AL0789,0.041367351994054995,0.041367,False,3.519940549936984e-07
97419000AS0370,0.00805142928473349,0.008051,False,4.292847334899652e-07
97411000HA0118,0.013703943115707821,0.013704,False,5.6884292177691864e-08
97402000AH0706,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97408000AY0415,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97406000AP0236,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97418000AV1820,0.010575332927147707,0.010575,False,3.329271477080231e-07
97404000AC1063,0.007278472085084773,0.007278,False,4.720850847730537e-07
97408000AW1216,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97416000EL0738,0.041367351994054995,0.041367,False,3.519940549936984e-07
97412000BY1434,0.012004865408006769,0.012005,False,1.3459199323107018e-07
97414000EV0319,0.017543859649122806,0.017544,False,1.4035087719452277e-07
97422000EC0435,0.0684326710816777,0.068433,False,3.289183222870973e-07
97415000AX0600,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97422000BY0593,0.011601693517347555,0.011602,False,3.064826524443176e-07
97419000AC0242,0.007278472085084773,0.007278,False,4.720850847730537e-07
97413000CX1526,0.010575332927147707,0.010575,False,3.329271477080231e-07
97422000CE0340,0.010575332927147707,0.010575,False,3.329271477080231e-07
97409000AP1770,0.011834319526627219,0.011834,False,3.1952662721788927e-07
97420000AS0597,0.00805142928473349,0.008051,False,4.292847334899652e-07
97404000AX0471,0.011601693517347555,0.011602,False,3.064826524443176e-07
97415000BC0087,0.007278472085084773,0.007278,False,4.720850847730537e-07
97421000AH0366,0.007278472085084773,0.007278,False,4.720850847730537e-07
97408000AT1683,0.020976616231086657,0.020977,False,3.8376891334235275e-07
97410000BH0732,0.013754472403073493,0.013754,False,4.72403073492611e-07
97411000CM0804,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97411000AV0421,0.007278472085084773,0.007278,False,4.720850847730537e-07
97411000BH0791,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97411000DV0011,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97415000HO0103,0.006731287022078621,0.006731,False,2.870220786209063e-07
97408000BN0057,0.009585067473830243,0.009585,False,6.747383024356679e-08
97416000CS1586,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97413000CE0312,0.010575332927147707,0.010575,False,3.329271477080231e-07
97407000AE0558,0.013754472403073493,0.013754,False,4.72403073492611e-07
97407000AM0929,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97403000AR1237,0.008840227088402269,0.00884,False,2.270884022683578e-07
97415000CD0373,0.013703943115707821,0.013704,False,5.6884292177691864e-08
97415000CL0768,0.006731287022078621,0.006731,False,2.870220786209063e-07
97415000CR0887,0.007278472085084773,0.007278,False,4.720850847730537e-07
97404000AD0606,0.0029154518950437317,0.002915,False,4.518950437316753e-07
97416000EV1120,0.020465278992478575,0.020465,False,2.78992478574408e-07
