parcelle_id,commune,p_mutation_fonciere_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97407000AS1166,97407,0.091398,0.0249,1.4559,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125
97404000AL1664,97404,0.091398,0.4875,1.304,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(18, 27.5]]: -0.168"
97415000HK0086,97415,0.091398,0.1286,1.0341,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,"rot_bati [(0.01315, 0.01526]]: +0.128","surface_m2 [(1239, 1.204e+04]]: -0.112"
97415000HL0010,97415,0.091398,0.1565,1.591,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,"rot_nu [(0.001202, 0.001992]]: -0.155",filo_snv_pp [> 3.206e+04]: +0.103
97415000HM0075,97415,0.091398,0.224,1.3764,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125
97415000HO0028,97415,0.091398,0.088,1.5135,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.086
97415000HR0152,97415,0.091398,0.1427,1.5098,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97416000CS0797,97416,0.091398,0.5796,1.3464,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213
97416000CV1983,97416,0.091398,0.1929,1.4609,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,filo_snv_pp [> 3.206e+04]: +0.103,"rot_nu [(0.001992, 0.003646]]: -0.089"
97416000DT0253,97416,0.091398,0.2066,1.3796,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123"
97423000AB1357,97423,0.091398,0.7313,1.233,permis_bin [<2a]: +1.295,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97404000AL1659,97404,0.091398,0.0841,1.5441,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125
97416000CW1434,97416,0.091398,0.0649,1.458,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97416000CW2354,97416,0.091398,-0.0164,1.5096,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97416000CX1460,97416,0.091398,0.0473,1.4969,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.083,zone_plu [U]: +0.077
97404000AI2379,97404,0.091398,0.0093,1.6938,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"sdp_residuelle_m2 [(493, 719]]: -0.144"
97403000AS2102,97403,0.091398,0.2328,1.2246,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97423000AB0763,97423,0.091398,0.3105,1.2308,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213,"rot_bati [(0.002709, 0.004481]]: -0.106"
97403000AS2031,97403,0.091398,0.242,1.3674,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"canopee_pct [(11.9, 18]]: -0.093"
97417000AZ0020,97417,0.091398,0.2742,0.3107,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,tenure_bin*rot_nu: -0.326,rot_nu [> 0.01151]: +0.312,surface_m2 [> 1.204e+04]: -0.262
97416000HV0612,97416,0.091398,0.0603,1.5238,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_bati [(0.01002, 0.01179]]: +0.090"
97416000HX1347,97416,0.091398,0.0473,1.0352,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,nu_constructible [true]: +0.195,"surface_m2 [(1239, 1.204e+04]]: -0.112",tenure_bin*rot_nu: +0.093
97416000IE0737,97416,0.091398,0.2993,1.3924,permis_bin [<2a]: +1.295,piscine [true]: +0.412,zone_plu [AU]: +0.388,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221
97416000IE1899,97416,0.091398,-0.0718,1.5321,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97416000IK0309,97416,0.091398,-0.2471,1.7612,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.001202, 0.001992]]: -0.155"
97416000IK0484,97416,0.091398,0.0825,1.5079,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156,"rot_nu [(0.001202, 0.001992]]: -0.155"
97417000BC0067,97417,0.091398,-0.0763,0.3347,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,surface_m2 [> 1.204e+04]: -0.262,sdp_residuelle_m2 [manquant]: -0.156,zone_plu [inconnu]: -0.102
97416000HP0858,97416,0.091398,-0.0782,1.5295,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_bati [(0.01002, 0.01179]]: +0.090"
97422000EK0063,97422,0.091398,-0.0007,1.139,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,tenure_bin*rot_nu: +0.162,"rot_nu [(0.001202, 0.001992]]: -0.155"
97417000BC0150,97417,0.091398,0.0627,0.2147,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,surface_m2 [> 1.204e+04]: -0.262,"canopee_pct [(18, 27.5]]: -0.168",sdp_residuelle_m2 [manquant]: -0.156
97418000AC0261,97418,0.091398,0.1431,1.3134,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089",zone_plu [U]: +0.077
97403000AP2309,97403,0.091398,0.0492,1.4845,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01002, 0.01179]]: +0.090","rot_nu [(0.001992, 0.003646]]: -0.089"
97418000AP4101,97418,0.091398,-0.0253,1.5441,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97418000AS0292,97418,0.091398,0.4843,1.1896,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: +0.125,"rot_bati [(0.01002, 0.01179]]: +0.090"
97416000HP0860,97416,0.091398,-0.0782,1.7537,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97416000HP0800,97416,0.091398,0.1691,1.4368,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01002, 0.01179]]: +0.090","filo_pct_pauv [(0.07692, 0.1311]]: +0.089"
97403000AS0845,97403,0.091398,0.1849,1.3412,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97403000AR1220,97403,0.091398,0.1176,1.4029,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97403000AR1483,97403,0.091398,0.1084,1.4124,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97423000AB0321,97423,0.091398,0.9369,1.0433,permis_bin [<2a]: +1.295,piscine [true]: +0.412,zone_plu [AU]: +0.388,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221
97423000AB0181,97423,0.091398,0.42,1.1926,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213,"rot_bati [(0.002709, 0.004481]]: -0.106"
97401000AR1178,97401,0.091398,0.3078,1.324,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: +0.125,pv_candidat [true]: +0.081
97416000EV1447,97416,0.091398,0.4758,0.9727,tenure_bin*permis_bin: +0.924,tenure_bin [<1]: +0.892,permis_bin [10a+]: -0.450,piscine [true]: +0.412,tenure_bin*surface_m2: -0.364
97416000EW1135,97416,0.091398,0.0054,1.5138,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97403000AR1151,97403,0.091398,0.0292,1.679,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97416000HP0678,97416,0.091398,0.1691,1.3166,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_bati [(0.01002, 0.01179]]: +0.090","filo_pct_pauv [(0.07692, 0.1311]]: +0.089"
97403000AR1085,97403,0.091398,0.0705,1.5712,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.001992, 0.003646]]: -0.089"
97416000EZ0596,97416,0.091398,0.1346,1.0345,tenure_bin*permis_bin: +0.924,tenure_bin [<1]: +0.892,permis_bin [10a+]: -0.450,piscine [true]: +0.412,tenure_bin*surface_m2: -0.249
97403000AR0807,97403,0.091398,0.297,1.2194,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97416000HI0538,97416,0.091398,-0.4226,0.7349,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,piscine [true]: +0.412,zone_plu [A]: -0.405,surface_m2 [> 1.204e+04]: -0.262
97416000HI1116,97416,0.091398,0.0244,1.6261,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"sdp_residuelle_m2 [(367, 493]]: -0.086"
97416000HL0023,97416,0.091398,-0.1613,0.5136,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,piscine [true]: +0.412,zone_plu [N]: -0.396,"canopee_pct [(44.8, 61.2]]: -0.389"
97414000EN4048,97414,0.091398,0.4656,1.2053,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97424000AM1007,97424,0.091398,0.7685,2.1477,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: -1.000,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336
97412000AM2084,97412,0.091398,0.2625,1.3425,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97413000CX1786,97413,0.091398,0.0048,1.6072,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123"
97413000AV2276,97413,0.091398,0.4598,0.8379,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,zone_plu [AU]: +0.388,nu_constructible [true]: +0.195,sdp_residuelle_m2 [> 1341]: -0.148
97411000BL0032,97411,0.091398,0.4024,1.5885,permis_bin [<2a]: +1.295,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213
97409000AX0979,97409,0.091398,0.3911,1.3157,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.002709, 0.004481]]: -0.106"
97411000BZ1290,97411,0.091398,0.211,1.4159,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01315, 0.01526]]: +0.128",surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123"
97411000BZ1639,97411,0.091398,0.2952,1.5483,tenure_bin [<1]: +0.892,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*surface_m2: -0.167,"rot_bati [(0.01315, 0.01526]]: +0.128"
97411000CD0399,97411,0.091398,0.0887,0.928,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,"canopee_pct [(18, 27.5]]: -0.168",tenure_bin*rot_nu: +0.162
97412000CY1095,97412,0.091398,0.1494,1.3918,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97411000CD0678,97411,0.091398,0.197,1.4979,tenure_bin [<1]: +0.892,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*rot_nu: +0.162,"rot_nu [(0.001202, 0.001992]]: -0.155"
97411000CD1188,97411,0.091398,0.2024,0.8336,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,tenure_bin*rot_nu: +0.162,"rot_nu [(0.001202, 0.001992]]: -0.155",filo_pct_pauv [≤ 0.07692]: +0.136
97409000AX0586,97409,0.091398,0.2466,1.4072,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97408000AO1908,97408,0.091398,0.3209,1.3016,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(18, 27.5]]: -0.168","rot_nu [(0.006453, 0.008753]]: +0.132"
97412000CX0982,97412,0.091398,0.119,1.4331,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_bati [(0.01179, 0.01315]]: +0.111"
97409000AW1508,97409,0.091398,-0.3989,1.9074,permis_bin [<2a]: +1.295,piscine [true]: +0.412,rot_nu [≤ 0.001202]: -0.276,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97412000CV0648,97412,0.091398,-0.1149,1.6662,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97411000CM0558,97411,0.091398,0.2611,0.0408,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,canopee_pct [> 61.2]: -0.460,surface_m2 [> 1.204e+04]: -0.262,"sdp_residuelle_m2 [(719, 1341]]: -0.215"
97408000AP0627,97408,0.091398,0.5376,0.952,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125
97412000CK0699,97412,0.091398,-0.0676,1.7087,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97412000CI0428,97412,0.091398,0.1911,1.3237,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214","pct_bati_secteur [(0.3421, 0.4356]]: +0.123","canopee_pct [(0.4, 1.9]]: +0.123"
97411000CM0754,97411,0.091398,0.1982,0.3841,tenure_bin*permis_bin: +0.924,tenure_bin [<1]: +0.892,permis_bin [10a+]: -0.450,tenure_bin*surface_m2: +0.217,"rot_bati [(0.01179, 0.01315]]: +0.111"
97408000AP1593,97408,0.091398,0.4456,1.2409,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01002, 0.01179]]: +0.090",surface_m2*permis_bin: +0.086
97408000AP1617,97408,0.091398,1.0829,1.3636,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,tenure_bin*surface_m2: -0.364,tenure_bin*rot_nu: -0.326,rot_nu [> 0.01151]: +0.312
97411000CR0463,97411,0.091398,0.1497,1.5096,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97411000CR0644,97411,0.091398,0.1697,1.3799,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156,"rot_nu [(0.001992, 0.003646]]: -0.089"
97409000AW0302,97409,0.091398,-0.0046,1.5299,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [≤ 0.001202]: -0.276,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97411000CV0130,97411,0.091398,0.168,1.3171,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195,"filo_pct_pauv [(0.07692, 0.1311]]: +0.089"
97409000AY0551,97409,0.091398,0.0117,1.5024,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.086,zone_plu [U]: +0.077
97409000AY1501,97409,0.091398,-0.0599,1.6067,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123"
97413000BH0759,97413,0.091398,-0.0004,1.6363,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_bati [(0.002709, 0.004481]]: -0.106"
97408000AO0681,97408,0.091398,0.3096,1.3482,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156,"rot_nu [(0.006453, 0.008753]]: +0.132"
97408000AN1286,97408,0.091398,0.1941,0.7019,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276,"sdp_residuelle_m2 [(719, 1341]]: -0.215"
97413000CS1062,97413,0.091398,0.2157,1.3016,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(18, 27.5]]: -0.168",surface_m2*permis_bin: +0.125
97413000CS0752,97413,0.091398,0.3133,1.4018,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_pct_pauv [≤ 0.07692]: +0.136,filo_snv_pp [> 3.206e+04]: +0.103
97413000CS0353,97413,0.091398,0.2204,0.8656,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,nu_constructible [true]: +0.195,"surface_m2 [(1239, 1.204e+04]]: -0.112",filo_snv_pp [> 3.206e+04]: +0.103
97413000CR0344,97413,0.091398,0.0534,1.6384,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97411000AT0475,97411,0.091398,-0.1719,0.9762,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276,canopee_pct [≤ 0.4]: +0.239
97413000CR0011,97413,0.091398,0.058,1.4145,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,sdp_residuelle_m2 [manquant]: -0.156,surface_m2*permis_bin: +0.083
97413000CO0665,97413,0.091398,-0.2221,1.7674,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97413000CI0580,97413,0.091398,0.2311,1.3789,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97408000AO0241,97408,0.091398,0.3619,1.2976,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125,"rot_bati [(0.01179, 0.01315]]: +0.111"
97413000CG0575,97413,0.091398,-0.111,1.6618,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97413000CD0728,97413,0.091398,0.0183,1.5562,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_pct_pauv [manquant]: -0.157
97413000BM0837,97413,0.091398,-0.1175,1.6131,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97413000CD0726,97413,0.091398,0.276,1.5669,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97413000CC0879,97413,0.091398,0.0329,1.5441,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97413000CA0259,97413,0.091398,0.5232,1.3879,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97413000CA0257,97413,0.091398,0.5232,1.4005,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97408000AO1093,97408,0.091398,0.4719,0.5385,tenure_bin*permis_bin: +0.924,tenure_bin [<1]: +0.892,permis_bin [10a+]: -0.450,tenure_bin*surface_m2: +0.217,nu_constructible [true]: +0.195
97408000AO1495,97408,0.091398,0.5525,1.3576,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213,sdp_residuelle_m2 [> 1341]: -0.148
97408000AO1757,97408,0.091398,0.8615,1.0182,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [3+]: +0.319,canopee_pct [≤ 0.4]: +0.239,ndvi_moyen*zone_plu: +0.181
97411000AW0506,97411,0.091398,0.2788,1.2901,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01002, 0.01179]]: +0.090",zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97409000BD1511,97409,0.091398,-0.3863,0.469,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [A]: -0.405,surface_m2 [> 1.204e+04]: -0.262,ndvi_moyen*zone_plu: +0.184
97408000AO1771,97408,0.091398,0.8615,0.9045,piscine [true]: +0.412,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195,ndvi_moyen*zone_plu: +0.181
97413000BM0899,97413,0.091398,-0.1436,1.7468,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97412000BW2421,97412,0.091398,0.1988,1.4029,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01315, 0.01526]]: +0.128",surface_m2*permis_bin: +0.083
97411000CV0715,97411,0.091398,0.2125,1.4728,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"filo_pct_pauv [(0.07692, 0.1311]]: +0.089",zone_plu [U]: +0.077
97411000CV0729,97411,0.091398,0.2345,1.2466,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,filo_pct_pauv [≤ 0.07692]: +0.136,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97411000KA0221,97411,0.091398,0.7651,1.4577,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,tenure_bin*surface_m2: -0.364,canopee_pct [≤ 0.4]: +0.239,tenure_bin*rot_nu: -0.224
97411000EP0237,97411,0.091398,0.1611,1.0446,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,"surface_m2 [(1239, 1.204e+04]]: -0.112","canopee_pct [(11.9, 18]]: -0.093"
97412000AM2081,97412,0.091398,0.2486,1.3117,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97408000AS0529,97408,0.091398,0.5132,1.1501,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.075,tenure_bin [inconnu]: -0.074
97411000EP0256,97411,0.091398,0.3195,0.7956,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,filo_pct_pauv [≤ 0.07692]: +0.136,"surface_m2 [(1239, 1.204e+04]]: -0.112",filo_snv_pp [> 3.206e+04]: +0.103
