parcelle_id,commune,p_mutation_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97415000CT2188,97415,0.194748,0.2618,0.5885,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,"sdp_residuelle_m2 [(493, 1341]]: -0.175",filo_pct_prop [≤ 0.3676]: +0.143
97411000IC0105,97411,0.194748,0.3049,0.8303,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.236,tenure_bin*ndvi_moyen: +0.159
97422000CM0905,97422,0.194748,0.1095,1.6513,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,piscine [true]: +0.414,"canopee_pct [(18, 34.6]]: -0.206"
97415000EW0932,97415,0.194748,0.2636,0.6977,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*ndvi_moyen: +0.159,"rot_bati [(0.03087, 0.04573]]: +0.153"
97410000AL0185,97410,0.194748,-0.1177,1.3137,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,tenure_bin*ndvi_moyen: -0.209
97418000AT2381,97418,0.194748,0.3843,2.0262,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,piscine [true]: +0.414,tenure_bin [1-2]: +0.324,tenure_bin*surface_m2: -0.312
97418000AT2393,97418,0.194748,0.3843,2.3155,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458
97401000AS0311,97401,0.194748,0.2443,1.4717,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458
97418000AR2563,97418,0.194748,0.1144,2.5461,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424,piscine [true]: +0.414
97411000AP0371,97411,0.194748,0.1175,0.7609,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: +0.235,"rot_bati [(0.03087, 0.04573]]: +0.153"
97407000AE0800,97407,0.194748,0.1987,1.3305,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97409000AL1957,97409,0.194748,-0.0602,0.6502,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97415000EW0924,97415,0.194748,0.2636,0.8273,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153",filo_pct_prop [≤ 0.3676]: +0.143
97415000AX0990,97415,0.194748,0.2034,1.2981,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: +0.300,"canopee_pct [(0.4, 1.9]]: +0.118"
97422000EL0108,97422,0.194748,0.15,1.3286,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300,nu_constructible [false]: -0.138
97413000CX2225,97413,0.194748,0.2761,0.7987,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,zone_plu [AU]: +0.247,filo_pct_prop [≤ 0.3676]: +0.143
97415000CX0802,97415,0.194748,0.3901,0.5166,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97407000AL0824,97407,0.194748,0.1531,0.725,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159,filo_pct_prop [≤ 0.3676]: +0.143
97422000CI0370,97422,0.194748,-0.0673,0.8015,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_nu [≤ 0.00116]: -0.161,filo_pct_prop [≤ 0.3676]: +0.143
97413000AV1366,97413,0.194748,0.1535,0.6147,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,nu_constructible [false]: -0.138,"rot_bati [(0.01887, 0.03087]]: +0.138"
97415000CY1177,97415,0.194748,0.2315,0.9808,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: -0.310
97411000AN0240,97411,0.194748,0.2331,1.0064,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97408000AP1606,97408,0.194748,0.7178,1.6691,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458
97407000AL0825,97407,0.194748,0.1251,0.5281,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97409000AR2437,97409,0.194748,0.0997,2.3568,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97422000BE0819,97422,0.194748,0.1405,0.754,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*ndvi_moyen: +0.159,filo_pct_prop [≤ 0.3676]: +0.143
97408000AP1645,97408,0.194748,0.6342,2.2996,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97411000BN0415,97411,0.194748,0.0896,0.9043,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153",filo_pct_prop [≤ 0.3676]: +0.143
97422000BH2096,97422,0.194748,0.0862,1.3474,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*ndvi_moyen: -0.276
97407000AY0060,97407,0.194748,0.1924,2.0188,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308
97408000AP1638,97408,0.194748,0.5309,1.3423,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458
97415000EI0211,97415,0.194748,-0.2217,0.4432,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,tenure_bin*filo_pct_prop: -0.310,zone_plu [A]: -0.219
97418000AS0985,97418,0.194748,0.3291,0.6289,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*ndvi_moyen: +0.159,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000HM0026,97411,0.194748,0.4357,1.1332,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97411000EP0182,97411,0.194748,0.0766,1.2143,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: -0.310
97411000KC0054,97411,0.194748,0.1333,0.6382,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: +0.235,filo_pct_prop [≤ 0.3676]: +0.143
97411000BZ1625,97411,0.194748,0.2545,1.3305,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97405000AH0767,97405,0.194748,-0.1828,0.4052,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,tenure_bin*filo_pct_prop: -0.310,zone_plu [A]: -0.219
97416000DT0257,97416,0.194748,0.1323,1.7865,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,tenure_bin*filo_pct_prop: +0.300
97415000AX0986,97415,0.194748,0.261,1.1819,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: +0.300,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97411000BD0153,97411,0.194748,0.1893,1.4783,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97416000DW0019,97416,0.194748,0.3404,0.8814,tenure_bin*rot_bati: +0.491,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331,tenure_bin [1-2]: +0.324,tenure_bin*filo_pct_prop: +0.261
97415000DE1025,97415,0.194748,0.4252,0.7239,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: -0.236,tenure_bin*ndvi_moyen: +0.159
97422000DH0230,97422,0.194748,0.0993,1.2445,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308
97413000DE2507,97413,0.194748,0.1377,1.1469,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*ndvi_moyen: -0.340
97415000BO0298,97415,0.194748,0.3439,1.064,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424,canopee_pct [≤ 0.4]: +0.244
97411000DN0200,97411,0.194748,0.2754,1.4013,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458
97401000AM0380,97401,0.194748,-0.0815,1.3515,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97415000BI0312,97415,0.194748,0.2212,0.9009,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: -0.472,piscine [true]: +0.414
97415000DE0524,97415,0.194748,0.3725,0.7009,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.238,tenure_bin*surface_m2: +0.235
97416000EK0532,97416,0.194748,0.216,1.0264,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203,nu_constructible [false]: -0.138
97411000EN0043,97411,0.194748,-0.0034,0.8201,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,rot_nu [≤ 0.00116]: -0.161
97415000BO0477,97415,0.194748,0.3297,0.9999,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424,canopee_pct [≤ 0.4]: +0.244
97403000AO0174,97403,0.194748,-0.024,1.5735,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458
97411000AE0633,97411,0.194748,0.0747,1.5669,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424
97418000AT2395,97418,0.194748,0.3843,2.2643,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458
97411000AS0095,97411,0.194748,0.2406,0.8729,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97411000DN0144,97411,0.194748,0.1709,1.1736,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,piscine [true]: +0.414
97416000IE0152,97416,0.194748,0.2724,0.655,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97401000AS1388,97401,0.194748,0.2131,1.6177,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424,tenure_bin*filo_pct_prop: +0.300
97411000EZ0106,97411,0.194748,-0.0769,0.8433,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: -0.209
97411000AL0070,97411,0.194748,0.4363,1.0393,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97415000DR1047,97415,0.194748,0.1748,2.0272,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*ndvi_moyen: -0.340
97411000HM0084,97411,0.194748,0.4488,0.9088,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97414000DH0972,97414,0.194748,-0.0478,2.1302,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: -0.604,nu_constructible [true]: +0.458
97414000CV1006,97414,0.194748,-0.3117,0.2996,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,tenure_bin*filo_pct_prop: -0.310,zone_plu [N]: -0.187
97402000AI0799,97402,0.194748,0.2415,0.7647,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153",filo_pct_prop [≤ 0.3676]: +0.143
97422000EL0414,97422,0.194748,0.3064,1.0401,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424,canopee_pct [≤ 0.4]: +0.244
97411000AL0047,97411,0.194748,0.4538,1.0599,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97415000CS0829,97415,0.194748,-0.0487,2.2096,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,canopee_pct [≤ 0.4]: +0.244
97411000HB0382,97411,0.194748,0.182,1.1015,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97416000ET0336,97416,0.194748,0.2128,1.0571,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,"canopee_pct [(18, 34.6]]: -0.206"
97411000BD0094,97411,0.194748,0.1888,0.9231,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97411000BC0079,97411,0.194748,0.1655,0.9706,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.236,"rot_bati [(0.03087, 0.04573]]: +0.153"
97416000DH0967,97416,0.194748,-0.3357,0.6038,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.308,pv_candidat [true]: +0.203
97411000AN0480,97411,0.194748,0.2489,0.793,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97408000AO0614,97408,0.194748,0.1943,0.6493,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,"canopee_pct [(18, 34.6]]: -0.206",pv_candidat [true]: +0.203
97415000DI0178,97415,0.194748,0.1046,0.9791,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,"canopee_pct [(18, 34.6]]: -0.206"
97413000AV1577,97413,0.194748,0.2708,1.3421,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97411000AS0318,97411,0.194748,0.2401,0.7524,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97411000EP0238,97411,0.194748,0.2177,1.1881,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: +0.235
97411000HE0222,97411,0.194748,0.3892,0.7457,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: -0.236,nu_constructible [false]: -0.138
97411000DX0104,97411,0.194748,0.6199,0.4482,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,"canopee_pct [(34.6, 61.2]]: -0.332",rot_nu [> 0.01331]: +0.215
97411000EZ0061,97411,0.194748,-0.0769,0.6234,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,rot_nu [≤ 0.00116]: -0.161
97411000HC0259,97411,0.194748,0.4025,1.0073,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97409000AP1576,97409,0.194748,0.11,0.7909,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97413000CX1880,97413,0.194748,0.2761,1.4583,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247,canopee_pct [≤ 0.4]: +0.244
97415000CT2416,97415,0.194748,0.0104,1.8795,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: -0.195
97411000IR0019,97411,0.194748,0.0763,0.7379,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,"canopee_pct [(18, 34.6]]: -0.206"
97422000BW0218,97422,0.194748,0.1229,0.974,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: +0.300
97409000BI0391,97409,0.194748,-0.0019,1.5933,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*ndvi_moyen: -0.340
97411000DN0115,97411,0.194748,0.1683,0.666,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97415000EW1845,97415,0.194748,0.2337,0.9774,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: +0.235
97411000DL0225,97411,0.194748,0.1306,0.9312,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: -0.236
97411000AH0369,97411,0.194748,0.2148,1.4528,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458
97411000HB0459,97411,0.194748,0.2284,0.6181,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97411000KC0045,97411,0.194748,0.0241,0.7703,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203,tenure_bin*filo_pct_prop: -0.195
97422000BS0413,97422,0.194748,-0.3169,0.3499,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: -0.310,tenure_bin*rot_bati: -0.308,zone_plu [A]: -0.219
97415000BO0723,97415,0.194748,0.3667,0.8417,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.236,filo_pct_prop [≤ 0.3676]: +0.143
97411000BZ1272,97411,0.194748,0.1599,1.3473,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: -0.310
97411000AT0187,97411,0.194748,0.1692,0.6989,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97415000HP0029,97415,0.194748,-0.2738,0.6823,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: -0.649,tenure_bin*rot_bati: -0.573,pv_candidat [true]: +0.203
97411000DL0604,97411,0.194748,0.1318,1.0549,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: -0.236
97415000EI0215,97415,0.194748,-0.2662,0.4052,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,tenure_bin*filo_pct_prop: -0.310,zone_plu [A]: -0.219
97415000DE0071,97415,0.194748,0.3923,1.2801,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331
97422000AX0898,97422,0.194748,0.1737,1.1343,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308
97407000AE0395,97407,0.194748,0.1987,1.4688,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97411000ID0002,97411,0.194748,0.141,0.2688,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,canopee_pct [> 61.2]: -0.453,rot_bati [> 0.04573]: +0.331
97415000EW1592,97415,0.194748,0.1414,0.8047,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000AY0556,97411,0.194748,0.3378,1.6375,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,nu_constructible [true]: +0.458
97411000AZ0245,97411,0.194748,0.0627,1.0195,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: -0.236
97420000AZ0276,97420,0.194748,-0.0095,1.6875,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,piscine [true]: +0.414,"canopee_pct [(18, 34.6]]: -0.206"
97409000BR0190,97409,0.194748,-0.1499,0.2235,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,"canopee_pct [(34.6, 61.2]]: -0.332",tenure_bin*ndvi_moyen: -0.276
97411000AL0349,97411,0.194748,0.372,1.2785,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97407000BA0383,97407,0.194748,0.0621,1.9204,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308
97411000AN0233,97411,0.194748,0.2321,1.0305,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97411000HN0229,97411,0.194748,0.1348,0.7239,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: -0.236
97414000ES1037,97414,0.194748,0.0892,2.0627,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*surface_m2: +0.235,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97415000CX0975,97415,0.194748,0.3076,1.1744,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: -0.310
