parcelle_id,commune,p_mutation_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97411000AN0194,97411,0.258929,0.2712,0.773,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97411000AS0672,97411,0.258929,0.2563,0.6215,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,"canopee_pct [(34.6, 61.2]]: -0.332",rot_bati [> 0.04573]: +0.331
97401000AS0229,97401,0.258929,0.2443,1.1035,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203,filo_pct_prop [≤ 0.3676]: +0.143
97415000EW1327,97415,0.258929,0.1369,0.6649,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97422000BY0847,97422,0.258929,0.1988,1.869,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,piscine [true]: +0.414
97411000EL0153,97411,0.258929,0.3494,1.0545,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,"rot_bati [(0.03087, 0.04573]]: +0.153"
97422000CH0515,97422,0.258929,0.3075,0.8559,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97411000HM0152,97411,0.258929,0.4399,1.428,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,nu_constructible [true]: +0.458
97418000BM0496,97418,0.258929,0.1938,0.6445,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.310
97415000AB0376,97415,0.258929,0.0228,1.199,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458
97411000AD0124,97411,0.258929,0.3775,0.8663,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97415000CX0696,97415,0.258929,0.3773,0.8003,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000DE0174,97411,0.258929,0.4006,0.7306,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97422000BZ0136,97422,0.258929,0.26,0.6564,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.238
97410000AO0457,97410,0.258929,-0.0246,0.6337,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203
97408000AO1785,97408,0.258929,0.3288,0.4588,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97408000BO0381,97408,0.258929,0.2274,0.901,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414
97411000HY0023,97411,0.258929,0.2996,0.4976,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,"canopee_pct [(18, 34.6]]: -0.206"
97411000HE0017,97411,0.258929,0.4096,0.6831,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97415000EW1645,97415,0.258929,0.1374,0.6357,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000AT0580,97411,0.258929,0.169,1.3154,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97415000EW2024,97415,0.258929,0.23,0.9264,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300
97420000BI0041,97420,0.258929,-0.4021,0.6819,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,piscine [true]: +0.414,zone_plu [A]: -0.219
97411000HR0041,97411,0.258929,0.1972,0.7893,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*filo_pct_prop: -0.472,rot_bati [> 0.04573]: +0.331
97416000HT0308,97416,0.258929,-0.0042,0.7938,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,rot_nu [≤ 0.00116]: -0.161
97409000AR2714,97409,0.258929,0.0331,1.3019,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,canopee_pct [≤ 0.4]: +0.244
97404000BA0131,97404,0.258929,0.0959,0.6234,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,rot_nu [≤ 0.00116]: -0.161
97422000BW0392,97422,0.255821,0.0922,0.6854,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97415000AB0783,97415,0.24974,0.0226,0.8956,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458
97411000HT0197,97411,0.239457,0.3227,0.4919,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97411000AD0053,97411,0.228571,0.2598,0.9021,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97415000CZ0927,97415,0.228571,0.2524,0.7654,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: +0.235,tenure_bin*ndvi_moyen: +0.159
97416000DS0245,97416,0.228571,0.0951,1.5265,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424
97415000EW1518,97415,0.228571,0.2337,0.4503,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97407000AL1652,97407,0.228571,0.1804,2.128,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458
97416000DX0282,97416,0.228571,0.2949,0.9345,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97405000BE0586,97405,0.228571,0.1518,1.1524,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308
97411000BZ0788,97411,0.228571,0.2399,0.4316,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,"canopee_pct [(34.6, 61.2]]: -0.332"
97401000AS1391,97401,0.228571,0.2131,2.2889,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97416000HY1202,97416,0.228571,0.2307,2.3516,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*ndvi_moyen: -0.276
97422000CH0130,97422,0.228571,0.3584,0.497,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97411000AD0497,97411,0.228571,0.4406,0.5217,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,rot_bati [> 0.04573]: +0.331
97416000DM0248,97416,0.228571,0.2039,1.0108,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,piscine [true]: +0.414,tenure_bin*ndvi_moyen: -0.209
97411000AR0145,97411,0.228571,0.0503,0.5575,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,"canopee_pct [(18, 34.6]]: -0.206"
97411000BK0251,97411,0.228571,-0.0035,0.6733,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,rot_nu [≤ 0.00116]: -0.161
97415000CY1052,97415,0.228571,0.3679,1.3017,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247
97413000AV1666,97413,0.228571,0.1564,0.8517,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97407000AE0798,97407,0.228571,0.2045,2.058,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*surface_m2: -0.668,tenure_bin*rot_bati: +0.599
97411000HS0191,97411,0.228571,0.2622,0.8195,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,rot_nu [> 0.01331]: +0.215
97404000AT0750,97404,0.228571,0.4906,2.4206,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97415000CT1440,97415,0.228571,0.0494,0.9103,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,pv_candidat [true]: +0.203,filo_pct_prop [≤ 0.3676]: +0.143
97411000AP0121,97411,0.228571,0.1181,1.0201,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: +0.235,pv_candidat [true]: +0.203
97411000HY0156,97411,0.228571,0.3027,0.4257,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,"canopee_pct [(34.6, 61.2]]: -0.332"
97408000AP1600,97408,0.228571,0.7178,1.4448,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97411000AN0108,97411,0.228571,0.2189,1.1588,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AZ0148,97411,0.228571,0.3195,0.8918,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153",filo_pct_prop [≤ 0.3676]: +0.143
97415000CX0464,97415,0.228571,0.4413,0.8066,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153",filo_pct_prop [≤ 0.3676]: +0.143
97408000AP0807,97408,0.228571,0.3994,0.6295,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,rot_nu [> 0.01331]: +0.215
97415000DE1354,97415,0.228571,0.5241,1.2771,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97411000IC0484,97411,0.228571,0.305,0.4446,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,"canopee_pct [(34.6, 61.2]]: -0.332"
97411000DX0123,97411,0.228571,0.5126,1.9115,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458,tenure_bin*surface_m2: +0.235
97418000AS0877,97418,0.228571,0.4832,0.852,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"canopee_pct [(18, 34.6]]: -0.206",pv_candidat [true]: +0.203
97407000AL1175,97407,0.228571,0.2533,1.5318,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.565
97411000AL0072,97411,0.228571,0.4363,0.902,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000DL0595,97411,0.228571,0.1165,0.8786,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: +0.235,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000AW0331,97411,0.228571,0.3578,0.8213,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97411000AW0903,97411,0.228571,0.3592,0.5137,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97411000BH0506,97411,0.228571,0.1557,0.9246,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,piscine [true]: +0.414
97411000BH0929,97411,0.228571,0.2159,1.307,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,nu_constructible [true]: +0.458
97417000BC0150,97417,0.228571,-0.0969,0.219,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: -0.649,"canopee_pct [(18, 34.6]]: -0.206",surface_m2 [> 1.204e+04]: -0.167
97409000BP0123,97409,0.228571,-0.3478,1.1408,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: -0.308
97408000AP1596,97408,0.228571,0.5309,1.3305,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97422000CH0778,97422,0.228571,0.2384,0.5515,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.238
97401000AS0939,97401,0.228571,0.1915,0.6337,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97415000EV0220,97415,0.228571,0.2426,0.8582,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,nu_constructible [false]: -0.138
97405000BE0585,97405,0.228571,0.1489,1.3046,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308
97416000DM0986,97416,0.228571,0.2044,0.8704,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,pv_candidat [true]: +0.203,filo_pct_prop [≤ 0.3676]: +0.143
97411000HN0620,97411,0.228571,0.2154,0.8236,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235,rot_nu [≤ 0.00116]: -0.161
97406000AH0664,97406,0.228571,0.0854,1.5741,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: +0.235
97422000EN0303,97422,0.228571,0.0933,1.1799,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,"canopee_pct [(18, 34.6]]: -0.206"
97408000AP1601,97408,0.228571,0.7178,1.4448,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97411000AS0049,97411,0.228571,0.2396,0.7133,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97413000CX2682,97413,0.228571,0.2761,1.1776,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247
97411000DO0007,97411,0.228571,0.2779,0.7517,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: -0.340
97408000AP1633,97408,0.228571,0.5309,1.3305,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97416000CV2388,97416,0.228571,-0.3274,0.3528,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.308,tenure_bin*filo_pct_prop: -0.238,zone_plu [A]: -0.219
97408000BM0079,97408,0.228571,0.2282,0.5394,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.238
97411000AY0568,97411,0.228571,0.332,0.9836,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97415000BI0523,97415,0.228571,0.4895,0.6242,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*ndvi_moyen: +0.159,"rot_bati [(0.03087, 0.04573]]: +0.153"
97415000CH0535,97415,0.228571,-0.092,0.526,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,tenure_bin*filo_pct_prop: -0.310,surface_m2 [> 1.204e+04]: -0.167
97422000EN0305,97422,0.228571,0.0933,1.1837,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97401000AS1196,97401,0.228571,0.2444,0.5429,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,"canopee_pct [(34.6, 61.2]]: -0.332"
97411000BZ0548,97411,0.228571,0.2741,0.6288,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: -0.209
97418000AR0012,97418,0.228571,0.0901,1.2008,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97411000AS0270,97411,0.228571,0.2563,0.7309,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97415000CZ0167,97415,0.228571,0.2349,0.7725,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: +0.235,filo_pct_prop [≤ 0.3676]: +0.143
97415000DE0951,97415,0.228571,0.4401,1.0834,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97411000BH0396,97411,0.228571,0.0473,0.8282,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97408000AP1602,97408,0.228571,0.7209,1.4812,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97411000HB0261,97411,0.228571,0.2441,1.1924,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97413000AV0150,97413,0.228571,0.2554,0.7149,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,tenure_bin*ndvi_moyen: +0.159
97410000AH0213,97410,0.228571,-0.1115,0.689,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,canopee_pct [> 61.2]: -0.453,piscine [true]: +0.414
97411000HD0144,97411,0.228571,0.2394,1.256,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: +0.235
97418000BM0494,97418,0.228571,0.1945,1.1724,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97401000AS0938,97401,0.228571,0.1915,0.6765,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97412000AV1088,97412,0.228571,-0.2981,0.4832,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,tenure_bin*ndvi_moyen: -0.276,zone_plu [A]: -0.219
97422000BZ0273,97422,0.194748,0.3479,1.3815,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.491,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331,tenure_bin [1-2]: +0.324
97411000AL0036,97411,0.194748,0.4363,0.7573,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97416000ET0998,97416,0.194748,0.1988,1.2166,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: +0.300,canopee_pct [≤ 0.4]: +0.244
97408000AO1788,97408,0.194748,0.3288,1.3997,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97416000ET1126,97416,0.194748,0.2908,1.6741,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*surface_m2: -0.424,canopee_pct [≤ 0.4]: +0.244
97408000BL0150,97408,0.194748,0.1774,0.8289,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97416000EK0256,97416,0.194748,0.1638,1.0316,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: +0.235,pv_candidat [true]: +0.203
97411000AY0566,97411,0.194748,0.332,1.0073,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97410000AL0474,97410,0.194748,-0.1646,1.1819,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97422000CH0409,97422,0.194748,0.3081,0.5338,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97412000CE2757,97412,0.194748,-0.1753,0.2235,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,"canopee_pct [(34.6, 61.2]]: -0.332",tenure_bin*ndvi_moyen: -0.276
97416000IE1089,97416,0.194748,0.2718,0.6193,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,"sdp_residuelle_m2 [(493, 1341]]: -0.175",filo_pct_prop [≤ 0.3676]: +0.143
