idu,zone_lib,voisins_contigus,meme_siren,siren_distincts,indetermine_pp,classe_acquerabilite
97413000AV2276,AUA,2,0,0,2,indetermine_pp
97413000AV2277,AUA,3,0,0,3,indetermine_pp
97413000AV2278,AUA,3,0,0,3,indetermine_pp
97413000AV2279,AUA,4,0,0,4,indetermine_pp
97413000CC0570,AUC,1,0,0,1,indetermine_pp
97413000CC0737,AUC,3,0,0,3,indetermine_pp
97413000CC0738,AUC,3,0,0,3,indetermine_pp
97413000CC0739,AUC,3,0,0,3,indetermine_pp
97413000CC0740,AUC,3,0,0,3,indetermine_pp
97413000CC0741,AUC,5,0,0,5,indetermine_pp
97413000CC0742,AUC,4,0,0,4,indetermine_pp
97413000CC0743,AUC,4,0,0,4,indetermine_pp
97413000CC0744,AUC,4,0,0,4,indetermine_pp
97413000CC0746,AUC,6,0,0,6,indetermine_pp
97413000CC0748,AUC,4,0,0,4,indetermine_pp
97413000CC0750,AUC,2,0,0,2,indetermine_pp
97413000CC0751,AUC,4,0,0,4,indetermine_pp
97413000CC0752,AUC,5,0,0,5,indetermine_pp
97413000CC0754,AUC,4,0,0,4,indetermine_pp
97413000CC0755,AUC,2,0,0,2,indetermine_pp
97413000CC0770,AUC,2,0,0,2,indetermine_pp
97413000CC0771,AUC,3,0,0,3,indetermine_pp
97413000CC0772,AUC,4,0,0,4,indetermine_pp
97413000CC0773,AUC,3,0,0,3,indetermine_pp
97413000CC0774,AUC,5,0,0,5,indetermine_pp
97413000CC0829,AUC,3,0,0,3,indetermine_pp
97413000CC0845,AUC,3,0,0,3,indetermine_pp
97413000CC0846,AUC,4,0,0,4,indetermine_pp
97413000CO0009,AUB,1,1,0,0,division_simple
97413000CO0580,AUB,3,0,0,3,indetermine_pp
97413000CO0581,AUB,4,0,0,4,indetermine_pp
97413000CO0582,AUB,4,0,0,4,indetermine_pp
97413000CO0583,AUB,4,0,0,4,indetermine_pp
97413000CO0584,AUB,4,0,0,4,indetermine_pp
97413000CO0585,AUB,4,2,0,2,division_simple
97413000CO0586,AUB,4,0,0,4,indetermine_pp
97413000CO0587,AUB,4,0,0,4,indetermine_pp
97413000CO0588,AUB,4,0,0,4,indetermine_pp
97413000CO0589,AUB,3,0,0,3,indetermine_pp
97413000CO0590,AUB,3,0,0,3,indetermine_pp
97413000CO0591,AUB,4,0,0,4,indetermine_pp
97413000CO0592,AUB,4,0,0,4,indetermine_pp
97413000CO0593,AUB,4,0,0,4,indetermine_pp
97413000CO0692,AUB,17,3,0,14,division_simple
97413000CO0693,AUB,16,2,0,14,division_simple
97413000CO0694,AUB,2,1,0,1,division_simple
97413000CO0696,AUB,2,1,1,0,division_simple
97413000CO0697,AUB,11,10,1,0,division_simple
97413000CO0698,AUB,2,1,1,0,division_simple
97413000CO0699,AUB,3,2,1,0,division_simple
97413000CO0700,AUB,3,2,1,0,division_simple
97413000CO0701,AUB,4,3,1,0,division_simple
97413000CO0702,AUB,4,3,1,0,division_simple
97413000CO0703,AUB,4,3,1,0,division_simple
97413000CO0704,AUB,4,3,1,0,division_simple
97413000CO0705,AUB,4,3,1,0,division_simple
97413000CO0706,AUB,4,3,1,0,division_simple
97413000CO0707,AUB,4,3,1,0,division_simple
97413000CO0708,AUB,4,3,1,0,division_simple
97413000CO0709,AUB,4,3,1,0,division_simple
97413000CO0710,AUB,2,1,1,0,division_simple
97413000CO0711,AUB,2,0,2,0,assemblage_a_negocier
97413000CO0712,AUB,3,1,2,0,division_simple
97413000CO0713,AUB,4,2,2,0,division_simple
97413000CO0714,AUB,3,1,2,0,division_simple
97413000CO0715,AUB,3,1,2,0,division_simple
97413000CO0716,AUB,4,2,2,0,division_simple
97413000CO0717,AUB,4,2,2,0,division_simple
97413000CO0718,AUB,4,2,2,0,division_simple
97413000CO0719,AUB,4,2,2,0,division_simple
97413000CO0720,AUB,4,2,2,0,division_simple
97413000CO0721,AUB,5,1,4,0,division_simple
97413000CO0722,AUB,3,2,1,0,division_simple
97413000CO0724,AUB,5,4,1,0,division_simple
97413000CO0726,AUB,13,2,11,0,division_simple
97413000CT0097,AUC,6,0,0,6,indetermine_pp
97413000CT0107,AUC,5,0,0,5,indetermine_pp
97413000CT0108,AUC,10,0,0,10,indetermine_pp
97413000CT0169,AUC,3,0,0,3,indetermine_pp
97413000CT0170,AUC,4,0,0,4,indetermine_pp
97413000CT0171,AUC,5,0,0,5,indetermine_pp
97413000CT0172,AUC,5,0,0,5,indetermine_pp
97413000CT0173,AUC,4,0,0,4,indetermine_pp
97413000CT0174,AUC,6,0,0,6,indetermine_pp
97413000CT0175,AUC,5,0,0,5,indetermine_pp
97413000CT0176,AUC,3,0,0,3,indetermine_pp
97413000CT0181,AUC,5,0,0,5,indetermine_pp
97413000CT0183,AUC,5,0,0,5,indetermine_pp
97413000CT0189,AUC,5,0,0,5,indetermine_pp
97413000CT0193,AUC,5,0,0,5,indetermine_pp
97413000CT0197,AUC,4,0,0,4,indetermine_pp
97413000CT0259,AUC,3,0,0,3,indetermine_pp
97413000CT0260,AUC,5,0,0,5,indetermine_pp
97413000CT0261,AUC,5,0,0,5,indetermine_pp
97413000CT0291,AUC,2,0,0,2,indetermine_pp
97413000CT0292,AUC,3,0,0,3,indetermine_pp
97413000CT0295,AUC,1,0,0,1,indetermine_pp
97413000CT0296,AUC,3,0,0,3,indetermine_pp
97413000CT0297,AUC,3,0,0,3,indetermine_pp
97413000CT0298,AUC,5,0,0,5,indetermine_pp
97413000CT0299,AUC,4,0,0,4,indetermine_pp
97413000CT0300,AUC,5,0,0,5,indetermine_pp
97413000CT0301,AUC,4,0,0,4,indetermine_pp
97413000CT0302,AUC,3,0,0,3,indetermine_pp
97413000CT0303,AUC,6,0,0,6,indetermine_pp
97413000CT0304,AUC,4,0,0,4,indetermine_pp
97413000CT0307,AUC,1,0,0,1,indetermine_pp
97413000CT0314,AUC,6,0,0,6,indetermine_pp
97413000CT0315,AUC,5,0,0,5,indetermine_pp
97413000CT0317,AUC,4,0,0,4,indetermine_pp
97413000CT0321,AUC,3,0,0,3,indetermine_pp
97413000CT0326,AUC,5,0,0,5,indetermine_pp
97413000CT0327,AUC,4,0,0,4,indetermine_pp
97413000CT0329,AUC,4,0,0,4,indetermine_pp
97413000CT0352,AUC,3,0,0,3,indetermine_pp
97413000CT0353,AUC,4,0,0,4,indetermine_pp
97413000CT0369,AUC,4,0,0,4,indetermine_pp
97413000CT0370,AUC,2,0,0,2,indetermine_pp
97413000CT0373,AUC,4,0,0,4,indetermine_pp
97413000CT0374,AUC,5,0,0,5,indetermine_pp
97413000CT0375,AUC,3,0,0,3,indetermine_pp
97413000CT0400,AUC,3,0,0,3,indetermine_pp
97413000CT0442,AUC,3,0,0,3,indetermine_pp
97413000CT0443,AUC,5,0,0,5,indetermine_pp
97413000CT0444,AUC,6,0,0,6,indetermine_pp
97413000CT0445,AUC,4,0,0,4,indetermine_pp
97413000CT0446,AUC,5,0,0,5,indetermine_pp
97413000CT0474,AUC,4,0,0,4,indetermine_pp
97413000CT0475,AUC,5,0,0,5,indetermine_pp
97413000CT0480,AUC,5,0,0,5,indetermine_pp
97413000CT0481,AUC,5,0,0,5,indetermine_pp
97413000CT0482,AUC,6,0,0,6,indetermine_pp
97413000CT0483,AUC,4,0,0,4,indetermine_pp
97413000CT0507,AUC,1,0,0,1,indetermine_pp
97413000CT0508,AUC,8,0,0,8,indetermine_pp
97413000CT0525,AUC,5,0,0,5,indetermine_pp
97413000CT0526,AUC,4,0,0,4,indetermine_pp
97413000CT0577,AUC,2,0,0,2,indetermine_pp
97413000CU0002,AUA,1,1,0,0,division_simple
97413000CU0003,AUA,1,1,0,0,division_simple
97413000CU0013,AUB,1,0,0,1,indetermine_pp
97413000CU0015,AUB,5,0,0,5,indetermine_pp
97413000CU0016,AUB,4,0,0,4,indetermine_pp
97413000CU0018,AUA,3,0,0,3,indetermine_pp
97413000CU0019,AUA,1,0,0,1,indetermine_pp
97413000CU0021,AUB,1,0,0,1,indetermine_pp
97413000CU0022,AUB,1,0,0,1,indetermine_pp
97413000CU0023,AUB,1,0,0,1,indetermine_pp
97413000CU0024,AUB,1,0,0,1,indetermine_pp
97413000CU0025,AUA,1,0,0,1,indetermine_pp
97413000CU0026,AUB,1,0,0,1,indetermine_pp
97413000CU0028,AUA,1,0,0,1,indetermine_pp
97413000CU0029,AUA,1,0,0,1,indetermine_pp
97413000CU0035,AUA,1,1,0,0,division_simple
97413000CU0036,AUA,1,1,0,0,division_simple
97413000CU0037,AUA,1,1,0,0,division_simple
97413000CU0650,AUB,4,0,0,4,indetermine_pp
97413000CU0716,AUA,2,0,0,2,indetermine_pp
97413000CU0717,AUB,3,0,0,3,indetermine_pp
97413000CU0718,AUB,4,0,0,4,indetermine_pp
97413000CU0719,AUB,5,0,0,5,indetermine_pp
97413000CU0720,AUB,3,0,0,3,indetermine_pp
97413000CU0721,AUB,5,0,0,5,indetermine_pp
97413000CU0722,AUB,4,0,0,4,indetermine_pp
97413000CU0723,AUB,4,0,0,4,indetermine_pp
97413000CU0724,AUB,4,0,0,4,indetermine_pp
97413000CU0754,AUB,2,0,0,2,indetermine_pp
97413000CU0790,AUB,3,0,0,3,indetermine_pp
97413000CU0791,AUB,3,0,0,3,indetermine_pp
97413000CU0792,AUB,2,0,0,2,indetermine_pp
97413000CU0793,AUB,3,1,0,2,division_simple
97413000CU0794,AUB,2,0,0,2,indetermine_pp
97413000CU0795,AUB,4,0,0,4,indetermine_pp
97413000CU0796,AUB,7,0,0,7,indetermine_pp
97413000CU0797,AUB,9,1,0,8,division_simple
97413000CU0798,AUB,5,0,0,5,indetermine_pp
97413000CU0799,AUB,3,1,0,2,division_simple
97413000CU0800,AUB,4,1,0,3,division_simple
97413000CU0801,AUB,5,0,0,5,indetermine_pp
97413000CU0827,AUB,2,0,0,2,indetermine_pp
97413000CU0859,AUA,3,1,0,2,division_simple
97413000CU0876,AUB,2,1,0,1,division_simple
97413000CU0877,AUB,2,0,0,2,indetermine_pp
97413000CU0878,AUB,2,1,0,1,division_simple
97413000CU0880,AUB,2,1,0,1,division_simple
97413000CU0881,AUB,2,0,0,2,indetermine_pp
97413000CU0882,AUB,2,0,0,2,indetermine_pp
97413000CU0883,AUB,2,1,1,0,division_simple
97413000CU0884,AUB,10,3,2,5,division_simple
97413000CU0885,AUB,3,1,0,2,division_simple
97413000CU0886,AUB,4,0,0,4,indetermine_pp
97413000CU0888,AUB,7,3,0,4,division_simple
97413000CU0889,AUB,2,0,0,2,indetermine_pp
97413000CU0890,AUB,2,1,1,0,division_simple
97413000CU0942,AUA,3,0,0,3,indetermine_pp
97413000CU0943,AUA,3,0,0,3,indetermine_pp
97413000CU0944,AUA,3,0,0,3,indetermine_pp
97413000CU0945,AUA,3,0,0,3,indetermine_pp
97413000CU0946,AUA,2,0,0,2,indetermine_pp
97413000CU0951,AUA,2,0,0,2,indetermine_pp
97413000CU0952,AUA,3,0,0,3,indetermine_pp
97413000CU0953,AUA,4,0,0,4,indetermine_pp
97413000CU0954,AUA,5,0,0,5,indetermine_pp
97413000CU0956,AUA,5,0,0,5,indetermine_pp
97413000CU0957,AUA,4,0,0,4,indetermine_pp
97413000CU0958,AUA,3,0,0,3,indetermine_pp
97413000CU0959,AUA,3,0,0,3,indetermine_pp
97413000CU0960,AUA,4,0,0,4,indetermine_pp
97413000CU0961,AUA,4,0,0,4,indetermine_pp
97413000CU0962,AUA,4,0,0,4,indetermine_pp
97413000CU0963,AUA,6,0,0,6,indetermine_pp
97413000CU0964,AUA,4,0,1,3,assemblage_a_negocier
97413000CU0965,AUA,5,0,0,5,indetermine_pp
97413000CU0966,AUA,4,0,0,4,indetermine_pp
97413000CU0967,AUA,2,0,0,2,indetermine_pp
97413000CU0968,AUA,4,0,0,4,indetermine_pp
97413000CU0969,AUA,3,0,1,2,assemblage_a_negocier
97413000CU0970,AUA,4,0,0,4,indetermine_pp
97413000CU0971,AUA,3,0,0,3,indetermine_pp
97413000CU0972,AUA,4,0,0,4,indetermine_pp
97413000CU0973,AUA,5,0,0,5,indetermine_pp
97413000CU0974,AUA,4,0,0,4,indetermine_pp
97413000CU0975,AUA,4,0,1,3,assemblage_a_negocier
97413000CU0976,AUA,4,0,0,4,indetermine_pp
97413000CU0977,AUA,5,0,0,5,indetermine_pp
97413000CU0978,AUA,3,0,0,3,indetermine_pp
97413000CU0979,AUA,4,0,0,4,indetermine_pp
97413000CU0980,AUA,4,0,0,4,indetermine_pp
97413000CU0981,AUA,4,0,0,4,indetermine_pp
97413000CU0982,AUA,3,0,0,3,indetermine_pp
97413000CU0983,AUA,4,0,0,4,indetermine_pp
97413000CU0984,AUA,4,0,0,4,indetermine_pp
97413000CU0985,AUA,4,0,0,4,indetermine_pp
97413000CU0986,AUA,2,0,0,2,indetermine_pp
97413000CU0987,AUA,3,0,0,3,indetermine_pp
97413000CU0988,AUA,7,0,0,7,indetermine_pp
97413000CU0989,AUA,3,0,0,3,indetermine_pp
97413000CU1011,AUA,2,0,0,2,indetermine_pp
97413000CU1012,AUA,3,0,0,3,indetermine_pp
97413000CU1013,AUA,5,0,0,5,indetermine_pp
97413000CU1014,AUA,2,0,0,2,indetermine_pp
97413000CU1015,AUA,2,0,0,2,indetermine_pp
97413000CU1016,AUA,4,0,0,4,indetermine_pp
97413000CU1017,AUA,2,0,0,2,indetermine_pp
97413000CU1019,AUA,1,0,0,1,indetermine_pp
97413000CU1020,AUA,4,0,0,4,indetermine_pp
97413000CU1021,AUA,2,1,0,1,division_simple
97413000CU1022,AUA,3,0,0,3,indetermine_pp
97413000CU1023,AUA,1,0,0,1,indetermine_pp
97413000CU1025,AUA,2,0,0,2,indetermine_pp
97413000CU1026,AUA,1,0,0,1,indetermine_pp
97413000CU1027,AUA,2,0,0,2,indetermine_pp
97413000CU1028,AUA,2,0,0,2,indetermine_pp
97413000CU1029,AUA,2,0,0,2,indetermine_pp
97413000CU1042,AUB,3,0,0,3,indetermine_pp
97413000CU1043,AUB,5,0,0,5,indetermine_pp
97413000CU1044,AUB,3,0,0,3,indetermine_pp
97413000CU1045,AUB,4,0,0,4,indetermine_pp
97413000CX0061,AUB,1,0,0,1,indetermine_pp
97413000CX0199,AUC,6,0,0,6,indetermine_pp
97413000CX0203,AUC,3,0,0,3,indetermine_pp
97413000CX0204,AUC,4,0,0,4,indetermine_pp
97413000CX0205,AUC,4,0,0,4,indetermine_pp
97413000CX0206,AUC,2,0,0,2,indetermine_pp
97413000CX0346,AUC,1,0,0,1,indetermine_pp
97413000CX0418,AUC,3,0,0,3,indetermine_pp
97413000CX0494,AUC,3,0,0,3,indetermine_pp
97413000CX0495,AUC,3,0,0,3,indetermine_pp
97413000CX1495,AUC,2,0,0,2,indetermine_pp
97413000CX1496,AUC,3,0,0,3,indetermine_pp
97413000CX1497,AUC,4,0,0,4,indetermine_pp
97413000CX1498,AUC,4,0,0,4,indetermine_pp
97413000CX1499,AUC,3,0,0,3,indetermine_pp
97413000CX1500,AUC,2,0,0,2,indetermine_pp
97413000CX1501,AUC,2,0,0,2,indetermine_pp
97413000CX1502,AUC,1,0,0,1,indetermine_pp
97413000CX1871,AUC,2,0,0,2,indetermine_pp
97413000CX1872,AUC,3,0,0,3,indetermine_pp
97413000CX1873,AUC,3,0,0,3,indetermine_pp
97413000CX1874,AUC,2,0,0,2,indetermine_pp
97413000CX1875,AUC,1,0,0,1,indetermine_pp
97413000CX1876,AUC,7,0,0,7,indetermine_pp
97413000CX1878,AUA,6,0,2,4,assemblage_a_negocier
97413000CX1881,AUB,5,2,0,3,division_simple
97413000CX1893,AUC,7,1,0,6,division_simple
97413000CX1894,AUC,3,0,0,3,indetermine_pp
97413000CX1895,AUC,4,0,0,4,indetermine_pp
97413000CX1896,AUC,6,1,0,5,division_simple
97413000CX1909,AUA,3,0,0,3,indetermine_pp
97413000CX1910,AUA,3,0,0,3,indetermine_pp
97413000CX1911,AUA,2,0,0,2,indetermine_pp
97413000CX1912,AUA,5,0,0,5,indetermine_pp
97413000CX1913,AUA,2,0,0,2,indetermine_pp
97413000CX1914,AUB,1,0,0,1,indetermine_pp
97413000CX1915,AUB,2,0,0,2,indetermine_pp
97413000CX1916,AUB,3,0,0,3,indetermine_pp
97413000CX1917,AUB,2,0,0,2,indetermine_pp
97413000CX1918,AUA,3,0,0,3,indetermine_pp
97413000CX1919,AUA,4,0,0,4,indetermine_pp
97413000CX1920,AUA,6,0,1,5,assemblage_a_negocier
97413000CX1922,AUA,1,0,0,1,indetermine_pp
97413000CX1924,AUA,1,0,0,1,indetermine_pp
97413000CX1926,AUB,3,0,0,3,indetermine_pp
97413000CX1928,AUB,3,0,0,3,indetermine_pp
97413000CX1929,AUB,4,0,0,4,indetermine_pp
97413000CX1936,AUB,3,0,2,1,assemblage_a_negocier
97413000CX2084,AUB,3,0,1,2,assemblage_a_negocier
97413000CX2089,AUB,2,0,0,2,indetermine_pp
97413000CX2091,AUB,2,0,0,2,indetermine_pp
97413000CX2092,AUB,2,0,0,2,indetermine_pp
97413000CX2103,AUB,5,0,0,5,indetermine_pp
97413000CX2104,AUB,4,0,0,4,indetermine_pp
97413000CX2106,AUB,4,0,0,4,indetermine_pp
97413000CX2107,AUB,4,0,0,4,indetermine_pp
97413000CX2108,AUB,3,0,0,3,indetermine_pp
97413000CX2109,AUB,5,0,0,5,indetermine_pp
97413000CX2110,AUB,5,0,0,5,indetermine_pp
97413000CX2111,AUB,4,0,0,4,indetermine_pp
97413000CX2112,AUB,5,0,0,5,indetermine_pp
97413000CX2113,AUB,3,0,0,3,indetermine_pp
97413000CX2114,AUB,5,0,0,5,indetermine_pp
97413000CX2115,AUB,5,0,0,5,indetermine_pp
97413000CX2116,AUB,5,0,0,5,indetermine_pp
97413000CX2117,AUB,5,0,0,5,indetermine_pp
97413000CX2118,AUB,5,0,0,5,indetermine_pp
97413000CX2119,AUB,3,0,0,3,indetermine_pp
97413000CX2120,AUB,3,0,0,3,indetermine_pp
97413000CX2121,AUB,30,1,1,28,division_simple
97413000CX2122,AUB,4,0,0,4,indetermine_pp
97413000CX2123,AUB,6,0,0,6,indetermine_pp
97413000CX2124,AUB,5,0,0,5,indetermine_pp
97413000CX2125,AUB,5,0,0,5,indetermine_pp
97413000CX2126,AUB,4,1,1,2,division_simple
97413000CX2127,AUB,4,0,0,4,indetermine_pp
97413000CX2128,AUB,4,0,0,4,indetermine_pp
97413000CX2138,AUC,3,1,1,1,division_simple
97413000CX2139,AUC,3,0,2,1,assemblage_a_negocier
97413000CX2140,AUC,2,0,0,2,indetermine_pp
97413000CX2141,AUC,1,0,0,1,indetermine_pp
97413000CX2143,AUC,5,1,1,3,division_simple
97413000CX2222,AUB,3,0,0,3,indetermine_pp
97413000CX2223,AUB,4,0,0,4,indetermine_pp
97413000CX2224,AUB,3,0,0,3,indetermine_pp
97413000CX2225,AUA,4,1,2,1,division_simple
97413000CX2226,AUA,4,1,1,2,division_simple
97413000CX2274,AUA,4,0,0,4,indetermine_pp
97413000CX2275,AUA,2,0,0,2,indetermine_pp
97413000CX2276,AUA,3,0,0,3,indetermine_pp
97413000CX2277,AUB,2,0,0,2,indetermine_pp
97413000CX2278,AUB,3,0,0,3,indetermine_pp
97413000CX2279,AUB,3,0,0,3,indetermine_pp
97413000CX2280,AUB,3,0,0,3,indetermine_pp
97413000CX2281,AUB,2,0,0,2,indetermine_pp
97413000CX2282,AUB,2,0,0,2,indetermine_pp
97413000CX2283,AUB,2,0,0,2,indetermine_pp
97413000CX2284,AUB,1,0,0,1,indetermine_pp
97413000CX2285,AUA,3,0,0,3,indetermine_pp
97413000CX2286,AUA,4,0,0,4,indetermine_pp
97413000CX2287,AUA,5,0,0,5,indetermine_pp
97413000CX2288,AUA,3,1,0,2,division_simple
97413000CX2289,AUA,4,0,0,4,indetermine_pp
97413000CX2290,AUA,4,0,0,4,indetermine_pp
97413000CX2291,AUA,4,0,2,2,assemblage_a_negocier
97413000CX2292,AUA,2,0,0,2,indetermine_pp
97413000CX2293,AUA,3,0,0,3,indetermine_pp
97413000CX2295,AUA,4,0,0,4,indetermine_pp
97413000CX2296,AUA,2,0,0,2,indetermine_pp
97413000CX2297,AUA,15,2,1,12,division_simple
97413000CX2298,AUA,3,1,0,2,division_simple
97413000CX2299,AUA,3,0,0,3,indetermine_pp
97413000CX2375,AUB,7,1,3,3,division_simple
97413000CX2376,AUB,3,0,0,3,indetermine_pp
97413000CX2377,AUB,3,0,1,2,assemblage_a_negocier
97413000CX2378,AUB,3,0,0,3,indetermine_pp
97413000CX2379,AUB,3,0,0,3,indetermine_pp
97413000CX2380,AUB,3,1,1,1,division_simple
97413000CX2381,AUB,2,1,1,0,division_simple
97413000CX2384,AUB,4,0,0,4,indetermine_pp
97413000CX2385,AUB,4,0,0,4,indetermine_pp
97413000CX2491,AUA,3,0,0,3,indetermine_pp
97413000CX2492,AUA,3,0,0,3,indetermine_pp
97413000CX2493,AUA,3,0,0,3,indetermine_pp
97413000CX2494,AUA,2,0,0,2,indetermine_pp
97413000CX2495,AUB,3,1,1,1,division_simple
97413000CX2496,AUB,4,0,3,1,assemblage_a_negocier
97413000CX2497,AUB,4,0,0,4,indetermine_pp
97413000CX2498,AUB,4,0,2,2,assemblage_a_negocier
97413000CX2499,AUB,6,0,0,6,indetermine_pp
97413000CX2500,AUB,3,0,1,2,assemblage_a_negocier
97413000CX2501,AUB,4,0,0,4,indetermine_pp
97413000CX2502,AUB,5,0,0,5,indetermine_pp
97413000CX2503,AUB,3,0,0,3,indetermine_pp
97413000CX2504,AUB,4,0,0,4,indetermine_pp
97413000CX2505,AUB,5,0,0,5,indetermine_pp
97413000CX2506,AUB,3,1,0,2,division_simple
97413000CX2507,AUB,4,0,0,4,indetermine_pp
97413000CX2508,AUB,5,0,0,5,indetermine_pp
97413000CX2509,AUB,3,1,0,2,division_simple
97413000CX2510,AUB,4,0,0,4,indetermine_pp
97413000CX2511,AUB,5,0,0,5,indetermine_pp
97413000CX2512,AUB,3,0,0,3,indetermine_pp
97413000CX2513,AUB,3,0,0,3,indetermine_pp
97413000CX2514,AUB,4,0,0,4,indetermine_pp
97413000CX2515,AUA,3,0,0,3,indetermine_pp
97413000CX2516,AUA,4,0,0,4,indetermine_pp
97413000CX2517,AUA,4,0,0,4,indetermine_pp
97413000CX2518,AUA,2,0,0,2,indetermine_pp
97413000CX2519,AUB,2,0,1,1,assemblage_a_negocier
97413000CX2520,AUB,3,0,0,3,indetermine_pp
97413000CX2521,AUB,4,0,0,4,indetermine_pp
97413000CX2523,AUB,4,0,0,4,indetermine_pp
97413000CX2524,AUB,2,0,0,2,indetermine_pp
97413000CX2525,AUB,4,1,2,1,division_simple
97413000CX2526,AUB,2,0,0,2,indetermine_pp
97413000CX2527,AUB,3,0,0,3,indetermine_pp
97413000CX2528,AUB,4,0,0,4,indetermine_pp
97413000CX2529,AUB,5,0,0,5,indetermine_pp
97413000CX2530,AUB,4,0,0,4,indetermine_pp
97413000CX2531,AUB,5,0,0,5,indetermine_pp
