idu,vendue,T,v_recalcule,codes
97414000EK0583,1,2024-07-25,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97416000DT0869,1,2024-01-23,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97408000AN0994,1,2022-09-19,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000DH0256,1,2022-06-01,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97411000AD0482,1,2022-08-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AD0228,1,2023-03-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BW3448,1,2022-07-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000AK0951,1,2024-06-20,12,RNE_DIRIGEANT_65
97418000AC1526,1,2022-11-09,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97405000BE1748,1,2023-05-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000DX0441,1,2023-06-20,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97416000CS1530,1,2023-12-14,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CX1320,1,2023-07-27,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97411000BH0420,1,2023-02-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97407000AH0349,1,2023-11-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CV0015,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97421000AL0492,1,2022-03-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000EM0448,1,2023-12-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000BK0153,1,2023-05-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AL1593,1,2023-04-03,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97412000BY0081,1,2022-10-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DK1096,1,2022-02-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97419000AX0046,1,2022-03-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CR0586,1,2022-07-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97414000DH1444,1,2024-09-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AO0382,1,2023-12-17,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97423000AK1981,1,2022-06-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AX0641,1,2023-02-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000BC0150,1,2023-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2649,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97409000BM1381,1,2022-05-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CV1479,1,2022-04-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0586,1,2024-04-18,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97413000CX1885,1,2022-02-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000EN4118,1,2023-11-26,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97412000CT0739,1,2023-06-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AO0421,1,2022-09-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000ER0347,1,2022-10-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0633,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000BL0499,1,2022-05-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AS0236,1,2022-02-17,18,FRICHE
97415000BZ0877,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000BC0093,1,2023-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BT0425,1,2022-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AP1149,1,2024-06-10,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97404000AD1122,1,2022-10-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000KE0158,1,2024-03-21,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97406000AW0791,1,2022-09-15,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000AY1628,1,2024-10-23,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97414000EN4030,1,2023-11-26,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97413000CY1451,1,2023-05-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EK0440,1,2022-03-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0635,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1851,1,2023-12-28,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000ER1462,1,2022-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000EV0801,1,2022-05-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AR0190,1,2023-10-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DH0322,1,2023-04-12,15,GEO_HORS_ILE
97410000AO0374,1,2023-05-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AE0762,1,2023-09-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CX1349,1,2024-02-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BY0856,1,2022-04-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AO0304,1,2023-07-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BW1216,1,2022-09-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000IK0222,1,2024-05-20,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97403000AP1638,1,2024-08-27,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000CM2367,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW0244,1,2023-05-11,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97408000BO0389,1,2024-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AC0674,1,2024-12-03,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000HI0535,1,2023-02-28,18,DVF_TENURE_OBS5;GEO_HORS_ILE
97416000CW2832,1,2022-06-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DB0445,1,2024-09-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AV0281,1,2023-02-22,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97422000BY0855,1,2022-04-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BK0097,1,2024-10-14,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97411000BL0056,1,2022-11-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ER1511,1,2024-10-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1798,1,2022-07-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AV0146,1,2023-09-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1557,1,2023-03-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BO0228,1,2022-08-29,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97416000ET2162,1,2024-11-25,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97420000BH1552,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AV0438,1,2024-03-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DM0591,1,2023-02-15,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97424000AI1342,1,2022-12-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0212,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000AN0428,1,2023-09-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000EN4116,1,2023-11-26,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97418000AT2306,1,2024-04-30,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97421000BD0635,1,2023-05-11,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CD0611,1,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1548,1,2023-03-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AN0286,1,2022-12-21,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97406000AW1214,1,2022-01-04,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97406000AS0253,1,2022-07-18,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97413000CR1129,1,2022-03-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000DT0301,1,2022-01-20,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97411000AE0060,1,2023-12-28,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97414000EN3044,1,2023-09-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1522,1,2023-03-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BL0206,1,2023-07-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AL0440,1,2024-12-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BP0013,1,2023-05-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000AV0933,1,2024-12-17,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BX0218,1,2023-09-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX0276,1,2022-06-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000AZ0952,1,2023-09-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AW1675,1,2023-04-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2123,1,2024-04-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000CM2362,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BL0208,1,2023-09-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AM0596,1,2022-01-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000EK0059,1,2022-05-31,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97411000HV0095,1,2022-01-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ER1754,1,2023-03-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AX0660,1,2023-02-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000AV2291,1,2022-11-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AO0382,1,2023-07-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HO1063,1,2022-10-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AK0294,1,2022-08-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CA0260,1,2022-01-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AC3055,1,2022-06-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000EP0243,1,2024-02-01,22,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_70
97416000EK0091,1,2023-12-07,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97416000DT0714,1,2022-02-17,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97408000AM0316,1,2023-10-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AI1954,1,2024-08-22,15,GEO_HORS_ILE
97413000CX2547,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97420000AO0609,1,2024-11-27,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97407000AL0110,1,2024-08-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX1094,1,2024-06-13,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97413000CV0171,1,2023-05-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0897,1,2023-08-09,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97412000CN0168,1,2023-03-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BM1388,1,2022-05-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AS1183,1,2022-12-21,12,RNE_DIRIGEANT_65
97415000CM2366,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1336,1,2023-11-29,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97405000BH0846,1,2022-06-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CY1450,1,2023-05-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BI0112,1,2022-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BH0240,1,2024-10-14,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97407000AE0527,1,2023-09-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CO0645,1,2023-03-22,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97409000AX1120,1,2023-12-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AV0557,1,2022-08-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0637,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CM2346,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HY1097,1,2023-12-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AY0825,1,2022-06-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97407000AE0241,1,2024-11-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AH1298,1,2023-02-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AT2304,1,2024-09-19,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000BO0384,1,2022-08-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC1428,1,2022-12-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BK1123,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000EN4124,1,2023-11-26,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000DT0756,1,2024-04-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97418000AT1239,1,2023-08-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1915,1,2023-08-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97401000AI0599,1,2023-08-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BC0564,1,2023-06-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000BH0272,1,2023-02-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1598,1,2022-12-13,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97412000BW0982,1,2023-10-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AK0267,1,2023-03-30,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97402000AB1209,1,2023-04-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BY1719,1,2022-08-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AE0936,1,2023-09-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AP0434,1,2024-05-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97421000AP0443,1,2023-07-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AK0022,1,2022-02-22,14,BODACC_CESSION_FONDS;GEO_AUTRE_COMMUNE
97407000AI1889,1,2023-08-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97421000AP0540,1,2023-11-23,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000EH0549,1,2024-11-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HW0566,1,2022-04-20,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000DT0993,1,2023-11-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000DT0287,1,2023-05-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AY1533,1,2024-05-15,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97413000CA0265,1,2023-01-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AK0254,1,2023-12-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AO0601,1,2024-12-03,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97416000ES1408,1,2022-06-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97419000AP0217,1,2022-01-06,18,RNE_DIRIGEANT_70
97414000EN1025,1,2023-03-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97409000BE0742,1,2024-01-01,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97416000CS1097,1,2022-09-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW1479,1,2024-07-30,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CM2361,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BO0243,1,2024-07-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AB1026,1,2022-08-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97407000AL0504,1,2022-11-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AY1548,1,2024-02-26,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97417000AT1476,1,2022-11-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AP0731,1,2022-03-30,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97423000AB1907,1,2023-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX0484,1,2023-02-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000BV0358,1,2022-10-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1752,1,2022-07-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EX1898,1,2024-07-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BY0490,1,2022-10-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC1860,1,2023-11-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000AN0330,1,2023-09-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AV1118,1,2022-01-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AK0295,1,2022-08-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000BD1452,1,2022-07-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AT2028,1,2022-12-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AI0909,1,2022-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0570,1,2022-12-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97421000AV1350,1,2024-07-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000BA0023,1,2024-04-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000IE0535,1,2022-12-06,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97423000AH1826,1,2023-12-11,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97413000CX1881,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97405000AR1876,1,2023-04-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC1874,1,2022-11-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AS0958,1,2022-05-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000CY1096,1,2023-12-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000HH0379,1,2022-09-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000AV1606,1,2022-06-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DS1023,1,2023-11-20,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97416000ES1193,1,2023-07-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BV0178,1,2024-07-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ID0202,1,2023-06-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BW1917,1,2022-12-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AL0101,1,2024-04-23,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97405000AO0246,1,2023-07-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AC3681,1,2022-03-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AW0235,1,2022-06-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AC0906,1,2022-07-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AO1365,1,2022-03-30,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97401000AO0421,1,2023-11-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC0551,1,2022-10-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AP0101,1,2022-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AV1301,1,2024-01-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AK0072,1,2022-10-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BW1918,1,2022-12-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97401000AS1086,1,2022-10-11,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97422000ED0147,1,2022-10-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BP0014,1,2023-05-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AS1345,1,2024-06-19,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97416000CR0733,1,2023-07-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AM0378,1,2022-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1847,1,2023-12-28,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97420000AI0704,1,2023-12-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1914,1,2023-12-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AY0596,1,2024-10-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0205,1,2023-12-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AZ1704,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000BN0230,1,2023-12-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000IE0699,1,2022-12-06,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97414000EO1327,1,2022-08-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0918,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AR0343,1,2023-05-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AS0702,1,2022-12-21,12,RNE_DIRIGEANT_65
97413000CX2553,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97412000CV0989,1,2023-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ID0287,1,2023-06-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000EM0273,1,2024-03-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97424000AI2354,1,2023-12-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AS0787,1,2023-02-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AL0646,1,2022-09-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HV0688,1,2023-12-20,22,BODACC_CESSION_FONDS;DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AN0460,1,2023-02-12,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97416000ET2122,1,2024-02-20,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97418000AT2136,1,2024-10-23,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97403000AO0742,1,2023-03-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC0593,1,2022-07-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000HX0435,1,2023-05-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IA1633,1,2023-04-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DZ0282,1,2022-11-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BN3673,1,2022-11-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DH1439,1,2024-09-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97401000AI0161,1,2023-08-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2120,1,2024-03-14,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97422000BW0220,1,2023-04-20,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AP1252,1,2022-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2130,1,2024-06-27,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97411000DT0300,1,2023-05-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE1521,1,2022-08-16,23,DVF_TENURE_OBS5;GEO_HORS_ILE
