idu,partition,date_vente,v_at_T,owner_type,pts_A,pts_B,pts_C,pts_D,pts_E,codes
97422000AK1349,ACHETEUR_PROBABLE,2024-03-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000IA0988,ACHETEUR_PROBABLE,2023-07-12,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AP0499,ACHETEUR_PROBABLE,2023-07-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AR1663,ACHETEUR_PROBABLE,2024-11-29,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000HM0118,ACHETEUR_PROBABLE,2023-01-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DH0320,ACHETEUR_PROBABLE,2024-12-31,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000CM2348,ACHETEUR_PROBABLE,2024-11-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EW0565,ACHETEUR_PROBABLE,2023-04-05,11,pm,0,0,3,8,0,GEO_AUTRE_COMMUNE:3;DVF_TENURE_OBS5:8
97416000DW0182,ACHETEUR_PROBABLE,2024-04-05,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EN3936,ACHETEUR_PROBABLE,2023-02-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AS0270,VENDEUR_CERTAIN,2025-09-03,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000DM0674,ACHETEUR_PROBABLE,2024-06-14,16,pm,0,12,4,0,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4
97414000DH1441,VENDEUR_CERTAIN,2025-09-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AP1830,ACHETEUR_PROBABLE,2024-03-20,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DT0302,ACHETEUR_PROBABLE,2024-05-15,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AB0722,ACHETEUR_PROBABLE,2024-12-11,25,pm,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97407000BI0383,VENDEUR_CERTAIN,2025-04-16,42,pm,30,0,4,8,0,BODACC_RJ:30;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000BK0061,ACHETEUR_PROBABLE,2023-11-15,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97409000AX1097,VENDEUR_CERTAIN,2025-12-30,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97405000AW1215,VENDEUR_CERTAIN,2025-08-28,28,pm,20,0,0,8,0,BODACC_SAUVEGARDE:20;DVF_TENURE_OBS5:8
97409000BE0446,ACHETEUR_PROBABLE,2024-11-27,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97422000BW0219,ACHETEUR_PROBABLE,2024-11-26,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97424000AI2184,ACHETEUR_PROBABLE,2024-12-13,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AL0300,VENDEUR_CERTAIN,2025-01-22,65,pm,25,25,15,0,0,BODACC_RADIATION:25;RNE_CESSATION:25;GEO_HORS_ILE:15
97413000DE2118,VENDEUR_CERTAIN,2025-06-18,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
97414000DR0105,ACHETEUR_PROBABLE,2023-05-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CW2830,ACHETEUR_PROBABLE,2023-06-13,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DE1059,VENDEUR_CERTAIN,2025-12-31,33,pm,0,25,0,8,0,RNE_CESSATION:25;DVF_TENURE_OBS5:8
97415000EV0800,ACHETEUR_PROBABLE,2024-02-08,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97411000AV0139,VENDEUR_CERTAIN,2025-07-11,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97413000CX2551,VENDEUR_CERTAIN,2025-09-22,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97415000CM2365,ACHETEUR_PROBABLE,2024-11-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000HK0086,VENDEUR_CERTAIN,2025-09-11,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AD0688,ACHETEUR_PROBABLE,2023-08-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000AE0051,ACHETEUR_PROBABLE,2023-07-06,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BH0238,VENDEUR_CERTAIN,2025-10-14,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97415000DS0101,ACHETEUR_PROBABLE,2024-11-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97402000AI1111,ACHETEUR_PROBABLE,2023-03-30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AT2395,VENDEUR_CERTAIN,2025-11-17,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97411000AO0389,ACHETEUR_PROBABLE,2023-04-12,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000EX1903,ACHETEUR_PROBABLE,2024-12-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CE0005,ACHETEUR_PROBABLE,2023-10-25,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AR0663,ACHETEUR_PROBABLE,2024-11-29,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DI0711,VENDEUR_CERTAIN,2025-07-11,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97416000DT0864,ACHETEUR_PROBABLE,2023-09-19,25,pm,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97422000BP0858,ACHETEUR_PROBABLE,2023-02-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97401000AR1203,VENDEUR_CERTAIN,2025-08-22,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97415000BN0048,ACHETEUR_PROBABLE,2023-12-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000BL0288,ACHETEUR_PROBABLE,2023-05-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DK0367,ACHETEUR_PROBABLE,2024-10-28,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97415000CD0122,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DH0323,ACHETEUR_PROBABLE,2024-04-11,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
97412000BW0930,ACHETEUR_PROBABLE,2024-04-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000EY1395,VENDEUR_CERTAIN,2025-08-08,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97420000BC1422,VENDEUR_CERTAIN,2025-05-28,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BT0511,ACHETEUR_PROBABLE,2023-01-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AL1769,ACHETEUR_PROBABLE,2024-03-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000BK0102,ACHETEUR_PROBABLE,2023-11-15,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97415000EW1476,VENDEUR_CERTAIN,2025-07-30,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97411000AP0494,ACHETEUR_PROBABLE,2023-07-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CT0213,ACHETEUR_PROBABLE,2023-05-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000IM0126,ACHETEUR_PROBABLE,2023-08-02,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97406000AM0044,ACHETEUR_PROBABLE,2023-02-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000CH1848,ACHETEUR_PROBABLE,2023-01-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AC0887,ACHETEUR_PROBABLE,2023-03-30,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97404000AI1990,ACHETEUR_PROBABLE,2023-10-20,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CS1555,ACHETEUR_PROBABLE,2024-04-09,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BW0218,ACHETEUR_PROBABLE,2024-12-24,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000KE0415,ACHETEUR_PROBABLE,2024-02-15,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000AV0403,ACHETEUR_PROBABLE,2023-01-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BY0849,ACHETEUR_PROBABLE,2023-01-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DI0073,ACHETEUR_PROBABLE,2023-11-22,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000DE0743,ACHETEUR_PROBABLE,2023-01-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BH1620,ACHETEUR_PROBABLE,2024-12-19,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
97414000EN4112,ACHETEUR_PROBABLE,2024-11-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97401000AM1460,ACHETEUR_PROBABLE,2024-12-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AD0210,VENDEUR_CERTAIN,2025-04-16,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97411000DE0030,ACHETEUR_PROBABLE,2023-04-19,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97406000AH0156,ACHETEUR_PROBABLE,2024-12-17,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97408000AV1464,ACHETEUR_PROBABLE,2023-07-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DT0303,ACHETEUR_PROBABLE,2024-05-15,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000ET2152,VENDEUR_CERTAIN,2025-05-19,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97409000BM1384,ACHETEUR_PROBABLE,2023-05-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CP1444,ACHETEUR_PROBABLE,2023-07-10,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
97408000AN1706,ACHETEUR_PROBABLE,2024-08-23,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97411000CM0557,VENDEUR_CERTAIN,2025-07-11,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97423000AK0359,VENDEUR_CERTAIN,2025-02-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97421000AV0432,ACHETEUR_PROBABLE,2023-09-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BY0847,ACHETEUR_PROBABLE,2023-04-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AL0430,VENDEUR_CERTAIN,2025-12-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BO0713,VENDEUR_CERTAIN,2025-06-17,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DS0393,ACHETEUR_PROBABLE,2023-12-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AS1393,ACHETEUR_PROBABLE,2024-11-29,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AH1767,VENDEUR_CERTAIN,2025-04-17,23,pm,0,8,15,0,0,RNE_SCI_DORMANTE:8;GEO_HORS_ILE:15
97416000EX1754,VENDEUR_CERTAIN,2025-04-24,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97409000AV0547,ACHETEUR_PROBABLE,2023-12-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CT2989,ACHETEUR_PROBABLE,2023-12-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97415000CW0422,ACHETEUR_PROBABLE,2023-06-06,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97406000AV0598,ACHETEUR_PROBABLE,2024-08-23,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97410000AT0626,ACHETEUR_PROBABLE,2023-03-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CW0194,VENDEUR_CERTAIN,2025-06-13,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97413000DE2113,ACHETEUR_PROBABLE,2024-05-29,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000DS0426,ACHETEUR_PROBABLE,2024-11-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97416000CS0572,ACHETEUR_PROBABLE,2023-03-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000CP0558,VENDEUR_CERTAIN,2025-03-31,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97410000CL0263,ACHETEUR_PROBABLE,2024-03-15,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97422000CY0417,ACHETEUR_PROBABLE,2023-07-12,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EP0322,ACHETEUR_PROBABLE,2024-08-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000IK0104,ACHETEUR_PROBABLE,2023-11-23,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97416000DS0771,ACHETEUR_PROBABLE,2023-08-31,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000CV1001,VENDEUR_CERTAIN,2025-03-25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97416000CV2118,ACHETEUR_PROBABLE,2023-12-18,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97412000BN1369,VENDEUR_CERTAIN,2025-06-26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000CM0215,ACHETEUR_PROBABLE,2024-12-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97407000BL0248,VENDEUR_CERTAIN,2025-11-27,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000AT1478,ACHETEUR_PROBABLE,2023-11-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX2682,VENDEUR_CERTAIN,2025-09-22,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97405000BE1119,ACHETEUR_PROBABLE,2023-03-01,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97415000BX0219,ACHETEUR_PROBABLE,2024-09-16,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DV0063,ACHETEUR_PROBABLE,2023-08-30,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97421000AM0400,ACHETEUR_PROBABLE,2023-01-05,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AD0306,ACHETEUR_PROBABLE,2024-07-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AX1093,VENDEUR_CERTAIN,2025-11-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97409000AN0059,ACHETEUR_PROBABLE,2023-12-21,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AX1092,VENDEUR_CERTAIN,2025-01-29,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97411000AL0070,VENDEUR_CERTAIN,2025-06-20,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97416000IK0517,ACHETEUR_PROBABLE,2024-12-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000KC0054,VENDEUR_CERTAIN,2025-10-01,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97411000EI0223,ACHETEUR_PROBABLE,2023-11-02,29,copro,0,25,4,0,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4
97410000BE1183,ACHETEUR_PROBABLE,2024-06-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AH0732,ACHETEUR_PROBABLE,2023-11-20,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000AY1646,ACHETEUR_PROBABLE,2024-12-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EY0424,ACHETEUR_PROBABLE,2023-07-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DI0962,ACHETEUR_PROBABLE,2023-05-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0935,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000HA0228,ACHETEUR_PROBABLE,2023-01-20,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97411000AP0492,ACHETEUR_PROBABLE,2023-07-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CS0511,ACHETEUR_PROBABLE,2024-03-28,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97404000AM1091,ACHETEUR_PROBABLE,2023-11-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BC1871,ACHETEUR_PROBABLE,2023-02-13,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AY1530,VENDEUR_CERTAIN,2025-08-27,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97415000EV0277,ACHETEUR_PROBABLE,2023-10-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000ET0997,VENDEUR_CERTAIN,2025-01-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97407000BC0044,ACHETEUR_PROBABLE,2024-04-15,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97410000AS1421,ACHETEUR_PROBABLE,2024-10-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97407000AT0039,ACHETEUR_PROBABLE,2023-04-24,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97419000AP0198,ACHETEUR_PROBABLE,2023-01-06,18,pm,0,18,0,0,0,RNE_DIRIGEANT_70:18
97415000ER1753,ACHETEUR_PROBABLE,2024-03-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000EL0492,ACHETEUR_PROBABLE,2024-07-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000ET2133,VENDEUR_CERTAIN,2025-11-24,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97410000AO0376,ACHETEUR_PROBABLE,2024-05-21,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AB0739,ACHETEUR_PROBABLE,2023-07-20,25,pm,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97408000BN3672,ACHETEUR_PROBABLE,2023-11-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000HZ0852,ACHETEUR_PROBABLE,2024-08-23,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97407000AI1884,ACHETEUR_PROBABLE,2024-08-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000AT1481,ACHETEUR_PROBABLE,2023-11-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX2555,VENDEUR_CERTAIN,2025-09-22,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97412000AZ0947,VENDEUR_CERTAIN,2025-03-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000IB0049,ACHETEUR_PROBABLE,2023-11-10,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EW1595,ACHETEUR_PROBABLE,2023-07-10,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97409000AX1087,VENDEUR_CERTAIN,2025-12-30,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97415000EH0558,VENDEUR_CERTAIN,2025-08-01,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AB0743,ACHETEUR_PROBABLE,2023-07-20,25,pm,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97422000CH0442,ACHETEUR_PROBABLE,2023-07-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97408000AO0935,ACHETEUR_PROBABLE,2023-05-05,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0629,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0639,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CX1462,ACHETEUR_PROBABLE,2024-06-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000BP0141,VENDEUR_CERTAIN,2025-07-30,12,pm,0,8,4,0,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4
97415000BW1996,ACHETEUR_PROBABLE,2023-05-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000BH0679,ACHETEUR_PROBABLE,2023-10-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DI0961,ACHETEUR_PROBABLE,2023-05-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000AN0280,ACHETEUR_PROBABLE,2023-10-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000ET2128,VENDEUR_CERTAIN,2025-05-19,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97423000AB1913,VENDEUR_CERTAIN,2025-09-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000IK0258,ACHETEUR_PROBABLE,2024-12-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
