idu,partition,date_vente,v_at_T,owner_type,pts_A,pts_B,pts_C,pts_D,pts_E,codes
97407000BL0247,VENDEUR_CERTAIN,2025-11-27,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000BC0067,ACHETEUR_PROBABLE,2024-12-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EN4114,ACHETEUR_PROBABLE,2024-11-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97418000AC1642,ACHETEUR_PROBABLE,2024-05-17,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AS1356,VENDEUR_CERTAIN,2025-10-29,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97422000BT0473,ACHETEUR_PROBABLE,2024-05-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97402000AK0929,ACHETEUR_PROBABLE,2023-03-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EZ0092,ACHETEUR_PROBABLE,2024-11-12,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97408000AT2080,ACHETEUR_PROBABLE,2023-12-13,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AV0740,VENDEUR_CERTAIN,2025-06-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AX0653,ACHETEUR_PROBABLE,2023-02-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AH0876,VENDEUR_CERTAIN,2025-12-16,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000BI0668,ACHETEUR_PROBABLE,2023-11-21,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97418000BN0245,ACHETEUR_PROBABLE,2024-12-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CX1314,ACHETEUR_PROBABLE,2024-06-24,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AS1440,VENDEUR_CERTAIN,2025-10-02,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97404000AV0523,VENDEUR_CERTAIN,2025-08-22,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DN0087,VENDEUR_CERTAIN,2025-06-05,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97416000HV0235,ACHETEUR_PROBABLE,2023-03-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DL0320,ACHETEUR_PROBABLE,2024-09-20,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97416000CS0597,ACHETEUR_PROBABLE,2023-03-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000BE1600,ACHETEUR_PROBABLE,2023-11-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AL1264,ACHETEUR_PROBABLE,2023-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AE0058,ACHETEUR_PROBABLE,2024-12-27,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97416000IA0271,ACHETEUR_PROBABLE,2023-07-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97419000AS0528,ACHETEUR_PROBABLE,2023-05-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AR0183,ACHETEUR_PROBABLE,2024-12-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000BD0361,ACHETEUR_PROBABLE,2024-12-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AK0316,ACHETEUR_PROBABLE,2023-08-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97407000BI0435,ACHETEUR_PROBABLE,2024-10-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CS0526,ACHETEUR_PROBABLE,2024-06-13,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97410000AS1422,ACHETEUR_PROBABLE,2024-10-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DE0916,ACHETEUR_PROBABLE,2023-08-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000AT0335,ACHETEUR_PROBABLE,2023-12-13,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EW1596,ACHETEUR_PROBABLE,2023-07-10,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97423000AK0187,ACHETEUR_PROBABLE,2023-10-31,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AT0702,ACHETEUR_PROBABLE,2023-09-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EN4018,ACHETEUR_PROBABLE,2024-10-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97416000DT0342,ACHETEUR_PROBABLE,2024-10-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BD2064,ACHETEUR_PROBABLE,2024-08-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AB1848,ACHETEUR_PROBABLE,2024-12-27,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
97410000AR0662,ACHETEUR_PROBABLE,2024-11-29,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000BK0062,ACHETEUR_PROBABLE,2023-11-15,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BK2441,ACHETEUR_PROBABLE,2024-07-29,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97423000AB1850,ACHETEUR_PROBABLE,2024-12-27,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
97418000BN0243,ACHETEUR_PROBABLE,2024-12-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AK0356,VENDEUR_CERTAIN,2025-02-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97406000AS0252,ACHETEUR_PROBABLE,2023-07-18,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BK0114,VENDEUR_CERTAIN,2025-10-14,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97415000DE0124,ACHETEUR_PROBABLE,2024-09-06,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97414000DL0327,ACHETEUR_PROBABLE,2023-02-15,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97413000CD0287,ACHETEUR_PROBABLE,2024-12-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000AD0273,ACHETEUR_PROBABLE,2024-02-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CS1188,VENDEUR_CERTAIN,2025-09-01,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97408000AC3442,VENDEUR_CERTAIN,2025-06-05,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AX1090,VENDEUR_CERTAIN,2025-10-22,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97415000DI0712,VENDEUR_CERTAIN,2025-07-11,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97411000DW0155,ACHETEUR_PROBABLE,2024-11-28,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97415000BZ0927,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DH1314,ACHETEUR_PROBABLE,2024-12-13,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97415000EO0393,ACHETEUR_PROBABLE,2024-06-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000HT0070,ACHETEUR_PROBABLE,2023-06-15,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0878,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BY0851,ACHETEUR_PROBABLE,2023-01-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000BN0562,ACHETEUR_PROBABLE,2024-09-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DI0102,VENDEUR_CERTAIN,2025-02-20,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97411000AD0244,ACHETEUR_PROBABLE,2023-12-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000AK0362,ACHETEUR_PROBABLE,2023-06-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000BX1584,ACHETEUR_PROBABLE,2024-07-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AM1144,VENDEUR_CERTAIN,2025-02-11,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97414000EN4120,ACHETEUR_PROBABLE,2024-11-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97418000AW0675,ACHETEUR_PROBABLE,2024-09-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000HP0238,ACHETEUR_PROBABLE,2024-10-22,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000ET1274,ACHETEUR_PROBABLE,2023-07-13,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97415000CZ0632,ACHETEUR_PROBABLE,2023-02-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AW0322,ACHETEUR_PROBABLE,2024-03-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AX0661,ACHETEUR_PROBABLE,2023-07-25,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AB0020,VENDEUR_CERTAIN,2025-07-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX2180,VENDEUR_CERTAIN,2025-08-18,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97418000AY0527,ACHETEUR_PROBABLE,2023-10-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000AM0317,ACHETEUR_PROBABLE,2024-09-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BY0845,ACHETEUR_PROBABLE,2023-04-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AD0629,VENDEUR_CERTAIN,2025-05-26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97406000AV1042,ACHETEUR_PROBABLE,2024-03-29,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97413000CU0046,ACHETEUR_PROBABLE,2024-08-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DT0131,ACHETEUR_PROBABLE,2024-01-26,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97416000HY1671,ACHETEUR_PROBABLE,2024-04-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EH0395,ACHETEUR_PROBABLE,2024-08-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CD0252,ACHETEUR_PROBABLE,2024-03-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97406000AR0087,ACHETEUR_PROBABLE,2023-07-07,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97411000DE0346,ACHETEUR_PROBABLE,2023-03-10,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000CP1721,ACHETEUR_PROBABLE,2023-07-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CW2913,VENDEUR_CERTAIN,2025-04-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97402000AH0137,ACHETEUR_PROBABLE,2024-02-29,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97416000EY0132,ACHETEUR_PROBABLE,2023-10-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CS1572,ACHETEUR_PROBABLE,2024-12-13,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97416000IA1851,ACHETEUR_PROBABLE,2024-11-21,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AK0248,ACHETEUR_PROBABLE,2023-02-15,18,pp,0,0,0,18,0,FRICHE:18
97424000AI2190,ACHETEUR_PROBABLE,2024-12-13,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97401000AL0377,ACHETEUR_PROBABLE,2024-11-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EN4122,ACHETEUR_PROBABLE,2024-11-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97411000DR0220,ACHETEUR_PROBABLE,2023-06-05,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000AO0607,VENDEUR_CERTAIN,2025-12-26,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97415000BZ0209,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CK0823,ACHETEUR_PROBABLE,2024-09-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BP0076,ACHETEUR_PROBABLE,2023-08-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DX0114,ACHETEUR_PROBABLE,2024-09-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CS1347,VENDEUR_CERTAIN,2025-02-25,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000HV0171,ACHETEUR_PROBABLE,2023-04-25,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BH0264,VENDEUR_CERTAIN,2025-10-14,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97407000BL0239,ACHETEUR_PROBABLE,2024-01-09,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97415000AC0003,VENDEUR_CERTAIN,2025-08-28,28,pm,20,0,0,8,0,BODACC_SAUVEGARDE:20;DVF_TENURE_OBS5:8
97416000ET2107,VENDEUR_CERTAIN,2025-09-29,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97415000BK0096,VENDEUR_CERTAIN,2025-10-14,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97411000AL0447,VENDEUR_CERTAIN,2025-11-24,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97415000BV0460,ACHETEUR_PROBABLE,2023-02-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BV1647,VENDEUR_CERTAIN,2025-05-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000AY1528,VENDEUR_CERTAIN,2025-12-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000AM1674,ACHETEUR_PROBABLE,2023-08-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BD1229,ACHETEUR_PROBABLE,2023-07-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BV1644,VENDEUR_CERTAIN,2025-05-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DW0015,ACHETEUR_PROBABLE,2023-10-02,12,pm,0,12,0,0,0,RNE_DIRIGEANT_65:12
97407000AO0108,ACHETEUR_PROBABLE,2024-01-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97424000AH0672,ACHETEUR_PROBABLE,2023-03-08,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97415000AH0742,ACHETEUR_PROBABLE,2023-03-09,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BL1233,ACHETEUR_PROBABLE,2023-05-25,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97416000CX0560,ACHETEUR_PROBABLE,2024-06-25,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000CT1626,VENDEUR_CERTAIN,2025-01-21,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000CV0521,ACHETEUR_PROBABLE,2023-10-30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97417000BC0096,ACHETEUR_PROBABLE,2024-12-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AY0329,VENDEUR_CERTAIN,2025-04-18,16,pm,0,12,4,0,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4
97422000CS1603,ACHETEUR_PROBABLE,2024-12-02,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97416000HN0851,ACHETEUR_PROBABLE,2024-06-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0871,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AH0875,VENDEUR_CERTAIN,2025-12-16,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AP1836,ACHETEUR_PROBABLE,2023-12-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DW0124,VENDEUR_CERTAIN,2025-08-05,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97411000AC0068,ACHETEUR_PROBABLE,2024-09-11,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000EN4034,ACHETEUR_PROBABLE,2024-11-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97420000AZ0821,VENDEUR_CERTAIN,2025-02-25,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97402000AH1310,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BC1875,ACHETEUR_PROBABLE,2023-11-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000BZ0378,ACHETEUR_PROBABLE,2023-12-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AK1609,ACHETEUR_PROBABLE,2023-09-19,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BK1128,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0899,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CH0908,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000BM1418,ACHETEUR_PROBABLE,2024-06-28,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97408000AB0408,ACHETEUR_PROBABLE,2023-12-06,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BK0112,ACHETEUR_PROBABLE,2023-09-18,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97422000AX0763,ACHETEUR_PROBABLE,2024-04-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AY0597,VENDEUR_CERTAIN,2025-10-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AX1100,VENDEUR_CERTAIN,2025-03-05,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97401000AR1202,VENDEUR_CERTAIN,2025-08-22,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97409000AS0329,ACHETEUR_PROBABLE,2024-07-08,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97409000AX1098,VENDEUR_CERTAIN,2025-06-16,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97415000HI0533,ACHETEUR_PROBABLE,2024-02-28,18,copro,0,0,10,8,0,GEO_HORS_ILE:10;DVF_TENURE_OBS5:8
97418000BK0101,ACHETEUR_PROBABLE,2023-11-15,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BN0709,ACHETEUR_PROBABLE,2024-09-25,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000BK0482,ACHETEUR_PROBABLE,2024-10-31,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97405000AO0175,ACHETEUR_PROBABLE,2024-07-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AK0310,ACHETEUR_PROBABLE,2023-08-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AK0189,ACHETEUR_PROBABLE,2023-06-16,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97419000AI0500,ACHETEUR_PROBABLE,2024-09-24,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97417000AO0385,ACHETEUR_PROBABLE,2024-12-16,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97407000AV0016,ACHETEUR_PROBABLE,2024-08-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DL0645,VENDEUR_CERTAIN,2025-09-02,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97413000CX1803,VENDEUR_CERTAIN,2025-09-22,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97415000ET0676,ACHETEUR_PROBABLE,2023-07-13,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97422000EH0123,ACHETEUR_PROBABLE,2023-12-28,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97415000ET1662,ACHETEUR_PROBABLE,2024-07-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000DH0486,VENDEUR_CERTAIN,2025-05-30,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CY1087,ACHETEUR_PROBABLE,2023-09-14,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97415000CH0909,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97405000AV0445,ACHETEUR_PROBABLE,2024-05-10,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
