idu,commune,surface_m2,residuel_m2,ratio_lot,facade_m,zone,elim_ratio,elim_zone_an,elim_rnu_hors_pau
97420000AB1562,Sainte-Suzanne,2944,2083,0.708,108.8,A,True,True,False
97420000AB1541,Sainte-Suzanne,2114,1480,0.700,27.9,U,True,False,False
97420000AB1535,Sainte-Suzanne,2371,867,0.366,16.5,U,False,False,False
97420000AB2015,Sainte-Suzanne,3149,2625,0.834,25.0,U,True,False,False
97420000AB1576,Sainte-Suzanne,1978,1573,0.795,12.0,U,True,False,False
97420000AB1567,Sainte-Suzanne,3535,2731,0.773,14.5,U,True,False,False
97420000AC1043,Sainte-Suzanne,5013,2435,0.486,21.5,U,False,False,False
97407000AB0078,Le Port,4371,2885,0.660,29.8,U,True,False,False
97407000AI0670,Le Port,2972,1427,0.480,26.0,U,False,False,False
97407000AI1764,Le Port,4580,1758,0.384,38.3,U,False,False,False
97407000AL1511,Le Port,2992,1441,0.481,64.6,U,False,False,False
97407000AL1553,Le Port,2856,1036,0.363,17.5,U,False,False,False
97407000AL0736,Le Port,5780,2303,0.398,21.7,U,False,False,False
97407000AO1058,Le Port,2026,914,0.451,14.1,U,False,False,False
97407000AS1206,Le Port,5329,4448,0.835,12.2,U,True,False,False
97407000AS0189,Le Port,2442,735,0.301,30.8,U,False,False,False
97407000AS0181,Le Port,3227,1764,0.547,31.4,U,True,False,False
97407000AV0106,Le Port,2965,1822,0.615,22.3,U,True,False,False
97407000AX0079,Le Port,4732,2711,0.573,15.0,U,True,False,False
97407000AY0145,Le Port,3456,2469,0.714,231.0,U,True,False,False
97407000BE0118,Le Port,4956,1936,0.391,37.9,U,False,False,False
97407000BE0001,Le Port,4882,2113,0.433,162.1,U,False,False,False
97407000BI0222,Le Port,5056,2333,0.461,48.1,U,False,False,False
97407000AH0489,Le Port,2996,1524,0.509,40.8,U,True,False,False
97407000AK1480,Le Port,4330,2263,0.523,52.7,U,True,False,False
97407000AO1254,Le Port,4086,3634,0.889,18.3,U,True,False,False
97407000AY0092,Le Port,4931,3365,0.682,12.0,U,True,False,False
97407000AY0002,Le Port,3830,3219,0.841,13.7,U,True,False,False
97407000BC0485,Le Port,4272,1707,0.400,17.7,U,False,False,False
97407000AH0961,Le Port,2194,1132,0.516,30.0,U,True,False,False
97407000AK1479,Le Port,4976,3447,0.693,198.3,U,True,False,False
97404000AC0662,L'Étang-Salé,4221,3475,0.823,115.8,A,True,True,False
97404000AC1007,L'Étang-Salé,5061,4486,0.886,64.6,A,True,True,False
97404000AC1200,L'Étang-Salé,5395,4065,0.754,66.6,A,True,True,False
97404000AD0535,L'Étang-Salé,3285,2495,0.760,96.3,A,True,True,False
97404000AD0675,L'Étang-Salé,3089,2562,0.829,59.0,A,True,True,False
97404000AD0874,L'Étang-Salé,1719,1169,0.680,78.7,A,True,True,False
97404000AD1532,L'Étang-Salé,3176,2713,0.854,56.1,N,True,True,False
97404000AD0965,L'Étang-Salé,2388,1941,0.813,134.4,A,True,True,False
97404000AD1221,L'Étang-Salé,3039,2635,0.867,70.6,A,True,True,False
97404000AD0302,L'Étang-Salé,1966,1486,0.756,142.1,U,True,False,False
97404000AD1162,L'Étang-Salé,3045,2300,0.755,162.9,U,True,False,False
97404000AD0498,L'Étang-Salé,1403,997,0.710,31.2,U,True,False,False
97404000AD1025,L'Étang-Salé,1357,957,0.705,41.5,U,True,False,False
97404000AE0876,L'Étang-Salé,4140,3677,0.888,142.5,U,True,False,False
97404000AE0751,L'Étang-Salé,3084,2423,0.786,32.8,U,True,False,False
97404000AE0046,L'Étang-Salé,2909,2214,0.761,30.3,N,True,True,False
97404000AE0997,L'Étang-Salé,1361,925,0.680,47.0,A,True,True,False
97404000AE0157,L'Étang-Salé,1677,1273,0.759,49.9,U,True,False,False
97404000AE1495,L'Étang-Salé,1612,1000,0.620,64.1,U,True,False,False
97404000AE0305,L'Étang-Salé,1560,1065,0.682,64.6,U,True,False,False
97404000AE0306,L'Étang-Salé,1483,1059,0.714,25.4,U,True,False,False
97404000AE0121,L'Étang-Salé,2509,1984,0.791,42.3,U,True,False,False
97404000AD0277,L'Étang-Salé,4707,4188,0.890,17.8,A,True,True,False
97404000AD0350,L'Étang-Salé,3838,3084,0.804,29.5,N,True,True,False
97404000AD0803,L'Étang-Salé,3348,2937,0.877,82.3,A,True,True,False
97404000AD1296,L'Étang-Salé,5807,4925,0.848,34.5,U,True,False,False
97404000AD0585,L'Étang-Salé,5887,4779,0.812,25.4,A,True,True,False
97404000AD0652,L'Étang-Salé,4486,2984,0.665,35.1,A,True,True,False
97404000AD0486,L'Étang-Salé,1154,587,0.509,15.4,A,True,True,False
97404000AD0653,L'Étang-Salé,2518,1974,0.784,23.4,A,True,True,False
97404000AD0890,L'Étang-Salé,1987,1485,0.748,20.5,A,True,True,False
97404000AD1274,L'Étang-Salé,1577,1128,0.716,42.1,A,True,True,False
97404000AD0646,L'Étang-Salé,4732,4168,0.881,119.8,A,True,True,False
97404000AD1007,L'Étang-Salé,2277,1755,0.771,81.5,U,True,False,False
97404000AE1375,L'Étang-Salé,2742,1902,0.694,250.1,U,True,False,False
97404000AE1206,L'Étang-Salé,2977,2500,0.840,101.4,U,True,False,False
97404000AH0385,L'Étang-Salé,1259,640,0.508,129.1,U,True,False,False
97404000AH0550,L'Étang-Salé,4261,3739,0.878,130.2,N,True,True,False
97404000AH0159,L'Étang-Salé,1332,926,0.695,91.1,U,True,False,False
97404000AI2350,L'Étang-Salé,3097,2457,0.793,41.0,U,True,False,False
97404000AI0343,L'Étang-Salé,4605,3543,0.769,49.1,A,True,True,False
97404000AI2121,L'Étang-Salé,1232,699,0.567,18.9,U,True,False,False
97404000AI0368,L'Étang-Salé,1529,1049,0.686,47.5,U,True,False,False
97404000AI0413,L'Étang-Salé,1379,977,0.709,86.1,U,True,False,False
97404000AI2090,L'Étang-Salé,1584,1083,0.684,12.1,U,True,False,False
97404000AI2079,L'Étang-Salé,1732,1064,0.614,12.0,U,True,False,False
97404000AI0392,L'Étang-Salé,2956,2331,0.788,106.8,U,True,False,False
97404000AL1456,L'Étang-Salé,3173,2534,0.799,19.0,A,True,True,False
97404000AL0155,L'Étang-Salé,4177,3061,0.733,14.7,A,True,True,False
97404000AL0519,L'Étang-Salé,1832,1241,0.677,12.0,U,True,False,False
97404000AM1017,L'Étang-Salé,3100,1822,0.588,52.4,A,True,True,False
97404000AM0778,L'Étang-Salé,3771,2990,0.793,44.1,U,True,False,False
97404000AM0993,L'Étang-Salé,3086,2531,0.820,42.8,A,True,True,False
97404000AM1154,L'Étang-Salé,1999,1590,0.796,17.5,A,True,True,False
97404000AM0895,L'Étang-Salé,2472,1676,0.678,37.3,A,True,True,False
97404000AM0728,L'Étang-Salé,1573,1140,0.725,34.7,A,True,True,False
97404000AM0267,L'Étang-Salé,5055,2839,0.562,22.8,U,True,False,False
97404000AM0612,L'Étang-Salé,1410,1005,0.713,15.9,U,True,False,False
97404000AT0042,L'Étang-Salé,1704,1002,0.588,31.4,U,True,False,False
97404000AV0460,L'Étang-Salé,1247,639,0.513,14.6,U,True,False,False
97404000AV0290,L'Étang-Salé,1323,824,0.622,27.2,U,True,False,False
97404000AV0138,L'Étang-Salé,3290,2140,0.650,34.0,U,True,False,False
97404000AV0200,L'Étang-Salé,1375,973,0.707,94.4,U,True,False,False
97404000AW0108,L'Étang-Salé,1821,1341,0.736,54.8,U,True,False,False
97404000AW0571,L'Étang-Salé,1420,964,0.678,15.0,U,True,False,False
97404000AX0536,L'Étang-Salé,4173,3111,0.745,15.0,U,True,False,False
97404000AX0324,L'Étang-Salé,1717,590,0.344,16.6,U,False,False,False
97404000AX0147,L'Étang-Salé,1888,1005,0.533,61.7,U,True,False,False
97404000AY0462,L'Étang-Salé,3909,946,0.242,22.1,U,False,False,False
97404000AY0423,L'Étang-Salé,4875,966,0.198,37.7,U,False,False,False
97404000AY0105,L'Étang-Salé,5693,2663,0.468,54.4,U,False,False,False
97404000AY0420,L'Étang-Salé,1966,1371,0.698,54.4,U,True,False,False
97404000AY0056,L'Étang-Salé,2174,1650,0.759,52.3,U,True,False,False
97404000AY0457,L'Étang-Salé,4391,2026,0.461,18.7,U,False,False,False
97404000BA0134,L'Étang-Salé,2800,1151,0.411,38.0,U,False,False,False
97404000AH0031,L'Étang-Salé,2978,2152,0.723,74.4,A,True,True,False
97404000AH0014,L'Étang-Salé,4475,3865,0.864,154.1,A,True,True,False
97404000AH0901,L'Étang-Salé,1460,702,0.481,14.6,A,False,True,False
97404000AH0690,L'Étang-Salé,1683,1133,0.673,45.6,U,True,False,False
97404000AH0640,L'Étang-Salé,2469,1679,0.680,146.8,U,True,False,False
97404000AH0153,L'Étang-Salé,1976,1454,0.736,27.6,U,True,False,False
97404000AH0937,L'Étang-Salé,2388,1958,0.820,52.2,N,True,True,False
97404000AH0736,L'Étang-Salé,2600,1944,0.747,233.7,U,True,False,False
97404000AL1621,L'Étang-Salé,5633,4586,0.814,31.0,A,True,True,False
97404000AL0827,L'Étang-Salé,3076,2358,0.767,26.0,A,True,True,False
97404000AL1350,L'Étang-Salé,1869,1221,0.654,29.7,A,True,True,False
97404000AL1102,L'Étang-Salé,4361,3142,0.720,17.6,A,True,True,False
97404000AL1101,L'Étang-Salé,1543,736,0.477,23.6,A,False,True,False
97404000AL1260,L'Étang-Salé,1121,707,0.631,12.3,A,True,True,False
97404000AM0894,L'Étang-Salé,2461,1712,0.696,76.8,A,True,True,False
97404000AM0608,L'Étang-Salé,3866,3020,0.781,41.5,A,True,True,False
97404000AM0724,L'Étang-Salé,4836,3406,0.704,24.1,U,True,False,False
97404000AM0716,L'Étang-Salé,3168,1913,0.604,21.1,U,True,False,False
97404000AM1140,L'Étang-Salé,2659,1874,0.705,107.6,AUc,True,False,False
97404000AM0486,L'Étang-Salé,4672,3575,0.765,22.2,AUc,True,False,False
97404000AM0721,L'Étang-Salé,4270,1916,0.449,57.8,U,False,False,False
97404000AM0689,L'Étang-Salé,3266,2535,0.776,55.9,U,True,False,False
97404000AM0649,L'Étang-Salé,1815,1219,0.672,25.9,A,True,True,False
97404000AM0147,L'Étang-Salé,1658,616,0.371,23.6,A,False,True,False
97404000AN0316,L'Étang-Salé,4151,2771,0.668,125.1,U,True,False,False
97404000AR0371,L'Étang-Salé,3703,3156,0.852,28.9,N,True,True,False
97404000AR0166,L'Étang-Salé,1321,785,0.594,46.7,N,True,True,False
97404000AS0082,L'Étang-Salé,1334,926,0.694,54.9,U,True,False,False
97404000AT0122,L'Étang-Salé,1915,1476,0.771,15.0,U,True,False,False
97404000AV0016,L'Étang-Salé,4421,3501,0.792,78.2,U,True,False,False
97404000AV0031,L'Étang-Salé,1068,651,0.609,37.1,U,True,False,False
97404000AC0519,L'Étang-Salé,4275,3628,0.849,93.2,A,True,True,False
97404000AC0255,L'Étang-Salé,4961,4210,0.849,77.3,N,True,True,False
97404000AC0942,L'Étang-Salé,1774,1261,0.711,30.8,A,True,True,False
97404000AC0858,L'Étang-Salé,1708,1289,0.755,12.2,A,True,True,False
97404000AC1298,L'Étang-Salé,4537,3873,0.854,118.3,A,True,True,False
97404000AC0300,L'Étang-Salé,1896,1376,0.726,20.2,U,True,False,False
97404000AC0769,L'Étang-Salé,1961,1544,0.788,323.3,U,True,False,False
97404000AC0295,L'Étang-Salé,2758,1980,0.718,151.0,U,True,False,False
97404000AC0423,L'Étang-Salé,3233,2763,0.855,70.8,A,True,True,False
97404000AC0528,L'Étang-Salé,1642,1242,0.756,87.3,U,True,False,False
97404000AC1268,L'Étang-Salé,2199,1521,0.692,56.5,A,True,True,False
97404000AC0532,L'Étang-Salé,2614,1854,0.710,90.2,U,True,False,False
97404000AC0083,L'Étang-Salé,1550,1145,0.739,65.3,A,True,True,False
97404000AC0264,L'Étang-Salé,3690,3012,0.816,125.1,A,True,True,False
97404000AC1213,L'Étang-Salé,5332,4658,0.874,71.2,A,True,True,False
97404000AC0206,L'Étang-Salé,3461,3038,0.878,78.3,A,True,True,False
97404000AC0679,L'Étang-Salé,2424,1996,0.823,71.9,A,True,True,False
97404000AD1283,L'Étang-Salé,4978,4279,0.860,88.5,A,True,True,False
97404000AD0896,L'Étang-Salé,1783,1350,0.757,60.0,U,True,False,False
97404000AD1262,L'Étang-Salé,2452,1945,0.793,122.1,A,True,True,False
97404000AD0962,L'Étang-Salé,2188,1577,0.721,105.9,U,True,False,False
97404000AE0737,L'Étang-Salé,4115,3550,0.863,213.8,A,True,True,False
97404000AE0744,L'Étang-Salé,2193,1741,0.794,18.1,U,True,False,False
97401000AI0643,Les Avirons,4184,2801,0.670,150.9,A,True,True,False
97401000AI1046,Les Avirons,5308,4447,0.838,13.1,U,True,False,False
97401000AI0392,Les Avirons,2579,2169,0.841,23.4,A,True,True,False
97401000AH0168,Les Avirons,5756,5234,0.909,551.0,A,True,True,False
97401000AH0208,Les Avirons,5884,5297,0.900,141.1,A,True,True,False
97401000AH0034,Les Avirons,3286,2712,0.825,24.5,A,True,True,False
97401000AH0232,Les Avirons,2789,2371,0.850,18.1,A,True,True,False
97401000AI0581,Les Avirons,3907,3136,0.803,273.2,U,True,False,False
97401000AI0635,Les Avirons,2554,2141,0.838,163.8,AUc,True,False,False
97401000AI1133,Les Avirons,2654,2058,0.775,204.0,U,True,False,False
97401000AI0424,Les Avirons,2603,2022,0.777,56.0,A,True,True,False
97401000AI0527,Les Avirons,1719,1193,0.694,226.5,U,True,False,False
97401000AI0980,Les Avirons,1512,1033,0.683,48.7,U,True,False,False
97401000AI0990,Les Avirons,1779,1297,0.729,76.9,U,True,False,False
97401000AM0836,Les Avirons,3237,2555,0.789,79.3,U,True,False,False
97401000AM1044,Les Avirons,2229,1608,0.722,136.9,N,True,True,False
97401000AM1166,Les Avirons,1768,1354,0.766,131.6,N,True,True,False
97401000AM1640,Les Avirons,1699,1173,0.690,116.1,U,True,False,False
97401000AN0819,Les Avirons,1200,798,0.665,38.4,U,True,False,False
97401000AN1047,Les Avirons,2831,2317,0.818,88.0,N,True,True,False
97401000AN0985,Les Avirons,1522,1043,0.685,74.9,U,True,False,False
97401000AN1282,Les Avirons,2941,2219,0.754,233.0,A,True,True,False
97401000AN0593,Les Avirons,2651,2089,0.788,18.9,AUc,True,False,False
97401000AN1077,Les Avirons,1662,1262,0.759,51.2,A,True,True,False
97401000AN1287,Les Avirons,2007,1594,0.794,28.0,N,True,True,False
97401000AO0858,Les Avirons,3816,3321,0.870,119.6,U,True,False,False
97401000AO0765,Les Avirons,2610,1979,0.758,29.4,U,True,False,False
97401000AO0486,Les Avirons,2915,2115,0.726,19.4,A,True,True,False
97401000AO0655,Les Avirons,2265,1777,0.785,27.0,A,True,True,False
97401000AO0484,Les Avirons,2727,1983,0.727,21.2,A,True,True,False
97401000AO0279,Les Avirons,2022,1481,0.732,336.4,A,True,True,False
97401000AP0177,Les Avirons,3763,2727,0.725,13.7,A,True,True,False
97401000AP0574,Les Avirons,1672,1179,0.705,71.5,A,True,True,False
97401000AP0971,Les Avirons,2124,1504,0.708,27.3,N,True,True,False
97401000AP1020,Les Avirons,1753,1334,0.761,18.5,A,True,True,False
97401000AP1043,Les Avirons,3587,3071,0.856,189.9,A,True,True,False
97401000AP0316,Les Avirons,2472,2033,0.822,54.8,A,True,True,False
97401000AI0503,Les Avirons,3186,2760,0.866,67.1,A,True,True,False
97401000AL0367,Les Avirons,5693,5076,0.892,79.8,A,True,True,False
97401000AL0208,Les Avirons,5604,5001,0.892,183.4,A,True,True,False
97401000AL0003,Les Avirons,5465,4853,0.888,52.4,N,True,True,False
97401000AL0472,Les Avirons,4082,3366,0.825,259.2,A,True,True,False
97401000AL0189,Les Avirons,5008,3920,0.783,18.4,U,True,False,False
97401000AL0398,Les Avirons,2119,1620,0.764,72.1,A,True,True,False
97401000AL0528,Les Avirons,3413,2740,0.803,77.6,U,True,False,False
97401000AL0625,Les Avirons,1884,1439,0.764,35.3,U,True,False,False
97401000AL0624,Les Avirons,1843,1393,0.755,379.2,U,True,False,False
97401000AM0772,Les Avirons,3780,3108,0.822,278.5,U,True,False,False
97401000AM1706,Les Avirons,2852,2323,0.815,123.4,U,True,False,False
97401000AM0536,Les Avirons,1523,1063,0.698,21.9,U,True,False,False
97401000AM0029,Les Avirons,4081,3437,0.842,13.9,U,True,False,False
97401000AM0550,Les Avirons,1345,892,0.663,56.7,U,True,False,False
97401000AM0359,Les Avirons,1110,703,0.633,103.6,U,True,False,False
97401000AM1420,Les Avirons,3705,2856,0.771,96.6,A,True,True,False
97401000AR0483,Les Avirons,5466,4262,0.780,20.6,A,True,True,False
97401000AR0392,Les Avirons,3597,2917,0.811,64.7,A,True,True,False
97401000AR0240,Les Avirons,3775,2517,0.667,135.7,U,True,False,False
97401000AR0177,Les Avirons,4045,3451,0.853,74.4,N,True,True,False
97401000AR1033,Les Avirons,3382,2674,0.791,265.1,A,True,True,False
97401000AR0589,Les Avirons,2558,2035,0.795,216.5,U,True,False,False
97401000AR1456,Les Avirons,1614,1110,0.688,113.1,A,True,True,False
97401000AR1196,Les Avirons,2083,1654,0.794,18.4,U,True,False,False
97401000AR1194,Les Avirons,2474,2038,0.824,60.0,U,True,False,False
97401000AR1110,Les Avirons,5695,5223,0.917,469.1,A,True,True,False
97401000AR0588,Les Avirons,3580,2535,0.708,177.8,A,True,True,False
97401000AR0179,Les Avirons,4882,3409,0.698,402.8,N,True,True,False
97401000AR1386,Les Avirons,1532,1079,0.704,87.8,N,True,True,False
97401000AS0235,Les Avirons,1802,1207,0.670,17.1,U,True,False,False
97401000AS0696,Les Avirons,2281,1712,0.750,27.6,U,True,False,False
97401000AS0684,Les Avirons,2421,1737,0.717,46.5,A,True,True,False
97401000AS0813,Les Avirons,2084,1642,0.788,27.2,U,True,False,False
97401000AS0839,Les Avirons,1925,1396,0.725,103.5,U,True,False,False
97401000AS0956,Les Avirons,3794,2870,0.756,106.2,U,True,False,False
97401000AS0109,Les Avirons,1691,1042,0.616,51.9,U,True,False,False
97401000AS0802,Les Avirons,1760,1296,0.737,77.6,U,True,False,False
97401000AS0804,Les Avirons,2071,1637,0.790,135.5,U,True,False,False
97401000AT0710,Les Avirons,5971,5198,0.871,131.4,U,True,False,False
97401000AT0540,Les Avirons,5385,4165,0.773,49.2,U,True,False,False
97401000AT0721,Les Avirons,2356,1666,0.707,76.0,U,True,False,False
97401000AT0105,Les Avirons,3079,2665,0.866,19.4,N,True,True,False
97401000AT0256,Les Avirons,2767,2299,0.831,19.1,N,True,True,False
97401000AT0024,Les Avirons,3287,2762,0.840,129.3,N,True,True,False
97401000AN0601,Les Avirons,2146,1603,0.747,45.0,N,True,True,False
97401000AO0451,Les Avirons,3697,2997,0.811,86.0,A,True,True,False
97401000AO0514,Les Avirons,3627,3124,0.861,32.6,A,True,True,False
97401000AO0515,Les Avirons,3380,2930,0.867,44.8,A,True,True,False
97401000AO0467,Les Avirons,2164,1693,0.783,58.7,A,True,True,False
97401000AP1241,Les Avirons,5080,3539,0.697,56.7,A,True,True,False
97401000AP0690,Les Avirons,4289,3879,0.905,21.2,A,True,True,False
97401000AP0161,Les Avirons,4674,4095,0.876,90.1,A,True,True,False
97401000AP0158,Les Avirons,4526,3888,0.859,108.1,A,True,True,False
97401000AP0425,Les Avirons,3583,2562,0.715,71.3,A,True,True,False
97401000AP0414,Les Avirons,3592,3057,0.851,32.7,A,True,True,False
97401000AP0951,Les Avirons,1462,924,0.632,23.2,N,True,True,False
97401000AP0970,Les Avirons,3302,2314,0.701,55.4,U,True,False,False
97401000AP0870,Les Avirons,1969,1512,0.768,160.8,U,True,False,False
97401000AP0438,Les Avirons,3591,3158,0.879,37.3,A,True,True,False
97401000AP0833,Les Avirons,2264,1828,0.807,170.2,A,True,True,False
97401000AP0832,Les Avirons,2121,1664,0.785,81.5,A,True,True,False
97401000AP1084,Les Avirons,3195,2153,0.674,181.5,A,True,True,False
97401000AP0845,Les Avirons,3133,2452,0.783,140.5,N,True,True,False
97401000AP1082,Les Avirons,2506,1981,0.790,110.6,A,True,True,False
97401000AP1081,Les Avirons,2584,2160,0.836,232.5,A,True,True,False
97401000AP0555,Les Avirons,3766,2489,0.661,138.9,A,True,True,False
97401000AP0267,Les Avirons,2958,2271,0.768,47.3,U,True,False,False
97401000AP0923,Les Avirons,3419,2741,0.802,18.2,U,True,False,False
97401000AD0875,Les Avirons,3380,2781,0.823,200.0,A,True,True,False
97401000AD0237,Les Avirons,4834,4174,0.863,255.0,A,True,True,False
97401000AD1006,Les Avirons,1780,1311,0.736,121.7,U,True,False,False
97401000AD0880,Les Avirons,3444,2634,0.765,84.1,A,True,True,False
97401000AD1211,Les Avirons,2997,2566,0.856,216.2,A,True,True,False
97401000AD1310,Les Avirons,1475,1069,0.724,158.0,U,True,False,False
97401000AD1051,Les Avirons,1509,1067,0.707,125.9,U,True,False,False
97401000AD0016,Les Avirons,5013,4493,0.896,96.0,A,True,True,False
97421000AB0212,Salazie,1965,1558,0.793,15.0,A,True,True,False
97421000AZ0218,Salazie,1448,814,0.562,16.6,U,True,False,False
97421000AE0065,Salazie,5750,4828,0.840,275.3,N,True,True,False
97421000AB0109,Salazie,4580,4100,0.895,24.9,A,True,True,False
97421000AB0361,Salazie,3766,3034,0.806,55.8,N,True,True,False
97421000AB0359,Salazie,2261,1765,0.781,13.3,N,True,True,False
97421000AB0210,Salazie,1944,1380,0.710,15.8,A,True,True,False
97421000AB0387,Salazie,3017,2547,0.844,19.2,A,True,True,False
97421000AB0018,Salazie,5579,4842,0.868,33.5,A,True,True,False
97421000AB0336,Salazie,1732,1220,0.704,42.1,A,True,True,False
97421000AC0007,Salazie,5985,5107,0.853,28.7,N,True,True,False
97421000AC0264,Salazie,5457,3235,0.593,125.1,A,True,True,False
97421000AC0122,Salazie,3880,3073,0.792,15.7,N,True,True,False
97421000AC0047,Salazie,5080,4100,0.807,88.2,A,True,True,False
97421000AC0151,Salazie,1551,1024,0.660,33.9,N,True,True,False
97421000AC0251,Salazie,3178,2483,0.781,25.7,U,True,False,False
97421000AE0230,Salazie,3482,3040,0.873,42.0,N,True,True,False
97421000AI0147,Salazie,2011,1465,0.729,22.4,U,True,False,False
97421000AI0214,Salazie,1936,1507,0.779,50.1,U,True,False,False
97421000AI0475,Salazie,1829,1114,0.609,32.2,U,True,False,False
97421000AI0209,Salazie,1658,799,0.482,13.5,U,False,False,False
97421000AI0213,Salazie,1511,711,0.471,13.2,U,False,False,False
97421000AK0271,Salazie,3764,2942,0.782,61.0,U,True,False,False
