idu,commune,surface_m2,residuel_m2,ratio_lot,facade_m,zone,elim_ratio,elim_zone_an,elim_rnu_hors_pau
97422000BL0616,Le Tampon,1228,791,0.644,18.4,U,True,False,False
97422000BL0824,Le Tampon,3130,2646,0.845,42.1,A,True,True,False
97422000BL1344,Le Tampon,2531,2110,0.834,53.1,A,True,True,False
97422000BL0008,Le Tampon,3146,2716,0.863,107.0,A,True,True,False
97422000BL1511,Le Tampon,2108,1602,0.760,41.1,A,True,True,False
97422000BL1430,Le Tampon,2333,1865,0.799,98.4,U,True,False,False
97422000BL0019,Le Tampon,1899,1463,0.770,18.1,A,True,True,False
97422000BL0036,Le Tampon,1860,1316,0.708,99.6,A,True,True,False
97422000BL0946,Le Tampon,3078,2126,0.691,122.1,U,True,False,False
97422000BL0041,Le Tampon,3060,2613,0.854,184.9,A,True,True,False
97422000BM0375,Le Tampon,4691,3862,0.823,72.8,A,True,True,False
97422000BM0362,Le Tampon,4947,4286,0.866,135.4,A,True,True,False
97422000BM0518,Le Tampon,2307,1742,0.755,22.3,A,True,True,False
97422000BM0785,Le Tampon,1805,1373,0.760,147.9,U,True,False,False
97422000BM0601,Le Tampon,1875,1365,0.728,109.1,U,True,False,False
97422000BM1343,Le Tampon,1995,1498,0.751,16.5,U,True,False,False
97422000BM1315,Le Tampon,1830,1419,0.775,186.2,U,True,False,False
97422000BM1353,Le Tampon,2123,1338,0.630,108.1,U,True,False,False
97422000BM0841,Le Tampon,3569,2997,0.840,15.3,U,True,False,False
97422000BM1036,Le Tampon,2417,1440,0.596,36.7,U,True,False,False
97422000BM0825,Le Tampon,3030,2488,0.821,37.9,A,True,True,False
97422000BM0371,Le Tampon,4357,3802,0.873,43.4,A,True,True,False
97422000BM0783,Le Tampon,3194,2293,0.718,73.1,A,True,True,False
97422000BM1186,Le Tampon,1253,812,0.648,51.8,A,True,True,False
97422000BM0838,Le Tampon,1945,1363,0.700,140.2,A,True,True,False
97422000BM0839,Le Tampon,1994,1416,0.710,19.8,A,True,True,False
97422000BM0694,Le Tampon,2839,2411,0.849,55.6,A,True,True,False
97422000BM1282,Le Tampon,2149,1556,0.724,105.6,A,True,True,False
97422000BN0373,Le Tampon,3053,2539,0.831,21.7,N,True,True,False
97422000BN0513,Le Tampon,3651,3075,0.842,36.4,U,True,False,False
97422000BN0826,Le Tampon,3867,2890,0.747,193.0,U,True,False,False
97422000BN2082,Le Tampon,2700,1623,0.601,67.0,U,True,False,False
97422000BN1565,Le Tampon,1446,955,0.660,79.0,U,True,False,False
97422000BN0596,Le Tampon,1823,1361,0.747,46.3,U,True,False,False
97422000BN0800,Le Tampon,2641,1490,0.564,17.6,U,True,False,False
97422000BN0222,Le Tampon,1702,1108,0.651,41.6,U,True,False,False
97422000BN1851,Le Tampon,1926,1221,0.634,103.0,U,True,False,False
97422000BN1852,Le Tampon,1354,906,0.670,30.5,U,True,False,False
97422000BN0538,Le Tampon,2362,1076,0.456,81.9,U,False,False,False
97422000BN0779,Le Tampon,2758,2145,0.778,40.5,U,True,False,False
97422000BN2510,Le Tampon,1866,1365,0.732,59.0,U,True,False,False
97422000BN1009,Le Tampon,3482,3057,0.878,40.6,U,True,False,False
97422000BN2957,Le Tampon,3315,2858,0.862,21.4,U,True,False,False
97422000BN1658,Le Tampon,2885,2341,0.811,115.6,U,True,False,False
97422000BO0954,Le Tampon,4273,2898,0.678,36.8,N,True,True,False
97422000BO1578,Le Tampon,5664,5014,0.885,106.3,A,True,True,False
97422000BO0774,Le Tampon,1458,1026,0.704,64.4,A,True,True,False
97422000BO0885,Le Tampon,2082,1503,0.722,313.7,U,True,False,False
97422000BO1043,Le Tampon,2832,2249,0.794,120.8,A,True,True,False
97422000BO0551,Le Tampon,4626,4139,0.895,49.3,A,True,True,False
97422000BO0027,Le Tampon,4564,4106,0.900,55.3,A,True,True,False
97422000BO0700,Le Tampon,5817,4168,0.717,247.2,U,True,False,False
97422000BO0084,Le Tampon,3817,3288,0.861,31.5,AUc,True,False,False
97422000BO0727,Le Tampon,1467,1032,0.703,81.8,U,True,False,False
97422000BO0432,Le Tampon,1732,1281,0.740,73.4,U,True,False,False
97422000BO1576,Le Tampon,3356,2739,0.816,109.7,A,True,True,False
97422000BO0857,Le Tampon,1714,1286,0.750,28.2,U,True,False,False
97422000BO0189,Le Tampon,1759,1228,0.698,106.2,U,True,False,False
97422000BO0462,Le Tampon,2048,1310,0.640,41.5,A,True,True,False
97422000BO1099,Le Tampon,2121,1361,0.642,87.0,A,True,True,False
97422000BO0799,Le Tampon,3385,2620,0.774,75.9,A,True,True,False
97422000BO0319,Le Tampon,1706,1301,0.763,18.4,N,True,True,False
97422000BO1144,Le Tampon,3280,2852,0.870,194.7,U,True,False,False
97422000BO0776,Le Tampon,1394,946,0.679,15.5,U,True,False,False
97422000BO0777,Le Tampon,1667,1103,0.662,15.2,U,True,False,False
97422000BO0833,Le Tampon,2569,1627,0.633,41.8,U,True,False,False
97422000BP0540,Le Tampon,2952,2518,0.853,108.4,A,True,True,False
97422000BP1926,Le Tampon,5616,4430,0.789,13.4,A,True,True,False
97422000BP1575,Le Tampon,3470,3063,0.883,412.5,A,True,True,False
97422000BP1786,Le Tampon,2329,1673,0.718,215.3,AUs,True,False,False
97422000BP0135,Le Tampon,2165,1722,0.795,19.9,A,True,True,False
97422000BP1592,Le Tampon,1789,1303,0.728,104.4,U,True,False,False
97422000BP1808,Le Tampon,2785,1832,0.658,42.9,U,True,False,False
97422000BP0637,Le Tampon,2241,1793,0.800,98.3,U,True,False,False
97422000BR1227,Le Tampon,4271,3017,0.706,363.6,U,True,False,False
97422000BR1761,Le Tampon,3374,2807,0.832,61.9,U,True,False,False
97422000BR0407,Le Tampon,2265,1849,0.816,32.7,U,True,False,False
97422000BR1166,Le Tampon,1496,945,0.631,12.0,U,True,False,False
97422000BR1178,Le Tampon,1427,840,0.589,101.9,U,True,False,False
97422000BR0603,Le Tampon,4753,4011,0.844,39.3,A,True,True,False
97422000BR1646,Le Tampon,2025,1359,0.671,12.9,A,True,True,False
97422000BR1475,Le Tampon,2489,2009,0.807,18.5,A,True,True,False
97422000BR0355,Le Tampon,1679,1108,0.660,20.0,U,True,False,False
97422000BR0541,Le Tampon,2573,2171,0.844,44.1,U,True,False,False
97422000BR0900,Le Tampon,1094,613,0.561,32.9,U,True,False,False
97422000BR0190,Le Tampon,2297,1892,0.823,42.2,U,True,False,False
97422000BR0198,Le Tampon,2591,1662,0.642,173.0,A,True,True,False
97422000BR1284,Le Tampon,2043,1572,0.769,26.6,A,True,True,False
97422000BR0969,Le Tampon,2357,1825,0.774,25.0,U,True,False,False
97422000BR0488,Le Tampon,1203,759,0.631,18.5,U,True,False,False
97422000BR0959,Le Tampon,1317,902,0.685,38.0,U,True,False,False
97422000BR1796,Le Tampon,2003,1427,0.712,64.6,U,True,False,False
97422000BR1625,Le Tampon,2636,2075,0.787,45.0,A,True,True,False
97422000BR0048,Le Tampon,1697,1256,0.740,99.6,U,True,False,False
97422000BR0130,Le Tampon,2907,2101,0.723,131.2,A,True,True,False
97422000BR1200,Le Tampon,1754,1196,0.682,70.6,A,True,True,False
97422000BR0212,Le Tampon,1376,865,0.629,25.4,A,True,True,False
97422000BR0519,Le Tampon,2782,2260,0.813,19.3,A,True,True,False
97422000BR1392,Le Tampon,4496,4042,0.899,161.9,A,True,True,False
97422000BR0962,Le Tampon,1412,951,0.673,56.9,U,True,False,False
97422000BR1481,Le Tampon,1019,580,0.570,34.0,U,True,False,False
97422000BR0332,Le Tampon,2499,1775,0.710,57.1,U,True,False,False
97422000BR1287,Le Tampon,2415,1785,0.739,39.0,A,True,True,False
97422000BR0893,Le Tampon,2350,1835,0.781,144.5,A,True,True,False
97422000BR0109,Le Tampon,3191,2764,0.866,156.4,A,True,True,False
97422000BR0107,Le Tampon,3306,2413,0.730,39.3,U,True,False,False
97422000BR1393,Le Tampon,4543,3802,0.837,41.2,A,True,True,False
97422000BR1083,Le Tampon,2508,1757,0.701,114.6,A,True,True,False
97422000BR0097,Le Tampon,4359,3109,0.713,44.9,U,True,False,False
97422000BR1014,Le Tampon,1514,1111,0.734,65.8,U,True,False,False
97422000BR0099,Le Tampon,1719,1291,0.751,91.1,U,True,False,False
97422000BR1345,Le Tampon,3026,2482,0.820,39.9,N,True,True,False
97422000BR0456,Le Tampon,1762,1340,0.761,25.8,A,True,True,False
97422000BR0279,Le Tampon,2964,2468,0.832,37.1,U,True,False,False
97422000BR0457,Le Tampon,2205,1726,0.783,20.8,A,True,True,False
97422000BR0090,Le Tampon,2827,2107,0.745,91.7,N,True,True,False
97422000BS2109,Le Tampon,5194,4537,0.874,127.9,AUs,True,False,False
97422000BS1753,Le Tampon,5735,5068,0.884,87.7,A,True,True,False
97422000BS0335,Le Tampon,2507,2088,0.833,119.8,U,True,False,False
97422000BS1944,Le Tampon,4430,3588,0.810,85.1,U,True,False,False
97422000BS0464,Le Tampon,3616,2622,0.725,254.5,U,True,False,False
97422000BS0108,Le Tampon,1439,1001,0.695,68.1,A,True,True,False
97422000BS0444,Le Tampon,2671,1750,0.655,69.8,A,True,True,False
97422000BS0138,Le Tampon,2486,1712,0.688,211.3,A,True,True,False
97422000BS0184,Le Tampon,2087,1519,0.728,63.6,U,True,False,False
97422000BS1081,Le Tampon,4206,3356,0.798,155.3,U,True,False,False
97422000BS0143,Le Tampon,2845,2357,0.829,167.5,A,True,True,False
97422000BS0651,Le Tampon,1064,550,0.517,40.4,A,True,True,False
97422000BS0011,Le Tampon,1649,1033,0.627,60.9,U,True,False,False
97422000BS0646,Le Tampon,2080,1508,0.725,65.1,U,True,False,False
97422000BS0026,Le Tampon,1971,1332,0.676,31.2,U,True,False,False
97422000BS1420,Le Tampon,1578,1010,0.640,40.4,U,True,False,False
97422000BS0076,Le Tampon,1073,623,0.580,53.0,U,True,False,False
97422000BT1353,Le Tampon,2961,2029,0.685,129.1,U,True,False,False
97422000BT0733,Le Tampon,2047,1503,0.734,65.2,U,True,False,False
97422000BT0316,Le Tampon,1473,1056,0.717,44.8,U,True,False,False
97422000BT1287,Le Tampon,2413,1818,0.753,149.2,U,True,False,False
97422000BT0487,Le Tampon,1335,924,0.692,57.4,A,True,True,False
97422000BT1065,Le Tampon,2451,1835,0.749,61.1,A,True,True,False
97422000BV1458,Le Tampon,4331,3545,0.819,89.4,N,True,True,False
97422000BV2285,Le Tampon,2858,2017,0.706,22.0,U,True,False,False
97422000BV1460,Le Tampon,2968,2390,0.805,41.7,U,True,False,False
97422000BV0500,Le Tampon,2148,1472,0.685,121.4,U,True,False,False
97422000BV0048,Le Tampon,2281,1522,0.668,118.2,U,True,False,False
97422000BV0904,Le Tampon,1333,931,0.698,57.6,U,True,False,False
97422000BV3129,Le Tampon,1420,1000,0.704,113.1,U,True,False,False
97422000BV1916,Le Tampon,2046,1524,0.745,15.8,U,True,False,False
97422000BV0050,Le Tampon,2397,1507,0.629,120.0,U,True,False,False
97422000BV0807,Le Tampon,2046,1438,0.703,147.9,N,True,True,False
97422000BV0668,Le Tampon,2092,1668,0.797,62.0,U,True,False,False
97422000BV0428,Le Tampon,2863,2275,0.795,47.8,U,True,False,False
97422000BV2486,Le Tampon,2583,1948,0.754,28.1,N,True,True,False
97422000BV2751,Le Tampon,2295,1873,0.816,81.3,U,True,False,False
97422000BV2828,Le Tampon,2206,1600,0.725,145.0,U,True,False,False
97422000BV0367,Le Tampon,2011,1490,0.741,19.8,U,True,False,False
97422000BV0652,Le Tampon,1401,768,0.548,18.2,U,True,False,False
97422000BV2249,Le Tampon,1738,1271,0.732,18.0,U,True,False,False
97422000BW3473,Le Tampon,2935,2291,0.780,129.0,U,True,False,False
97422000BW1034,Le Tampon,2996,2577,0.860,192.3,U,True,False,False
97422000BW0712,Le Tampon,2625,2096,0.798,33.0,N,True,True,False
97422000BW0670,Le Tampon,4279,3306,0.773,147.1,U,True,False,False
97422000BW0890,Le Tampon,2397,1913,0.798,17.0,U,True,False,False
97422000BW2505,Le Tampon,1754,1258,0.717,219.0,U,True,False,False
97422000BW1199,Le Tampon,1636,1136,0.694,14.9,N,True,True,False
97422000BW2335,Le Tampon,2791,2252,0.807,41.0,U,True,False,False
97422000BW1113,Le Tampon,1996,1511,0.757,108.3,U,True,False,False
97422000BW2984,Le Tampon,1298,768,0.592,36.3,AUc,True,False,False
97422000BW1062,Le Tampon,1561,1093,0.700,75.4,U,True,False,False
97422000BW1366,Le Tampon,1782,1157,0.649,49.0,U,True,False,False
97422000BW1333,Le Tampon,4420,3799,0.859,33.7,U,True,False,False
97422000BW0238,Le Tampon,1944,1382,0.711,36.0,U,True,False,False
97422000BX0534,Le Tampon,3921,2940,0.750,131.9,U,True,False,False
97422000BY0513,Le Tampon,2192,1747,0.797,37.7,U,True,False,False
97422000CD0205,Le Tampon,1340,864,0.645,43.6,U,True,False,False
97422000CD0545,Le Tampon,1886,1252,0.664,40.8,U,True,False,False
97422000CD0397,Le Tampon,3661,2919,0.797,43.0,U,True,False,False
97422000CE0407,Le Tampon,1132,665,0.588,85.4,U,True,False,False
97422000CE0484,Le Tampon,2505,1853,0.740,47.2,U,True,False,False
97422000CE0704,Le Tampon,4422,4009,0.907,71.6,N,True,True,False
97422000CI0592,Le Tampon,1641,1214,0.740,31.7,U,True,False,False
97422000CI0635,Le Tampon,1431,848,0.593,22.8,U,True,False,False
97422000CI0375,Le Tampon,4838,3977,0.822,420.5,U,True,False,False
97422000CI0364,Le Tampon,1077,667,0.619,46.2,N,True,True,False
97422000CI0071,Le Tampon,2266,1657,0.731,66.7,U,True,False,False
97422000CL0542,Le Tampon,3332,2664,0.799,103.1,N,True,True,False
97422000CL1141,Le Tampon,1396,902,0.647,73.3,U,True,False,False
97422000CL1282,Le Tampon,2901,1895,0.653,37.9,U,True,False,False
97422000CL1293,Le Tampon,2293,1450,0.633,122.4,U,True,False,False
97422000CL1184,Le Tampon,2333,1566,0.671,60.4,U,True,False,False
97422000CM0918,Le Tampon,2030,1409,0.694,32.3,U,True,False,False
97422000CM0782,Le Tampon,2056,1466,0.713,29.9,U,True,False,False
97422000CM0807,Le Tampon,1684,878,0.522,59.7,U,True,False,False
97422000CM0734,Le Tampon,3289,2787,0.847,20.9,U,True,False,False
97422000CM1087,Le Tampon,2528,1972,0.780,135.1,U,True,False,False
97422000CM0384,Le Tampon,3487,2494,0.715,54.6,U,True,False,False
97422000CM0966,Le Tampon,5740,4399,0.766,148.6,U,True,False,False
97422000CM0385,Le Tampon,2045,1481,0.724,81.9,U,True,False,False
97422000CM0203,Le Tampon,3467,2629,0.758,29.7,U,True,False,False
97422000CM0464,Le Tampon,2500,1753,0.701,136.5,A,True,True,False
97422000CM0352,Le Tampon,1161,752,0.648,49.6,U,True,False,False
97422000CM0861,Le Tampon,2184,1726,0.791,63.1,U,True,False,False
97422000CM0764,Le Tampon,2570,1890,0.736,110.5,U,True,False,False
97422000CM0293,Le Tampon,1782,1302,0.731,33.2,U,True,False,False
97422000CM0066,Le Tampon,4174,3703,0.887,105.9,N,True,True,False
97422000CM0408,Le Tampon,1586,1110,0.700,23.7,A,True,True,False
97422000CM0043,Le Tampon,2971,2290,0.771,55.9,N,True,True,False
97422000CM0048,Le Tampon,1968,1492,0.758,117.9,U,True,False,False
97422000CN0894,Le Tampon,5438,3970,0.730,80.7,U,True,False,False
97422000CN1588,Le Tampon,2615,2061,0.788,105.2,U,True,False,False
97422000CN0699,Le Tampon,3228,2649,0.821,201.3,A,True,True,False
97422000CN1105,Le Tampon,1746,1310,0.750,55.1,U,True,False,False
97422000CN1623,Le Tampon,3220,2757,0.856,16.6,U,True,False,False
97422000CN1674,Le Tampon,4813,4124,0.857,70.3,U,True,False,False
97422000CN0406,Le Tampon,2487,1696,0.682,44.7,U,True,False,False
97422000CN1773,Le Tampon,1760,1097,0.623,29.2,U,True,False,False
97422000CN0393,Le Tampon,1247,677,0.542,107.2,U,True,False,False
97422000CN1264,Le Tampon,1579,1092,0.692,155.9,N,True,True,False
97422000CN0158,Le Tampon,1984,1580,0.797,113.0,N,True,True,False
97422000CN0841,Le Tampon,3079,2593,0.842,12.2,U,True,False,False
97422000CN0181,Le Tampon,2717,2019,0.743,88.7,N,True,True,False
97422000CN0279,Le Tampon,1956,1509,0.772,42.4,U,True,False,False
97422000CN1777,Le Tampon,1652,1239,0.750,60.4,U,True,False,False
97422000CN1119,Le Tampon,1804,946,0.524,78.6,U,True,False,False
97422000CN0291,Le Tampon,1259,805,0.639,37.9,U,True,False,False
97422000CN1509,Le Tampon,3527,2329,0.660,185.3,A,True,True,False
97422000CN1668,Le Tampon,1998,1053,0.527,148.1,U,True,False,False
97422000CN1195,Le Tampon,3316,2680,0.808,80.1,N,True,True,False
97422000CO0352,Le Tampon,5419,2853,0.527,94.1,U,True,False,False
97422000CO0705,Le Tampon,3822,3032,0.793,176.7,U,True,False,False
97422000CO0337,Le Tampon,1120,630,0.563,20.3,U,True,False,False
97422000CO0083,Le Tampon,1537,1055,0.686,75.2,U,True,False,False
97422000CO0487,Le Tampon,2373,1790,0.754,51.3,N,True,True,False
97422000CP0398,Le Tampon,3826,3196,0.835,79.6,A,True,True,False
97422000CP0341,Le Tampon,2308,1455,0.630,325.8,U,True,False,False
97422000CP0655,Le Tampon,2834,2333,0.823,46.2,A,True,True,False
97422000CP0600,Le Tampon,5645,4127,0.731,92.1,A,True,True,False
97422000CP0535,Le Tampon,1397,965,0.691,98.5,A,True,True,False
97422000CP0563,Le Tampon,1404,918,0.653,21.1,A,True,True,False
97422000CP0252,Le Tampon,3680,3218,0.874,325.2,A,True,True,False
97422000CP0758,Le Tampon,5045,4262,0.845,34.3,A,True,True,False
97422000CP0287,Le Tampon,3335,2704,0.811,35.1,A,True,True,False
97422000CP0366,Le Tampon,1603,1190,0.743,124.3,A,True,True,False
97422000CP0687,Le Tampon,2979,2459,0.826,30.6,A,True,True,False
97422000CP0348,Le Tampon,2452,2011,0.820,119.4,A,True,True,False
97422000CP0405,Le Tampon,3021,2536,0.840,214.7,A,True,True,False
97422000CP0661,Le Tampon,3846,2638,0.686,260.2,A,True,True,False
97422000CP0463,Le Tampon,1773,1236,0.697,66.7,A,True,True,False
97422000CP0438,Le Tampon,5538,4934,0.891,170.6,A,True,True,False
97422000CP0466,Le Tampon,2704,2186,0.808,26.8,A,True,True,False
97422000CP0500,Le Tampon,4542,2833,0.624,153.7,U,True,False,False
97422000CR0281,Le Tampon,5766,5177,0.898,85.1,A,True,True,False
97422000CR0431,Le Tampon,5801,4583,0.790,26.5,A,True,True,False
97422000CR0709,Le Tampon,2209,1719,0.778,218.1,A,True,True,False
97422000CR0771,Le Tampon,1085,620,0.571,32.6,A,True,True,False
97422000CR0479,Le Tampon,1610,865,0.537,36.4,A,True,True,False
97422000CR0365,Le Tampon,5239,4716,0.900,21.8,A,True,True,False
97422000CR0382,Le Tampon,3856,3258,0.845,226.1,A,True,True,False
97422000CR0454,Le Tampon,4765,4355,0.914,32.2,N,True,True,False
97422000CR0554,Le Tampon,2501,2033,0.813,13.6,A,True,True,False
97422000CR0494,Le Tampon,2002,1311,0.655,69.8,A,True,True,False
97422000CS0927,Le Tampon,2646,2189,0.827,58.5,N,True,True,False
97422000CS0672,Le Tampon,2589,2159,0.834,16.2,N,True,True,False
97422000CS1597,Le Tampon,4867,3016,0.620,126.2,AUc,True,False,False
97422000CS1527,Le Tampon,2532,1744,0.689,68.2,AUc,True,False,False
97422000CS0144,Le Tampon,1213,768,0.633,13.0,U,True,False,False
97422000CS1524,Le Tampon,4072,3541,0.870,191.5,N,True,True,False
97422000CS0568,Le Tampon,2203,1792,0.813,15.7,U,True,False,False
97422000CS0372,Le Tampon,2791,2374,0.851,34.9,N,True,True,False
97422000CS0447,Le Tampon,1359,901,0.663,19.0,U,True,False,False
97422000CS0522,Le Tampon,4310,3032,0.703,271.0,A,True,True,False
97422000CS0279,Le Tampon,1656,1060,0.640,56.4,A,True,True,False
97422000CS0344,Le Tampon,1835,1312,0.715,21.1,A,True,True,False
97422000CT0097,Le Tampon,5453,4710,0.864,26.1,A,True,True,False
97422000CT0199,Le Tampon,1616,1213,0.750,65.8,A,True,True,False
97422000CT0154,Le Tampon,2151,1560,0.725,77.6,U,True,False,False
97422000CT0244,Le Tampon,1912,1500,0.785,23.5,A,True,True,False
97422000CT0104,Le Tampon,2373,1845,0.777,20.5,U,True,False,False
97422000CT0182,Le Tampon,2639,1384,0.525,35.5,U,True,False,False
97422000CT0253,Le Tampon,2202,1595,0.724,110.9,U,True,False,False
97422000CT0035,Le Tampon,4016,3325,0.828,13.5,A,True,True,False
97422000CV0262,Le Tampon,3411,2760,0.809,12.9,A,True,True,False
97422000CV0065,Le Tampon,4343,3808,0.877,36.1,A,True,True,False
97422000CV0164,Le Tampon,5914,4240,0.717,13.7,A,True,True,False
97422000CV0096,Le Tampon,5297,4364,0.824,72.0,A,True,True,False
97422000CV0047,Le Tampon,2649,2058,0.777,86.6,A,True,True,False
97422000CV0263,Le Tampon,2369,1527,0.645,44.1,A,True,True,False
97422000CV0114,Le Tampon,3532,2924,0.828,50.6,A,True,True,False
97422000CV0115,Le Tampon,3524,2828,0.802,65.7,A,True,True,False
97422000CV0123,Le Tampon,2573,1858,0.722,26.1,A,True,True,False
97422000CV0241,Le Tampon,2754,2348,0.853,19.1,A,True,True,False
97422000CV0071,Le Tampon,1867,1391,0.745,64.2,A,True,True,False
97422000CV0171,Le Tampon,3623,2679,0.740,31.8,A,True,True,False
97422000CW0057,Le Tampon,2252,1797,0.798,12.5,N,True,True,False
97422000CW0013,Le Tampon,1735,1296,0.747,37.8,A,True,True,False
97422000CW0072,Le Tampon,3345,2699,0.807,27.0,A,True,True,False
97422000CW0020,Le Tampon,1282,598,0.467,39.5,A,False,True,False
97422000CW0051,Le Tampon,4017,2847,0.709,45.3,A,True,True,False
97422000CW0077,Le Tampon,2709,2300,0.849,31.0,A,True,True,False
97422000CW0082,Le Tampon,2470,2025,0.820,24.4,A,True,True,False
97422000CX0019,Le Tampon,4390,3227,0.735,180.8,U,True,False,False
97422000CX0113,Le Tampon,2048,1616,0.789,61.4,U,True,False,False
97422000CX0126,Le Tampon,2050,1592,0.777,35.2,U,True,False,False
97422000CX0125,Le Tampon,2137,1642,0.769,36.9,U,True,False,False
97422000CX0111,Le Tampon,2041,1528,0.749,36.4,U,True,False,False
97422000CX0109,Le Tampon,2088,1535,0.735,36.0,U,True,False,False
97422000CX0649,Le Tampon,2625,1682,0.641,15.9,A,True,True,False
97422000CX0121,Le Tampon,2071,1561,0.754,37.8,U,True,False,False
97422000CX0118,Le Tampon,2106,1657,0.787,24.9,U,True,False,False
97422000CX0480,Le Tampon,2539,1772,0.698,32.6,U,True,False,False
97422000CX0217,Le Tampon,2148,1397,0.650,12.5,U,True,False,False
97422000CX0156,Le Tampon,2492,2070,0.830,77.4,U,True,False,False
97422000CX0573,Le Tampon,1903,1477,0.776,56.9,U,True,False,False
97422000CX1062,Le Tampon,1355,899,0.664,15.4,U,True,False,False
97422000CX0405,Le Tampon,1078,670,0.622,65.9,A,True,True,False
97422000CY0239,Le Tampon,2340,1761,0.753,45.0,A,True,True,False
97422000CY0198,Le Tampon,2251,1728,0.768,51.2,A,True,True,False
97422000CY0145,Le Tampon,5043,4218,0.836,18.7,U,True,False,False
97422000CZ0037,Le Tampon,3788,2634,0.695,19.4,A,True,True,False
97422000CZ0480,Le Tampon,2105,1634,0.776,33.9,A,True,True,False
97422000CZ0482,Le Tampon,2269,1823,0.803,45.8,A,True,True,False
97422000CZ0611,Le Tampon,2763,1980,0.717,22.9,A,True,True,False
97422000CZ0961,Le Tampon,2066,1603,0.776,48.8,A,True,True,False
97422000CZ0259,Le Tampon,1721,1028,0.597,13.5,A,True,True,False
97422000CZ0929,Le Tampon,3103,1543,0.497,38.0,A,False,True,False
97422000CZ0375,Le Tampon,4529,3355,0.741,46.3,A,True,True,False
97422000CZ0040,Le Tampon,1781,1335,0.750,15.0,A,True,True,False
97422000CZ0035,Le Tampon,1302,797,0.612,18.8,A,True,True,False
97422000CZ0941,Le Tampon,1263,839,0.664,57.7,A,True,True,False
97422000CZ0552,Le Tampon,2094,1507,0.720,55.5,A,True,True,False
97422000CZ0752,Le Tampon,1236,786,0.636,47.5,A,True,True,False
97422000CZ0387,Le Tampon,2336,1719,0.736,42.5,A,True,True,False
97422000CZ0468,Le Tampon,1891,1206,0.638,35.9,U,True,False,False
97422000CZ0397,Le Tampon,1646,1093,0.664,46.6,U,True,False,False
97422000DE0409,Le Tampon,1631,1069,0.656,55.6,A,True,True,False
97422000DE0481,Le Tampon,2000,1579,0.790,20.2,A,True,True,False
97422000DE0163,Le Tampon,2703,2022,0.748,80.1,A,True,True,False
97422000DE0336,Le Tampon,3507,2201,0.628,14.8,A,True,True,False
97422000DE0947,Le Tampon,1601,1039,0.649,30.3,A,True,True,False
97422000DE0039,Le Tampon,1861,1444,0.776,25.1,U,True,False,False
97422000DH0097,Le Tampon,2009,1438,0.716,34.4,U,True,False,False
97422000DH0988,Le Tampon,2046,1580,0.772,22.1,U,True,False,False
97422000DH0095,Le Tampon,1821,1280,0.703,35.1,U,True,False,False
97422000DH0989,Le Tampon,3506,2902,0.828,23.9,U,True,False,False
97422000DH0361,Le Tampon,1366,941,0.689,13.9,N,True,True,False
97422000DH0570,Le Tampon,1278,860,0.673,20.8,U,True,False,False
97422000DH0874,Le Tampon,5668,3380,0.596,88.1,A,True,True,False
97422000DH0277,Le Tampon,2519,1953,0.775,18.8,A,True,True,False
97422000DI0381,Le Tampon,3630,2862,0.788,16.1,A,True,True,False
97422000DI0390,Le Tampon,1784,1357,0.760,25.9,A,True,True,False
97422000DI0489,Le Tampon,1756,1271,0.724,14.1,A,True,True,False
97422000DI0281,Le Tampon,3451,2783,0.807,29.6,AUs,True,False,False
97422000DK0143,Le Tampon,1315,844,0.642,35.8,A,True,True,False
97422000DK0050,Le Tampon,2603,2061,0.792,20.4,A,True,True,False
97422000DL0571,Le Tampon,1368,905,0.661,14.3,U,True,False,False
97422000DL0381,Le Tampon,2205,1427,0.647,15.0,U,True,False,False
97422000DL0260,Le Tampon,1538,890,0.579,31.9,U,True,False,False
97422000DL0678,Le Tampon,2126,1618,0.761,71.2,A,True,True,False
97422000DL0780,Le Tampon,3046,2396,0.787,21.3,A,True,True,False
97422000DL0880,Le Tampon,1831,1360,0.743,36.8,A,True,True,False
97422000DL0326,Le Tampon,3849,2849,0.740,33.5,A,True,True,False
97422000DL0576,Le Tampon,1684,1098,0.652,31.4,A,True,True,False
97422000DL0447,Le Tampon,2400,1985,0.827,15.1,A,True,True,False
97422000DL0698,Le Tampon,2419,1073,0.444,22.6,U,False,False,False
97422000DL0190,Le Tampon,3349,2169,0.648,21.2,U,True,False,False
97422000DL0356,Le Tampon,1290,867,0.672,13.1,A,True,True,False
97422000DM0111,Le Tampon,4723,2652,0.561,32.5,N,True,True,False
97422000DM0090,Le Tampon,1964,1460,0.743,74.2,N,True,True,False
97422000DM0508,Le Tampon,1593,806,0.506,35.7,A,True,True,False
97422000DM0430,Le Tampon,2758,2162,0.784,14.4,A,True,True,False
97422000DM0611,Le Tampon,2435,895,0.367,14.1,A,False,True,False
97422000DM0518,Le Tampon,1894,1165,0.615,49.3,U,True,False,False
97422000DN0232,Le Tampon,4133,3147,0.762,16.4,A,True,True,False
97422000DN0234,Le Tampon,4411,3602,0.817,17.8,A,True,True,False
97422000DN0123,Le Tampon,2699,2212,0.820,15.6,A,True,True,False
97422000DN0127,Le Tampon,2475,1638,0.662,22.5,A,True,True,False
97422000DN0278,Le Tampon,2431,1596,0.657,17.7,A,True,True,False
97422000DN0256,Le Tampon,1775,1311,0.739,23.1,A,True,True,False
