idu,p,raison_1,raison_2,raison_3,contrib_1,contrib_2,contrib_3
97415000AD0422,0.07943,Parcelle de 411 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),0.2132,0.1036,0.0981
97403000AH0126,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 66178 m² (cadastre),1.8108,-0.5326,0.461
97411000ET0058,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Piscine détectée sur la parcelle (ortho 2026),1.3704,-0.6133,0.3786
97404000AD1361,0.07943,Parcelle de 383 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.2132,0.1036,0.063
97409000AR2595,0.07943,Parcelle de 260 m² (cadastre),"38 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97408000AP1242,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 7903 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.496,-0.4529,0.2864
97412000CE2005,0.07943,Piscine détectée sur la parcelle (ortho 2026),Frein — Parcelle de 1354 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3786,-0.3473,0.1036
97415000HK0086,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1687 m² (cadastre),1.3307,0.3786,0.1888
97414000EL2067,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 142 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.1336,-0.1238
97412000AM1794,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.195,0.1036
97414000ES1045,0.07943,Parcelle de 178 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1336,0.1121,0.1036
97411000AM0093,0.07943,13 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 93 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2532,0.1336,-0.1238
97411000DX0017,0.07943,Piscine détectée sur la parcelle (ortho 2026),Frein — Parcelle de 2924 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.3786,-0.3473,0.2864
97415000AS0688,0.07943,Piscine détectée sur la parcelle (ortho 2026),Frein — Parcelle de 1044 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3786,-0.2395,0.1036
97408000BP0199,0.07943,Piscine détectée sur la parcelle (ortho 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 380 m² (cadastre),0.3786,-0.2583,0.2132
97415000DE0490,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1133 m² (cadastre),1.1558,0.3786,0.1302
97403000AS2031,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 250 m² (cadastre),0.2623,-0.2221,0.2132
97422000BD3729,0.07943,Parcelle de 451 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.2132,0.1036,0.063
97415000CM2083,0.07943,Parcelle de 610 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1289,0.1036,0.0926
97412000CD0895,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 1111 m² (cadastre),1.1558,0.496,0.1302
97412000BM0500,0.07943,Parcelle de 91 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1336,0.1036,0.0926
97412000BY1431,0.07943,Parcelle de 164 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1336,0.1036,-0.0794
97415000DK1049,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Piscine détectée sur la parcelle (ortho 2026),6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.496,0.3786,0.2623
97404000AD1427,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 277 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.2132,0.1036
97413000DE2428,0.07943,Parcelle de 60 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.1336,0.1036,0.0581
97411000EM0151,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),5% de ménages pauvres dans le carreau (Filosofi INSEE 2019),1.1256,0.3786,0.1094
97416000IE2022,0.07943,Parcelle de 272 m² (cadastre),"69 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97416000CX1482,0.07943,Parcelle de 433 m² (cadastre),"50 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97411000HA0147,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1573 m² (cadastre),Candidat photovoltaïque (ortho 2026),1.3307,0.1888,0.1253
97416000CV1983,0.07943,Parcelle de 609 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1289,0.1036,-0.0794
97412000BR0541,0.07943,Parcelle de 343 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,-0.1238,0.1036
97417000AZ0020,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 59827 m² (cadastre),Secteur densément bâti (BD TOPO 2026),1.5423,0.461,0.2553
97416000CW2792,0.07943,Parcelle de 32 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),10% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.1894,0.1036,0.0704
97415000AY1535,0.07943,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",20 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.2864,0.2623
97405000AR1600,0.07943,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.195,0.1161,0.1036
97422000BI0897,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 1605 m² (cadastre),1.2719,0.496,0.1888
97422000CL1237,0.07943,Parcelle de 403 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),6 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2132,0.1036,0.0781
97411000AT0401,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 1176 m² (cadastre),1.3746,0.2532,0.1302
97412000AM0599,0.07943,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.195,0.1036,0.0587
97411000BZ0443,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1094 m² (cadastre),Candidat photovoltaïque (ortho 2026),1.2146,0.1302,0.1253
97418000AY0365,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Candidat photovoltaïque (ortho 2026),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1253,0.1036
97415000CS0408,0.07943,Parcelle de 386 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2132,0.1036,0.0926
97412000BV0389,0.07943,Parcelle de 212 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),5 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1336,0.1036,0.068
97422000BV1697,0.07943,Parcelle de 446 m² (cadastre),Candidat photovoltaïque (ortho 2026),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1253,0.1036
97409000AV1112,0.07943,5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.1036,0.0875
97401000AI1074,0.07943,7% de ménages pauvres dans le carreau (Filosofi INSEE 2019),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1094,0.1036,0.0926
97411000HX0245,0.07943,Parcelle de 294 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2132,0.1036,0.0926
97415000BW2112,0.07943,Parcelle de 366 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.195,0.1036
97422000CP0572,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 500 m² (cadastre),0.2623,-0.2221,0.1289
97406000AP0422,0.07943,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.6133,0.496,0.2864
97421000AN0166,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 1400 m² (cadastre),1.2719,0.496,0.1888
97416000HP0800,0.07943,Parcelle de 224 m² (cadastre),"42 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1336,0.1134,0.1036
97415000CY0286,0.07943,Parcelle de 599 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1289,0.1036,0.0875
97409000AR1994,0.07943,Parcelle de 226 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),0.1336,0.1036,-0.0578
97416000CW1354,0.07943,Parcelle de 347 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"134 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,0.1036,0.0643
97411000AE0798,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 953 m² (cadastre),0.2623,0.2532,-0.1218
97409000BE2215,0.07943,Parcelle de 409 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1161,0.1036
97415000HN0318,0.07943,Piscine détectée sur la parcelle (ortho 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 563 m² (cadastre),0.3786,-0.2583,0.1289
97414000ET1265,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1351 m² (cadastre),1.2719,0.3786,0.1888
97416000ES1666,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),1.0291,0.2623,0.2532
97408000AT2039,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1494 m² (cadastre),"52 m² de SDP résiduelle (résiduel m135, PLU 2026)",1.2448,0.1888,0.1134
97409000BL0213,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),11 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.7607,0.496,0.2623
97404000AD1478,0.07943,Parcelle de 76 m² (cadastre),Candidat photovoltaïque (ortho 2026),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1336,0.1253,0.1036
97422000CY0427,0.07943,5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.195,0.1036
97415000AY1592,0.07943,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",17 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.2864,0.2623
97408000AR0862,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 5492 m² (cadastre),4% de ménages pauvres dans le carreau (Filosofi INSEE 2019),1.4443,0.2462,0.1094
97411000HO0605,0.07943,Parcelle de 299 m² (cadastre),"74 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97407000AI0845,0.07943,Parcelle de 283 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"60 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,0.1161,0.1134
97408000AC3640,0.07943,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Parcelle de 305 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.6133,0.2132,0.195
97416000IK0309,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 79 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.1336,-0.1238
97409000BM1374,0.07943,Parcelle de 388 m² (cadastre),"42 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97401000AT0647,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 296 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.2132,0.1036
97422000BY0847,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 2613 m² (cadastre),1.2719,0.3786,0.1888
97401000AS1378,0.07943,Parcelle de 43 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),0.1894,0.1036,-0.0955
97413000CH0587,0.07943,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 356 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.2221,0.2132,0.195
97401000AS0229,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 2787 m² (cadastre),Candidat photovoltaïque (ortho 2026),1.3307,0.1888,0.1253
97413000DL0243,0.07943,Parcelle de 455 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2132,0.1036,0.0926
97405000BE0397,0.07943,Parcelle de 612 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1289,0.1036,0.0926
97416000IA0651,0.07943,Parcelle de 326 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.2132,0.1036,0.063
97404000AX0095,0.07943,5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 584 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1289,0.1036
97416000EM0219,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 389 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.2132,0.1036
97416000CW2074,0.07943,Parcelle de 561 m² (cadastre),"42 m² de SDP résiduelle (résiduel m135, PLU 2026)",7% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.1289,0.1134,0.1094
97415000DE0350,0.07943,Parcelle de 311 m² (cadastre),"49 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97415000BV1663,0.07943,Parcelle de 224 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1336,0.1036,0.0926
97411000CD1114,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1447 m² (cadastre),Candidat photovoltaïque (ortho 2026),1.3704,0.1888,0.1253
97414000ET0997,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.9833,0.2623,0.2532
97415000HK0052,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1087 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),1.2146,0.1302,0.1161
97415000EV0864,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Piscine détectée sur la parcelle (ortho 2026),Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),0.496,0.3786,0.3242
97412000BK1987,0.07943,Parcelle de 400 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"111 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,0.1036,0.0643
97416000DX0370,0.07943,Parcelle de 535 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)","27 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.1289,-0.1238,0.1134
97405000BE1648,0.07943,Parcelle de 462 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2132,0.1036,0.0926
97415000BV1372,0.07943,Parcelle de 240 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"119 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,0.1036,0.0643
97410000AV0657,0.07943,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",7 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.2864,0.2623
97422000CD0558,0.07943,Parcelle de 493 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1289,0.1161,0.1121
97412000BC0013,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 1350 m² (cadastre),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.496,-0.3473,0.2623
97416000EI1542,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 76 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1336,0.1036
