idu,commune,grandeur,chemins_compares,valeurs,egalite,verdict,note
97420000AE0307,Sainte-Suzanne,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 40, ""mvt"": 40, ""residuel(canon)"": 40}",OK,canon=parcel_residuel cause NULL,
97406000AH0149,La Plaine-des-Palmistes,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97406000AH0149,La Plaine-des-Palmistes,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 307.0, ""geom_ST_Area_2975"": 307.25, ""parcels.surface_m2"": 307.25, ""mvt"": 307.25}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97406000AH0149,La Plaine-des-Palmistes,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97408000AY0024,La Possession,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97408000AY0024,La Possession,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 85.0, ""geom_ST_Area_2975"": 85.44, ""parcels.surface_m2"": 85.44, ""mvt"": 85.44}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97408000AY0024,La Possession,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97424000AM0327,Cilaos,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97424000AM0327,Cilaos,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 902.0, ""geom_ST_Area_2975"": 901.52, ""parcels.surface_m2"": 901.52, ""mvt"": 901.52}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97424000AM0327,Cilaos,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 406, ""mvt"": 406, ""residuel(canon)"": 406}",OK,canon=parcel_residuel cause NULL,
97418000AT1312,Sainte-Marie,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97418000AT1312,Sainte-Marie,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 451.0, ""geom_ST_Area_2975"": 450.96, ""parcels.surface_m2"": 450.96, ""mvt"": 450.96}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97418000AT1312,Sainte-Marie,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97408000AC2213,La Possession,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97408000AC2213,La Possession,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 465.0, ""geom_ST_Area_2975"": 464.59, ""parcels.surface_m2"": 464.59, ""mvt"": 464.59}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97408000AC2213,La Possession,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 37, ""mvt"": 37, ""residuel(canon)"": 37}",OK,canon=parcel_residuel cause NULL,
97422000BR0978,Le Tampon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97422000BR0978,Le Tampon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 289.0, ""geom_ST_Area_2975"": 289.34, ""parcels.surface_m2"": 289.34, ""mvt"": 289.34}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97422000BR0978,Le Tampon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 14, ""mvt"": 14, ""residuel(canon)"": 14}",OK,canon=parcel_residuel cause NULL,
97407000AW0008,Le Port,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97407000AW0008,Le Port,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 8574.0, ""geom_ST_Area_2975"": 8574.42, ""parcels.surface_m2"": 8574.42, ""mvt"": 8574.42}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97407000AW0008,Le Port,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97411000EL0656,Saint-Denis,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97411000EL0656,Saint-Denis,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 438.0, ""geom_ST_Area_2975"": 437.93, ""parcels.surface_m2"": 437.93, ""mvt"": 437.93}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97411000EL0656,Saint-Denis,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 142, ""mvt"": 142, ""residuel(canon)"": 142}",OK,canon=parcel_residuel cause NULL,
97409000AL1582,Saint-André,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97409000AL1582,Saint-André,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 392.0, ""geom_ST_Area_2975"": 392.5, ""parcels.surface_m2"": 392.5, ""mvt"": 392.5}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97409000AL1582,Saint-André,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97402000AK0362,Bras-Panon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97402000AK0362,Bras-Panon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 597.0, ""geom_ST_Area_2975"": 596.55, ""parcels.surface_m2"": 596.55, ""mvt"": 596.55}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97402000AK0362,Bras-Panon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 153, ""mvt"": 153, ""residuel(canon)"": 153}",OK,canon=parcel_residuel cause NULL,
97408000AT2026,La Possession,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97408000AT2026,La Possession,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 360.0, ""geom_ST_Area_2975"": 359.68, ""parcels.surface_m2"": 359.68, ""mvt"": 359.68}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97408000AT2026,La Possession,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 130, ""mvt"": 130, ""residuel(canon)"": 130}",OK,canon=parcel_residuel cause NULL,
97415000DS0241,Saint-Paul,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97415000DS0241,Saint-Paul,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 2314.0, ""geom_ST_Area_2975"": 2313.79, ""parcels.surface_m2"": 2313.79, ""mvt"": 2313.79}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97415000DS0241,Saint-Paul,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 1130, ""mvt"": 1130, ""residuel(canon)"": 1130}",OK,canon=parcel_residuel cause NULL,
97409000BL0208,Saint-André,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_au_statut_inconnu,etage0=False
97409000BL0208,Saint-André,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 306.0, ""geom_ST_Area_2975"": 305.52, ""parcels.surface_m2"": 305.52, ""mvt"": 305.52}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97409000BL0208,Saint-André,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 179, ""mvt"": 179, ""residuel(canon)"": 179}",OK,canon=parcel_residuel cause NULL,
97411000HT0001,Saint-Denis,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97411000HT0001,Saint-Denis,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 34063.0, ""geom_ST_Area_2975"": 34063.39, ""parcels.surface_m2"": 34063.39, ""mvt"": 34063.39}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97411000HT0001,Saint-Denis,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97412000CW0556,Saint-Joseph,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97412000CW0556,Saint-Joseph,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 324.0, ""geom_ST_Area_2975"": 323.53, ""parcels.surface_m2"": 323.53, ""mvt"": 323.53}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97412000CW0556,Saint-Joseph,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97422000BR0407,Le Tampon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97422000BR0407,Le Tampon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 2265.0, ""geom_ST_Area_2975"": 2264.94, ""parcels.surface_m2"": 2264.94, ""mvt"": 2264.94}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97422000BR0407,Le Tampon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 3194, ""mvt"": 3194, ""residuel(canon)"": 3194}",OK,canon=parcel_residuel cause NULL,
97406000AM0783,La Plaine-des-Palmistes,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97406000AM0783,La Plaine-des-Palmistes,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 629.0, ""geom_ST_Area_2975"": 629.11, ""parcels.surface_m2"": 629.11, ""mvt"": 629.11}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97406000AM0783,La Plaine-des-Palmistes,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97424000AC0886,Cilaos,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_revele,etage0=False
97424000AC0886,Cilaos,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 553.0, ""geom_ST_Area_2975"": 553.36, ""parcels.surface_m2"": 553.36, ""mvt"": 553.36}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97424000AC0886,Cilaos,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 75, ""mvt"": 75, ""residuel(canon)"": 75}",OK,canon=parcel_residuel cause NULL,
97405000AI1181,Petite-Île,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_revele,etage0=False
97405000AI1181,Petite-Île,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 432.0, ""geom_ST_Area_2975"": 431.68, ""parcels.surface_m2"": 431.68, ""mvt"": 431.68}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97405000AI1181,Petite-Île,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 63, ""mvt"": 63, ""residuel(canon)"": 63}",OK,canon=parcel_residuel cause NULL,
97412000AM0738,Saint-Joseph,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97412000AM0738,Saint-Joseph,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 425.0, ""geom_ST_Area_2975"": 425.31, ""parcels.surface_m2"": 425.31, ""mvt"": 425.31}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97412000AM0738,Saint-Joseph,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97412000BC0604,Saint-Joseph,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97412000BC0604,Saint-Joseph,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1154.0, ""geom_ST_Area_2975"": 1153.89, ""parcels.surface_m2"": 1153.89, ""mvt"": 1153.89}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97412000BC0604,Saint-Joseph,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97416000HP0860,Saint-Pierre,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97416000HP0860,Saint-Pierre,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 339.0, ""geom_ST_Area_2975"": 339.01, ""parcels.surface_m2"": 339.01, ""mvt"": 339.01}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97416000HP0860,Saint-Pierre,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 136, ""mvt"": 136, ""residuel(canon)"": 136}",OK,canon=parcel_residuel cause NULL,
97415000EY1205,Saint-Paul,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97415000EY1205,Saint-Paul,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 40568.0, ""geom_ST_Area_2975"": 40567.79, ""parcels.surface_m2"": 40567.79, ""mvt"": 40567.79}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97415000EY1205,Saint-Paul,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 31967, ""mvt"": 31967, ""residuel(canon)"": 31967}",OK,canon=parcel_residuel cause NULL,
97419000AI0546,Sainte-Rose,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97419000AI0546,Sainte-Rose,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1882.0, ""geom_ST_Area_2975"": 1882.21, ""parcels.surface_m2"": 1882.21, ""mvt"": 1882.21}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97419000AI0546,Sainte-Rose,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 1779, ""mvt"": 1779, ""residuel(canon)"": 1779}",OK,canon=parcel_residuel cause NULL,
97422000CI0673,Le Tampon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97422000CI0673,Le Tampon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 381.0, ""geom_ST_Area_2975"": 381.33, ""parcels.surface_m2"": 381.33, ""mvt"": 381.33}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97422000CI0673,Le Tampon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 54, ""mvt"": 54, ""residuel(canon)"": 54}",OK,canon=parcel_residuel cause NULL,
97412000CE2137,Saint-Joseph,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97412000CE2137,Saint-Joseph,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 772.0, ""geom_ST_Area_2975"": 772.13, ""parcels.surface_m2"": 772.13, ""mvt"": 772.13}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97412000CE2137,Saint-Joseph,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97403000AR1244,Entre-Deux,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97403000AR1244,Entre-Deux,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 63.0, ""geom_ST_Area_2975"": 62.6, ""parcels.surface_m2"": 62.6, ""mvt"": 62.6}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97403000AR1244,Entre-Deux,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97410000AT1023,Saint-Benoît,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97410000AT1023,Saint-Benoît,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1457.0, ""geom_ST_Area_2975"": 1457.05, ""parcels.surface_m2"": 1457.05, ""mvt"": 1457.05}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97410000AT1023,Saint-Benoît,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 1155, ""mvt"": 1155, ""residuel(canon)"": 1155}",OK,canon=parcel_residuel cause NULL,
97409000AV0157,Saint-André,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97409000AV0157,Saint-André,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 2012.0, ""geom_ST_Area_2975"": 2011.68, ""parcels.surface_m2"": 2011.68, ""mvt"": 2011.68}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97409000AV0157,Saint-André,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 1778, ""mvt"": 1778, ""residuel(canon)"": 1778}",OK,canon=parcel_residuel cause NULL,
97413000CP0177,Saint-Leu,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97413000CP0177,Saint-Leu,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 350.0, ""geom_ST_Area_2975"": 350.28, ""parcels.surface_m2"": 350.28, ""mvt"": 350.28}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97413000CP0177,Saint-Leu,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97411000CE1133,Saint-Denis,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97411000CE1133,Saint-Denis,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 297.0, ""geom_ST_Area_2975"": 296.53, ""parcels.surface_m2"": 296.53, ""mvt"": 296.53}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97411000CE1133,Saint-Denis,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 78, ""mvt"": 78, ""residuel(canon)"": 78}",OK,canon=parcel_residuel cause NULL,
97414000CO1606,Saint-Louis,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97414000CO1606,Saint-Louis,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 67.0, ""geom_ST_Area_2975"": 67.32, ""parcels.surface_m2"": 67.32, ""mvt"": 67.32}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97414000CO1606,Saint-Louis,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97423000AB1138,Les Trois-Bassins,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97423000AB1138,Les Trois-Bassins,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 70.0, ""geom_ST_Area_2975"": 70.41, ""parcels.surface_m2"": 70.41, ""mvt"": 70.41}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97423000AB1138,Les Trois-Bassins,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97419000AK1046,Sainte-Rose,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97419000AK1046,Sainte-Rose,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 2848.0, ""geom_ST_Area_2975"": 2848.09, ""parcels.surface_m2"": 2848.09, ""mvt"": 2848.09}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97419000AK1046,Sainte-Rose,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 2510, ""mvt"": 2510, ""residuel(canon)"": 2510}",OK,canon=parcel_residuel cause NULL,
97413000CX2841,Saint-Leu,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97413000CX2841,Saint-Leu,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 859.0, ""geom_ST_Area_2975"": 859.03, ""parcels.surface_m2"": 859.03, ""mvt"": 859.03}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97413000CX2841,Saint-Leu,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 562, ""mvt"": 562, ""residuel(canon)"": 562}",OK,canon=parcel_residuel cause NULL,
97415000BP0978,Saint-Paul,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""À suivre"", ""v2/score(court)"": ""À suivre"", ""mvt(court)"": ""À suivre""}",OK,exp_court=À suivre raw=chaude,etage0=False
97415000BP0978,Saint-Paul,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 2756.0, ""geom_ST_Area_2975"": 2756.12, ""parcels.surface_m2"": 2756.12, ""mvt"": 2756.12}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97415000BP0978,Saint-Paul,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 2245, ""mvt"": 2245, ""renouv"": 2245, ""residuel(canon)"": 2245}",OK,canon=parcel_residuel cause NULL,
97408000AO1755,La Possession,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""À suivre"", ""v2/score(court)"": ""À suivre"", ""mvt(court)"": ""À suivre""}",OK,exp_court=À suivre raw=chaude,etage0=False
97408000AO1755,La Possession,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 508.0, ""geom_ST_Area_2975"": 508.16, ""parcels.surface_m2"": 508.16, ""mvt"": 508.16}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97408000AO1755,La Possession,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 6, ""mvt"": 6, ""residuel(canon)"": 6}",OK,canon=parcel_residuel cause NULL,
